Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 126, Sample, n/a, SFug_F2	Abundances Count: F5: 126, Sample, n/a, SFug_F2	Modifications
Q9VQM2	NADH dehydrogenase [ubiquinone] 1 subunit C2	55.17	5	23	5	934804.3491999999	18	
Q9VQQ6	FI18122p1	15.72	8	13	0	455903.55799999996	13	
Q9VQR2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	66.04	12	44	12	1578714.9517	38	
Q9VQR5	IP10807p	2.5	1	1	1	14452.808	1	
Q9VQR9	PAT complex subunit CCDC47	7.77	5	5	5	49193.8301	4	
Q9VQT7	RH15675p	14.63	1	2	1	3777.8680000000004	2	
Q9VQT8	Immune induced molecule 33, isoform A	26.83	2	11	2	270706.2758	10	
Q9VQV7	Centrosomal protein of 97 kDa	7.94	6	6	2	51151.444599999995	5	
Q9VQX3	HL05328p	13.09	6	7	6	74160.9348	7	
Q9VR25	Factor of interpulse interval	16.44	7	9	7	128023.93209999999	9	
Q9VR30	RE58324p	19.51	8	10	8	212779.92309999999	9	
Q9VR31	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	23.26	7	10	7	150988.281	10	
Q9VR69	Chitin deacetylase-like 4	2.47	1	1	1	9174.714	1	
Q9VR79	LD43683p	30.8	8	30	8	979405.2441400001	30	
Q9VRA1	Uncharacterized protein, isoform B	3.12	2	2	2	11468.0357	2	
Q9VRD4	Uncharacterized protein, isoform A	60.76	13	31	13	1115194.1622	28	
Q9VRD6	NTF2-related export protein	60.0	6	15	0	745705.30189	14	
Q9VRD9	Cystathionine beta-synthase	13.6	6	10	6	108573.9037	10	
Q9VRF7	GH09530p	13.92	4	7	0	146756.2492	6	
Q9VRG6	Acyl-CoA-binding domain-containing protein 6	13.58	3	5	3	66886.1513	4	
Q9VRG8	Pyridoxal-dependent decarboxylase domain-containing protein 1	16.08	10	13	10	89553.4332	12	
Q9VRJ4	Dehydrogenase/reductase 4	40.38	14	42	14	1350018.80284	39	
Q9VRJ5	Charged multivesicular body protein 2b	16.98	4	6	4	218578.603	4	
Q9VRJ6	non-specific serine/threonine protein kinase	28.12	6	6	6	120658.40460000001	5	
Q9VRK9	Kinesin-like protein	3.55	2	2	2	4576.8616999999995	2	
Q9VRL0	Cytochrome c1, heme protein, mitochondrial	58.96	15	87	15	7328992.37873	81	
Q9VRL1	GEO06356p1	53.1	8	28	2	1061078.563	21	
Q9VRM1	Uncharacterized protein, isoform A	9.09	2	2	2	3691.6036999999997	2	
Q9VRM8	alkaline phosphatase	2.67	1	1	1	2488.324	1	
Q9VRM9	alkaline phosphatase	5.22	3	3	3	85172.503	3	
Q9VRP2	Uncharacterized protein, isoform A	41.43	16	33	16	1232535.2258	31	
Q9VRP3	AT08565p	23.69	6	12	6	228152.16604	9	
Q9VRP4	Bifunctional coenzyme A synthase	6.37	3	3	3	6635.81978	3	
Q9VRR3	Uncharacterized protein, isoform A	50.62	11	28	11	840749.4167	27	
Q9VRU1	Aldose 1-epimerase	12.91	5	8	5	116240.1542	8	
Q9VRV8	Transportin-1	3.02	2	2	2	16620.544	2	
Q9VRY5	Ribosome maturation protein SBDS	16.67	5	5	5	137174.3125	5	
Q9VS02	Serine protease K12H4.7	10.04	5	8	5	381026.25800000003	8	
Q9VS11	lysozyme	12.55	3	4	2	29692.7537	4	
Q9VS44	Uncharacterized protein	12.36	4	4	4	69963.106	4	
Q9VS84	FI03225p	7.34	7	8	7	122931.8625	7	
Q9VSA9	CG7409	80.52	14	73	14	4213434.74105	57	
Q9VSC3	Ribonuclease X25	17.85	6	9	6	276046.517	8	
Q9VSC5	GM09977p	55.29	11	26	11	527215.6439	24	
Q9VSD6	D-Importin 7/RanBP7	6.1	6	8	6	88953.4353	8	
Q9VSE5	Uncharacterized protein, isoform C	13.25	2	9	0	163798.55385	9	
Q9VSH5	IP09562p	4.89	1	2	1	3696.8262	1	
Q9VSH7	Cuticular protein 66Cb	20.37	3	8	2	97246.36600000001	2	
Q9VSK2	E3 ubiquitin-protein ligase CBL	1.82	2	2	0	5897.561	1	
Q9VSK4	Adipose-secreted signaling protein	65.0	10	26	10	917407.2422	24	
Q9VSL2	Glutathione S transferase O3	52.28	11	35	10	1345422.6415	26	
Q9VSL4	Glutathione S transferase O2, isoform B	40.0	12	37	11	1660428.8553	33	
Q9VSL5	Glutathione S transferase O2, isoform A	25.1	6	9	6	305405.635	9	
Q9VSL6	Glutathione S transferase O1	12.99	4	10	3	60317.1503	4	
Q9VSL9	Isovaleryl-CoA dehydrogenase, mitochondrial	6.67	3	3	3	36585.9786	3	
Q9VSM8	TBC1 domain family member 13	7.94	3	3	2	5703.88696	3	
Q9VSN0	Z band alternatively spliced PDZ-motif protein 66, isoform G	70.3	12	64	1	427543.565	15	
Q9VSN3	Cuticular protein 66D	59.26	14	56	14	1016004.12974	51	
Q9VSN9	Signal recognition particle receptor subunit beta	23.36	6	7	6	108201.5058	6	
Q9VSR5	GM03767p	48.9	9	20	9	827982.83626	19	
Q9VSR8	Amine oxidase domain-containing protein	11.55	6	6	6	51602.7491	6	
Q9VST4	arginine kinase	2.06	1	1	1	6177.3037	1	
Q9VSU6	Dihydropteridine reductase	71.06	13	49	13	2476539.36935	38	
Q9VSW2	UTP--glucose-1-phosphate uridylyltransferase	30.21	14	21	0	495560.0001	20	
Q9VSW4	Ribosome-recycling factor, mitochondrial	6.3	2	3	2	59645.0395	3	
Q9VSX2	IP01061p	30.5	6	12	6	156481.2073	8	
Q9VSY0	Cuticular protein 67B	73.46	13	74	13	4906017.91025	61	
Q9VSY8	Trafficking protein particle complex subunit	19.66	4	9	4	188787.026	8	
Q9VT23	Peptidase S1 domain-containing protein	35.14	8	21	8	477984.3605	20	
Q9VT29	Calcineurin-like phosphoesterase domain-containing protein	7.0	2	2	2	28904.594999999998	2	
Q9VT33	ribose-phosphate diphosphokinase	38.66	15	24	0	900819.2164	20	
Q9VT59	Ankyrin repeat domain-containing protein 54	2.51	1	1	1	9387.599	1	
Q9VT68	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase	13.85	2	2	0	43881.605	1	
Q9VT75	N-terminal amino-acid N(alpha)-acetyltransferase NatA	27.04	5	6	5	97150.7304	6	
Q9VTA8	RE35371p	9.7	1	1	1	607.0362	1	
Q9VTB0	LD35289p	18.18	7	9	7	146357.986	9	
Q9VTB3	Guanylate kinase	35.62	10	23	10	525046.46725	20	
Q9VTB4	NADH dehydrogenase (Ubiquinone) 13 kDa B subunit	52.42	6	18	6	1114029.362	18	
Q9VTC1	ATP-dependent RNA helicase DDX42	7.46	6	6	5	91754.7072	6	
Q9VTC3	GH07049p	7.78	3	3	3	105653.89	2	
Q9VTF8	Mitochondrial ribosomal protein L2	3.74	1	1	1	11231.622	1	
Q9VTL0	FI19917p1	2.48	1	2	1	11019.9708	2	
Q9VTN9	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	5.04	1	1	1	2205.9763	1	
Q9VTP1	IP06473p	8.24	2	2	2	11182.569599999999	2	
Q9VTT2	LD20590p	3.84	2	2	2	16386.5947	2	
Q9VTU2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	30.65	8	36	8	1950979.3024	33	
Q9VTU8	carbonic anhydrase	21.79	7	13	3	388682.635	12	
Q9VTV9	Delta-aminolevulinic acid dehydratase	15.6	5	8	5	170964.3711	7	
Q9VTW1	RE15265p	11.2	5	7	0	200474.064	7	
Q9VTX5	ADP-ribosylation factor GTPase-activating protein 1	4.7	2	4	0	56103.375	3	
Q9VTY2	Uncharacterized protein, isoform A	52.68	16	49	15	1422437.25655	41	
Q9VTZ4	Phosphoacetylglucosamine mutase	23.86	12	15	12	316869.98906	15	
Q9VU04	RE60105p	6.49	2	2	2	62867.174	2	
Q9VU13	LD45603p	8.3	4	6	0	199148.6324	5	
Q9VU15	Splicing factor 3A subunit 2	9.09	2	2	2	64352.508	2	
Q9VU35	10 kDa heat shock protein, mitochondrial	71.84	10	66	9	4898582.118679999	58	
Q9VU36	Large ribosomal subunit protein bL20m	6.67	1	1	1	27192.771	1	
Q9VU38	Adenosine kinase	29.28	6	13	0	135433.4074	13	
Q9VU45	LD27581p	20.42	5	16	5	357192.1184	14	
Q9VU53	Capricious, isoform A	3.7	2	2	0	15451.1987	2	
Q9VU75	RH45712p	40.33	9	32	9	369991.14346	28	
Q9VU92	Uncharacterized protein	35.71	7	12	7	382296.1851	11	
Q9VUC1	Hsc70Cb, isoform A	47.64	31	88	1	2200944.08191	75	
Q9VUE8	Big bang, isoform C	0.53	1	1	0	360.05292	1	
Q9VUH8	Survival of motor neuron-related-splicing factor 30	6.34	6	6	6	55791.4318	6	
Q9VUJ1	Proteasome subunit beta	35.29	9	19	7	653187.1635	16	
Q9VUL8	Peroxisomal biogenesis factor 3	4.68	2	2	2	9235.803	1	
Q9VUM1	U4/U6 small nuclear ribonucleoprotein Prp31	13.77	8	9	8	166357.552	8	
Q9VUM2	Reactive oxygen species modulator 1	31.65	2	5	2	176985.0854	5	
Q9VUN9	ubiquitinyl hydrolase 1	24.36	8	10	8	194584.8238	9	
Q9VUQ7	RE36966p	11.91	6	10	6	155613.68374	10	
Q9VUV6	GXIVsPLA2, isoform A	10.87	3	3	3	16395.5855	3	
Q9VUW2	Inositol-1-monophosphatase	9.15	2	2	2	120715.84	1	
Q9VUW4	Inositol-1-monophosphatase	5.56	2	2	2	55423.977	2	
Q9VUX1	Small ribosomal subunit protein mS31	5.59	4	5	4	44474.2799	3	
Q9VUZ0	Translocon-associated protein subunit beta	34.74	3	7	3	83764.59060000001	7	
Q9VV13	GEO08383p1	20.71	2	4	2	279973.694	3	
Q9VV31	Uncharacterized protein	19.35	2	7	2	81933.0723	7	
Q9VV39	Mitochondrial ribosomal protein S34	30.85	6	12	6	194251.9868	10	
Q9VV40	Golgin 104	1.42	1	1	1	2446.6345	1	
Q9VV42	Fat body protein 2	79.5	25	188	0	18144361.71405	162	
Q9VV46	Cuticular protein 72Ec	49.65	29	180	29	9778547.60846	144	
Q9VV47	Fat body protein 2	45.17	9	22	7	999494.11583	19	
Q9VV60	Tyrosine--tRNA ligase	43.81	24	47	24	1277429.3534600001	44	
Q9VV75	AT02348p	79.09	28	196	28	13510142.72268	153	
Q9VV76	Syntaxin 8	11.64	3	4	3	161657.31160000002	4	
Q9VV89	Coatomer subunit zeta	36.21	5	10	0	57012.65684	7	
Q9VVA7	Tumor suppressor protein 101	23.28	9	12	9	279123.894	11	
Q9VVB5	LD46723p	33.45	17	44	1	6021.66397	3	
Q9VVB7	FI02842p	48.97	15	44	1	11012.29927	3	
Q9VVC2	Uncharacterized protein	8.08	1	3	1	168338.649	3	
Q9VVC3	Cuticular protein 73D, isoform B	33.84	16	40	2	586900.36933	32	
Q9VVC8	LD23434p	6.95	5	8	5	124458.383	8	
Q9VVG0	Cadherin 74A, isoform A	9.12	16	18	16	197797.26512	17	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	40	6	3653349.9125	34	
Q9VVJ7	Selenoprotein F	30.9	5	10	5	235449.3402	10	
Q9VVK5	Adenosine deaminase	2.71	2	3	2	42462.451	2	
Q9VVK7	Nucleobindin 1	20.21	13	16	13	307673.1116	15	
Q9VVL5	FI11325p	27.27	9	14	9	387931.9177	13	
Q9VVL7	Dihydrolipoyl dehydrogenase	67.86	27	194	27	8519355.679019999	173	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	8.12	5	6	5	116060.1407	6	
Q9VVM1	Uncharacterized protein, isoform B	6.32	4	7	4	55595.7801	5	
Q9VVP9	Gamma-glutamylcyclotransferase	38.18	7	9	7	110920.30238000001	8	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	11.82	3	3	3	72199.8714	3	
Q9VVT6	Glutaredoxin-2, mitochondrial	69.3	8	27	8	1876623.7435	26	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	42.27	14	53	14	7513383.0027	48	
Q9VVU2	GEO07453p1	48.32	9	36	8	1643201.3344	34	
Q9VVV6	LD45843p	11.01	5	5	1	26961.5992	5	
Q9VVW7	Canopy b	16.74	4	6	4	141005.0844	6	
Q9VVX4	Large ribosomal subunit protein bL21m	3.48	1	1	1	5429.78	1	
Q9VVY7	FI20154p1	10.24	13	16	0	162861.0856	15	
Q9VVZ4	Uncharacterized protein	27.78	2	6	2	30344.71395	4	
Q9VVZ6	GEO09638p1	16.03	1	1	0	464.18243	1	
Q9VW00	GH28721p	12.2	4	8	4	120603.9702	6	
Q9VW17	RE58036p	26.37	5	12	0	105539.08219999999	10	
Q9VW34	FI03450p	17.01	9	14	9	455087.04466	14	
Q9VW40	LD31235p	12.62	4	5	4	35939.1853	4	
Q9VW52	Precursor RNA processing 3, isoform A	2.01	1	1	0	13082.916	1	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	2.61	3	3	3	67584.602	2	
Q9VW57	Grasp65	8.04	4	6	4	89763.6852	5	
Q9VW58	LD33138p	11.15	3	5	3	12534.031939999999	2	
Q9VW59	Rho GDP-dissociation inhibitor 3	47.26	10	23	10	888174.185	21	
Q9VW66	Uncharacterized protein, isoform A	56.45	8	31	4	2206333.95092	28	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	68.93	31	129	31	8965280.8048	123	
Q9VW73	Ragulator complex protein LAMTOR1	18.89	4	4	4	10374.1721	2	
Q9VW90	Chitin-binding type-2 domain-containing protein	6.23	2	3	2	26183.011	2	
Q9VWD0	GH23568p	26.43	8	13	8	202451.3789	13	
Q9VWD1	Cytochrome c oxidase subunit	86.46	12	97	2	4758682.47942	81	
Q9VWD5	LD35087p	6.46	3	3	3	9849.4197	3	
Q9VWD9	Ubiquilin-like protein	40.77	16	27	16	735638.18316	27	
Q9VWF0	LP01149p	9.8	3	5	3	78152.717	4	
Q9VWG1	LD37169p	72.68	11	62	1	158850.857	6	
Q9VWI3	28S ribosomal protein S14, mitochondrial	16.41	2	2	2	18350.871	2	
Q9VWJ3	LD05272p	4.57	1	1	1	13167.046	1	
Q9VWL4	GH07340p	9.77	5	5	5	78115.216	5	
Q9VWP2	RH57257p	64.88	12	25	12	844626.6372	23	
Q9VWQ3	LD35981p	5.27	2	4	0	75780.2337	4	
Q9VWQ7	Coactosin-like protein	38.65	7	10	1	184455.0745	9	
Q9VWS1	Houki	29.33	6	7	6	125421.881	6	
Q9VWT1	histidine--tRNA ligase	32.18	15	25	1	684733.58525	21	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	3.45	2	2	2	10005.5237	2	
Q9VWU0	FI18411p1	2.63	1	2	1	2636.0623299999997	2	
Q9VWV6	Transferrin	57.72	35	174	35	9402850.22422	155	
Q9VWW2	GH13094p	14.17	6	13	6	21349.60123	6	
Q9VX02	Mitochondrial fission process protein 1	14.02	3	5	3	137165.41220000002	3	
Q9VX08	LD10434p	6.85	2	2	2	7147.6089	2	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	72.73	18	89	18	3484538.60123	84	
Q9VX69	FI01450p	8.27	4	13	3	205978.23799999998	6	
Q9VXA3	LP21163p	16.69	10	15	10	169973.23894	15	
Q9VXA9	RE04047p	10.58	3	3	3	14745.978200000001	3	
Q9VXC1	MIP06432p1	27.93	5	10	3	354708.90388	10	
Q9VXC9	trypsin	54.18	11	21	11	354925.72980000003	19	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	12.57	2	7	2	85351.26696000001	6	
Q9VXF9	AT13091p	15.94	7	13	7	188490.53837	13	
Q9VXG0	Cell division cycle 50, isoform A	9.52	3	7	1	190455.86800000002	4	
Q9VXH4	RE16337p	28.43	2	4	2	219979.9216	4	
Q9VXH7	FI17510p1	13.95	5	10	5	257686.502	10	
Q9VXI1	L-gulonate 3-dehydrogenase	60.0	12	25	12	683973.6953	25	
Q9VXI6	Cytochrome b-c1 complex subunit 7	61.26	10	60	9	3778153.5854	56	
Q9VXJ7	GH03748p1	5.19	5	5	5	29262.6181	4	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	35.75	7	14	5	458326.63866	11	
Q9VXK9	Centrosomal protein 164, isoform A	1.77	2	2	2	489.9972	1	
Q9VXL4	Nuclear nucleic acid-binding protein C1D	10.69	2	2	2	20697.452	2	
Q9VXM4	LD12946p	62.9	15	37	15	877894.4698000001	32	
Q9VXN1	LD03728p	7.2	2	2	2	10376.30625	2	
Q9VXN3	LD07988p	25.25	9	14	9	124059.86984	11	
Q9VXP3	GH05406p	9.87	5	5	5	41277.99056	5	
Q9VXQ0	Large ribosomal subunit protein uL3m	4.42	2	2	2	33347.924	2	
Q9VXQ3	Diphosphomevalonate decarboxylase	3.09	1	2	1	12543.593	2	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	40.34	21	46	21	1530392.09	43	
Q9VXR9	FI03680p	5.45	2	2	2	28125.985	2	
Q9VXV1	RH52220p	4.39	1	1	1	8133.3765	1	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	13.42	7	11	7	298146.3972	11	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	30.77	3	27	3	684933.91881	27	
Q9VXZ8	Luciferin 4-monooxygenase	21.61	11	13	11	317635.1237	13	
Q9VY05	GH11762p	9.47	7	15	7	527804.1359	14	
Q9VY16	Uncharacterized protein, isoform A	3.79	3	4	0	44981.803	4	
Q9VY24	Uncharacterized protein, isoform B	20.82	9	9	9	265741.4651	9	
Q9VY33	Defective proboscis extension response 8, isoform A	2.62	1	1	1	19669.53	1	
Q9VY41	Plasminogen receptor (KT)	35.71	4	4	4	61451.435	4	
Q9VY42	Tyrosine aminotransferase	3.59	2	3	2	28138.330400000003	2	
Q9VY76	AMP deaminase	9.21	8	10	0	49890.6781	8	
Q9VY87	Cathepsin B, isoform A	30.29	7	10	7	105472.31052999999	10	
Q9VY91	Programmed cell death protein 4	9.63	6	6	6	109640.8803	5	
Q9VY92	GEO07753p1	73.91	8	32	8	2364140.488	32	
Q9VYA1	RE18811p	3.87	1	2	1	2263.2634	1	
Q9VYD5	Branched-chain-amino-acid aminotransferase	9.03	3	3	3	10586.3563	2	
Q9VYF0	GM09012p	18.66	5	7	5	105018.5403	7	
Q9VYG8	CG15717-PA	17.86	4	4	4	16230.420300000002	3	
Q9VYJ1	FI12805p	2.29	2	2	1	32019.806	2	
Q9VYK6	Tomosyn, isoform C	2.86	5	6	0	34341.0228	6	
Q9VYM0	CG2555-PA	13.2	2	2	1	1941.8732	1	
Q9VYM7	Uncharacterized protein, isoform C	21.08	6	30	1	21740.9193	4	
Q9VYN1	protein kinase C	0.42	1	11	1	453304.41	9	
Q9VYR4	Furrowed, isoform A	0.77	1	1	0	19729.617	1	
Q9VYS2	GH09980p	4.78	4	4	4	19933.9996	4	
Q9VYT0	RE04130p	23.7	6	10	5	327635.523	10	
Q9VYT1	BLOC-1-related complex subunit 5	4.87	2	2	2	22224.799899999998	2	
Q9VYT3	FI23714p1	4.8	6	7	6	27785.04963	6	
Q9VYT6	P24-related-1, isoform A	9.52	2	2	2	80353.84300000001	2	
Q9VYU9	RH17287p	36.65	6	11	6	172901.208	10	
Q9VYV4	Amun, isoform A	12.0	4	4	4	49444.7031	4	
Q9VYV6	GEO09033p1	6.14	1	1	1	31667.25	1	
Q9VZ00	FI19420p1	3.92	4	7	1	30309.59	4	
Q9VZ19	Antennal dehydrogenase	35.6	6	24	6	1218653.7266	22	
Q9VZ20	Dynein light intermediate chain	35.09	16	23	5	451105.05329999997	18	
Q9VZ24	GEO11412p1	43.36	6	33	6	2146639.5272	31	
Q9VZ25	Uncharacterized protein, isoform A	6.96	1	1	1	7260.7275	1	
Q9VZ34	RH72958p	2.64	1	1	1	8093.34	1	
Q9VZ58	Purple acid phosphatase	9.11	4	14	4	352533.43963	14	
Q9VZ66	SD22308p	35.37	5	8	5	104730.5102	8	
Q9VZ67	Uncharacterized protein	28.99	2	3	2	46034.267	3	
Q9VZ71	RE01453p	9.04	2	5	2	119410.039	5	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	8.28	2	2	2	7750.2446	2	
Q9VZE4	RE70333p	19.57	9	13	9	191984.9404	13	
Q9VZE9	V-type proton ATPase subunit	10.59	2	4	2	123893.53970000001	4	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	13.13	5	5	5	87333.371	5	
Q9VZF9	Cuticular protein 64Ad	41.3	7	23	7	599186.95655	22	
Q9VZG0	Cuticular protein 64Ac	51.06	8	46	8	1950402.0835000002	41	
Q9VZG1	Cuticular protein 64Ab	42.5	4	8	4	163570.2778	8	
Q9VZG2	Cuticular protein 64Aa	76.04	10	59	10	2372031.0312	44	
Q9VZH5	CLIP domain-containing serine protease	4.7	3	3	1	31967.84	3	
Q9VZI1	Transgelin	74.47	11	82	1	2237918.51493	62	
Q9VZI8	Fumarylacetoacetase	10.31	4	4	4	89423.605	4	
Q9VZJ2	GH27759p	12.66	5	8	5	136989.7854	7	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	3.28	2	3	2	41619.897	3	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	66.89	9	19	1	420019.00430000003	19	
Q9VZS1	protein-serine/threonine phosphatase	12.67	4	4	4	43184.8649	4	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	14.15	11	14	11	196247.07080000002	13	
Q9VZV2	Chitinase 7	3.75	4	5	4	17928.04485	5	
Q9VZW1	Phospholipid scramblase	11.03	3	6	3	130899.81599999999	5	
Q9VZW7	Carnitine palmitoyltransferase 2	4.2	3	3	3	12872.877700000001	3	
Q9VZX6	LD06441p	3.99	1	1	1	87414.99	1	
Q9VZY0	LD45195p	18.85	5	7	5	204958.22580000001	6	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	11.35	5	5	3	28683.78833	4	
Q9VZZ5	GEO12033p1	21.68	3	7	3	346140.48699999996	6	
Q9VZZ6	CG16985 protein	34.9	5	11	5	563675.7076	11	
Q9W022	GEO01508p1	49.3	7	34	7	1661704.2089	34	
Q9W073	RH22148p	9.41	2	2	2	28740.35403	2	
Q9W077	Cuticular protein 62Bc, isoform A	26.11	3	20	3	1344371.8360000001	20	
Q9W078	Cuticular protein 62Bb, isoform A	35.05	4	11	3	549751.2748	11	
Q9W086	Large ribosomal subunit protein mL46	23.64	6	8	6	125976.82	7	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	6	3	150453.01539999997	6	
Q9W095	glycerol kinase	2.6	2	2	2	2056.9893	1	
Q9W0A8	FI01658p	14.08	4	10	4	612828.948	10	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	31.33	10	18	10	447155.81940000004	18	
Q9W0C3	GH11843p	46.94	12	16	12	166279.09155	14	
Q9W0D3	GH15728p	1.09	2	2	2	17390.969	1	
Q9W0D9	choline-phosphate cytidylyltransferase	7.61	3	5	1	55375.527	1	
Q9W0H6	Acetyl-CoA acetyltransferase 2	31.12	9	14	9	272081.0679	12	
Q9W0H8	Reticulocalbin-3	37.39	12	19	6	623040.7496	18	
Q9W0J9	GH07301p	33.85	8	16	8	466791.3764	14	
Q9W0K9	LD10220p	11.61	2	3	2	11703.5605	3	
Q9W0M4	Endoplasmic reticulum transmembrane protein	25.88	6	13	5	187604.22090000001	11	
Q9W0M5	Protein DPCD	9.91	2	2	2	7059.638199999999	2	
Q9W0N6	LD27967p	9.57	3	3	3	12304.79959	3	
Q9W0P4	GEO05053p1	15.45	3	3	3	35871.729999999996	2	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	10.23	2	2	2	81384.398	2	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.31	1	1	1	17761.482	1	
Q9W0R0	Cell division cycle 5, isoform A	10.44	8	9	8	82147.86660000001	8	
Q9W0U0	glycerol kinase	5.39	2	3	1	35311.103	3	
Q9W0X0	Scavenger receptor class B member 1	8.89	5	7	0	193206.83500000002	7	
Q9W0X1	GH15894p	5.72	3	3	3	52206.082	3	
Q9W0X2	GEO07322p1	33.88	4	5	4	100364.2847	5	
Q9W0X3	LD24657p	12.55	3	6	1	175572.055	6	
Q9W0Z5	LP09747p	10.07	5	12	5	150326.55304	12	
Q9W114	IP05433p	22.5	2	3	2	18789.55824	3	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	63.43	9	41	9	1019956.63	37	
Q9W127	Isochorismatase domain-containing protein 1	34.62	6	12	6	365679.7255	11	
Q9W136	Uncharacterized protein	33.82	6	17	6	254997.8219	13	
Q9W140	Regulatory protein zeste	14.35	5	7	5	24376.823379999998	6	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	6.36	4	4	4	21669.88282	3	
Q9W149	RING-type E3 ubiquitin transferase	1.96	2	2	2	3944.8387000000002	2	
Q9W158	LD36772p	6.51	2	3	2	135600.888	3	
Q9W199	GEO07594p1	10.97	2	3	2	108978.011	3	
Q9W1B9	Large ribosomal subunit protein uL11	24.24	5	19	5	1620221.4492	17	
Q9W1C8	LD24355p	20.11	8	10	8	91281.8827	9	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	10.47	2	3	2	26954.547	3	
Q9W1F2	FI07217p	5.93	2	2	2	6786.245	1	
Q9W1F7	IP15825p	26.5	11	33	11	1357337.4623	30	
Q9W1F8	GEO08248p1	23.31	4	8	4	222334.43	8	
Q9W1G7	LD21576p	31.62	10	17	10	759676.1282	17	
Q9W1H5	Decapping protein 1, isoform A	18.82	6	9	6	210642.33490000002	9	
Q9W1H6	GH04238p	13.85	3	7	3	58759.920000000006	4	
Q9W1H8	acetyl-CoA C-acyltransferase	36.89	17	44	17	1949683.8096	39	
Q9W1I8	LD03592p	36.97	8	15	8	266369.0588	9	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	3	4	3	23136.0454	3	
Q9W1L8	GH11818p	5.92	2	2	2	4827.7376	2	
Q9W1M9	Exosome complex component RRP4	20.47	5	5	5	24693.556	3	
Q9W1N3	Levy, isoform A	32.11	4	16	4	1573959.9016	15	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	17869.178	1	
Q9W1R0	RH49821p	4.13	2	2	2	30617.093	2	
Q9W1R3	Golgin-245	5.17	7	8	7	96438.5413	8	
Q9W1V8	CG9893 protein	27.6	5	7	5	63699.62616	7	
Q9W1W4	RE45066p	15.81	5	7	5	103866.1645	6	
Q9W1X5	GH04942p	16.93	24	31	4	681998.0954999999	30	
Q9W227	Peptidyl-prolyl cis-trans isomerase	63.9	12	62	12	3778969.6287	50	
Q9W229	40S ribosomal protein S24	37.4	5	7	5	413373.39839999995	6	
Q9W236	Vacuolar protein sorting 20, isoform A	19.34	6	8	6	158926.1846	8	
Q9W253	Small ribosomal subunit protein mS29	11.48	4	5	4	51311.9983	5	
Q9W254	Quaking related 58E-2, isoform A	28.12	13	21	12	261165.1009	21	
Q9W257	RH13652p	6.99	2	3	2	81129.516	3	
Q9W258	Babos, isoform A	30.1	6	17	6	586583.3769	15	
Q9W259	FI23916p1	18.69	7	10	7	136867.94	8	
Q9W260	GH03113p	12.2	7	13	7	142981.7434	11	
Q9W287	Cuticle protein 16.5-like	15.21	2	2	2	14823.9453	2	
Q9W289	Golgi matrix protein 130 kD	25.53	17	22	17	198330.43695	20	
Q9W298	Sugar phosphate phosphatase	6.69	3	3	3	13224.6487	3	
Q9W299	Sugar phosphate phosphatase	3.9	2	2	2	43626.30499999999	2	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	40.0	4	25	4	1180031.0739	23	
