Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M1	Abundances Count: F5: 127N, Sample, n/a, SFug_M1	Modifications
Q9VV47	Fat body protein 2	32.05	7	29	5	605912.7069999999	24	
Q9VV60	Tyrosine--tRNA ligase	44.38	23	59	23	237571.77862	47	
Q9VV75	AT02348p	82.73	30	207	30	6584594.13686	153	
Q9VV76	Syntaxin 8	8.62	2	3	2	7241.32752	2	
Q9VV89	Coatomer subunit zeta	10.34	2	11	0	42833.1341	8	
Q9VVA7	Tumor suppressor protein 101	15.2	7	13	7	65659.06731	12	
Q9VVB5	LD46723p	28.44	16	70	1	5985.9346000000005	4	
Q9VVC3	Cuticular protein 73D, isoform B	38.02	20	56	1	350764.36498	34	
Q9VVC8	LD23434p	8.08	5	10	5	31971.544700000002	7	
Q9VVG0	Cadherin 74A, isoform A	9.29	18	30	18	124415.8379	26	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	55	6	2164911.36382	49	
Q9VVJ7	Selenoprotein F	34.83	7	19	7	76465.21743	14	
Q9VVK5	Adenosine deaminase	6.15	4	8	4	35769.7536	8	
Q9VVK7	Nucleobindin 1	14.06	10	23	10	107160.21661999999	18	
Q9VVL5	FI11325p	21.52	7	10	7	52879.8921	9	
Q9VVL7	Dihydrolipoyl dehydrogenase	63.29	28	179	28	5429275.369	160	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	4.96	3	5	3	12856.5134	5	
Q9VVM1	Uncharacterized protein, isoform B	9.91	6	9	6	25192.96367	8	
Q9VVP9	Gamma-glutamylcyclotransferase	18.18	4	8	4	21105.03853	6	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	15.45	5	9	5	40132.17071	9	
Q9VVT6	Glutaredoxin-2, mitochondrial	69.3	8	39	8	369356.20091	31	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	32.13	13	68	13	1091334.31642	48	
Q9VVU2	GEO07453p1	29.53	6	31	5	249575.19995	28	
Q9VVV6	LD45843p	12.26	8	10	0	9909.41273	4	
Q9VVW7	Canopy b	12.22	3	8	3	11366.57364	7	
Q9VVX4	Large ribosomal subunit protein bL21m	20.4	5	5	5	5717.265380000001	4	
Q9VVY7	FI20154p1	12.22	16	28	0	75730.37073000001	23	
Q9VVZ4	Uncharacterized protein	56.79	4	7	4	26904.4634	5	
Q9VW00	GH28721p	6.1	2	3	2	2141.9784600000003	2	
Q9VW13	ATP-binding cassette sub-family F member 3	3.67	3	4	3	2555.3653999999997	2	
Q9VW17	RE58036p	29.67	5	15	0	8449.70935	8	
Q9VW19	Phenoloxidase-activating factor 2	3.43	1	2	1	439.15887	1	
Q9VW34	FI03450p	11.65	7	12	7	89461.46526	11	
Q9VW40	LD31235p	9.3	3	4	3	7120.6652	3	
Q9VW52	Precursor RNA processing 3, isoform A	6.19	4	4	1	4878.207200000001	3	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	4.24	5	9	5	34699.318400000004	5	
Q9VW57	Grasp65	7.17	4	7	4	30715.30094	5	
Q9VW58	LD33138p	14.87	3	4	3	11921.366479999999	3	
Q9VW59	Rho GDP-dissociation inhibitor 3	39.3	10	33	10	317633.4486	29	
Q9VW66	Uncharacterized protein, isoform A	65.59	9	50	5	929706.7876	43	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	63.99	30	123	30	3367945.11247	103	
Q9VW73	Ragulator complex protein LAMTOR1	9.44	3	6	3	18692.41365	5	
Q9VW90	Chitin-binding type-2 domain-containing protein	6.23	2	3	2	8157.2398	2	
Q9VWD0	GH23568p	19.35	6	13	6	91012.52513	11	
Q9VWD1	Cytochrome c oxidase subunit	79.17	11	99	1	1530362.07661	76	
Q9VWD5	LD35087p	12.92	5	7	5	16502.10912	4	
Q9VWD9	Ubiquilin-like protein	36.56	15	29	15	244427.5469	23	
Q9VWF0	LP01149p	34.31	9	18	9	43217.48266	12	
Q9VWG1	LD37169p	76.5	13	51	1	121650.22584	4	
Q9VWJ3	LD05272p	12.79	2	3	2	5005.3252	2	
Q9VWL4	GH07340p	9.39	5	11	5	15315.90178	7	
Q9VWP2	RH57257p	77.69	12	26	12	174512.22183999998	18	
Q9VWQ3	LD35981p	6.12	2	2	0	9378.300299999999	2	
Q9VWQ7	Coactosin-like protein	29.45	6	11	0	72370.71746	9	
Q9VWS1	Houki	9.33	2	3	2	30313.401299999998	2	
Q9VWT1	histidine--tRNA ligase	27.78	14	37	1	180371.18849	27	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	7.94	5	5	5	14625.69833	5	
Q9VWU0	FI18411p1	2.23	1	2	1	796.3782	1	
Q9VWV6	Transferrin	63.81	41	264	41	4103791.9984999998	194	
Q9VWW2	GH13094p	17.43	9	19	9	11059.7237	5	
Q9VX02	Mitochondrial fission process protein 1	14.02	3	11	3	37995.48787	9	
Q9VX08	LD10434p	4.16	2	3	2	10748.5954	3	
Q9VX15	Replication factor C subunit 2	7.08	3	5	3	5560.3931999999995	3	
Q9VX26	Chascon, isoform A	2.65	4	4	0	5368.78198	3	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	63.22	17	91	17	2021016.17756	80	
Q9VX69	FI01450p	6.57	3	29	2	91558.16234	7	
Q9VXA3	LP21163p	16.85	11	23	11	73436.60166	18	
Q9VXA9	RE04047p	8.03	2	3	2	4016.899	1	
Q9VXC1	MIP06432p1	36.87	6	12	3	70803.7298	11	
Q9VXC9	trypsin	49.0	9	23	9	347674.57138	22	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	18.56	4	8	4	23736.67425	5	
Q9VXF9	AT13091p	15.5	8	19	8	36398.11604	12	
Q9VXG0	Cell division cycle 50, isoform A	8.96	3	8	1	25486.573239999998	7	
Q9VXH4	RE16337p	51.96	3	7	3	33878.9539	5	
Q9VXH7	FI17510p1	22.59	6	21	6	192480.37406	17	
Q9VXI1	L-gulonate 3-dehydrogenase	54.6	11	26	11	216086.7511	21	
Q9VXI6	Cytochrome b-c1 complex subunit 7	64.86	9	43	7	1405094.42609	35	
Q9VXJ7	GH03748p1	11.25	12	13	12	13807.23017	7	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	32.13	7	15	6	82945.5709	12	
Q9VXK9	Centrosomal protein 164, isoform A	2.57	4	5	4	9627.3066	4	
Q9VXL4	Nuclear nucleic acid-binding protein C1D	10.69	2	2	2	3204.1877	1	
Q9VXM4	LD12946p	61.29	13	44	13	606952.98976	38	
Q9VXN1	LD03728p	9.22	3	5	3	3645.4373400000004	3	
Q9VXN3	LD07988p	17.42	8	15	8	41790.05941	12	
Q9VXP3	GH05406p	12.21	7	8	7	15352.81515	5	
Q9VXQ0	Large ribosomal subunit protein uL3m	7.73	3	4	3	37536.4866	4	
Q9VXQ3	Diphosphomevalonate decarboxylase	7.47	3	4	3	9811.40375	4	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	41.46	21	49	21	409021.25868	39	
Q9VXR9	FI03680p	10.91	4	5	4	14290.054399999999	5	
Q9VXV1	RH52220p	19.02	4	5	4	6269.9583999999995	4	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	21.0	10	26	10	112958.28719999999	18	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	18.8	2	26	2	181433.84398	16	
Q9VXZ8	Luciferin 4-monooxygenase	18.93	10	20	10	147977.49726	17	
Q9VY05	GH11762p	12.2	8	19	8	70187.31574	14	
Q9VY16	Uncharacterized protein, isoform A	8.35	6	9	0	8444.4577	6	
Q9VY24	Uncharacterized protein, isoform B	17.19	7	15	7	98249.88063	12	
Q9VY33	Defective proboscis extension response 8, isoform A	9.59	4	7	3	11912.44185	5	
Q9VY41	Plasminogen receptor (KT)	35.06	3	6	3	48412.47440000001	6	
Q9VY42	Tyrosine aminotransferase	9.58	5	7	5	12768.21585	4	
Q9VY76	AMP deaminase	7.13	7	10	0	17641.5722	8	
Q9VY87	Cathepsin B, isoform A	20.59	5	11	5	88719.1715	6	
Q9VY91	Programmed cell death protein 4	8.25	6	10	6	40202.873999999996	9	
Q9VY92	GEO07753p1	73.91	8	47	8	749928.67706	36	
Q9VYA1	RE18811p	8.56	3	6	2	17069.4664	6	
Q9VYB2	LD19061p	2.83	2	2	2	1374.90944	2	
Q9VYD5	Branched-chain-amino-acid aminotransferase	2.26	1	1	1	836.7	1	
Q9VYF0	GM09012p	14.93	4	10	4	17370.65282	7	
Q9VYG8	CG15717-PA	15.08	4	6	4	19815.1836	3	
Q9VYJ1	FI12805p	7.33	5	6	5	6765.67065	4	
Q9VYK6	Tomosyn, isoform C	5.24	8	14	1	16500.12582	10	
Q9VYM0	CG2555-PA	14.21	3	6	1	3198.8716	2	
Q9VYM7	Uncharacterized protein, isoform C	14.62	6	14	2	1143.35205	2	
Q9VYN1	protein kinase C	0.84	2	18	1	476482.70509	8	
Q9VYR4	Furrowed, isoform A	1.96	2	5	0	3347.68595	2	
Q9VYS2	GH09980p	7.06	6	7	6	16999.5438	6	
Q9VYT0	RE04130p	30.84	7	9	6	139419.47	9	
Q9VYT1	BLOC-1-related complex subunit 5	8.6	3	8	3	8483.4779	3	
Q9VYT3	FI23714p1	3.57	5	7	5	7337.23422	4	
Q9VYT6	P24-related-1, isoform A	7.14	3	9	3	74509.97495	5	
Q9VYU9	RH17287p	45.02	7	14	7	58426.823430000004	13	
Q9VYV4	Amun, isoform A	4.91	3	5	3	8200.9114	4	
Q9VYV6	GEO09033p1	23.68	3	3	3	14386.19584	3	
Q9VZ00	FI19420p1	19.19	18	25	0	37829.964719999996	10	
Q9VZ19	Antennal dehydrogenase	35.6	6	24	6	209298.95994	16	
Q9VZ20	Dynein light intermediate chain	28.4	16	40	4	158553.31649	29	
Q9VZ24	GEO11412p1	44.25	7	77	7	2239592.92236	63	
Q9VZ34	RH72958p	2.64	2	5	2	9046.7489	3	
Q9VZ37	Uncharacterized protein, isoform A	7.81	1	1	1	2234.2007	1	
Q9VZ58	Purple acid phosphatase	15.78	8	16	7	89939.94325	15	
Q9VZ59	LP02042p	6.12	1	4	0	16476.76025	3	
Q9VZ66	SD22308p	35.37	5	12	5	33032.876390000005	9	
Q9VZ67	Uncharacterized protein	28.99	2	9	2	10311.822830000001	7	
Q9VZ71	RE01453p	9.04	2	3	2	2218.3528	1	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	7	3	17185.35745	5	
Q9VZE4	RE70333p	17.02	8	19	8	68550.36134	16	
Q9VZE9	V-type proton ATPase subunit	9.41	1	4	1	107301.9139	4	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	3.94	2	3	2	5030.3578	3	
Q9VZF9	Cuticular protein 64Ad	32.79	6	20	6	214446.22818	13	
Q9VZG0	Cuticular protein 64Ac	43.62	9	67	9	2072382.34603	47	
Q9VZG1	Cuticular protein 64Ab	42.5	4	17	4	99267.11237	13	
Q9VZG2	Cuticular protein 64Aa	76.04	10	55	10	1570156.28695	42	
Q9VZH5	CLIP domain-containing serine protease	11.35	8	9	1	7734.51855	7	
Q9VZI1	Transgelin	82.98	14	100	1	2011807.80792	68	
Q9VZI8	Fumarylacetoacetase	10.07	4	7	4	25900.2708	6	
Q9VZJ2	GH27759p	16.59	7	14	7	34122.24213	10	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.57	4	8	4	10820.7042	5	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	41.89	6	25	1	277701.99733	23	
Q9VZS1	protein-serine/threonine phosphatase	13.21	5	9	4	8404.10404	7	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	10.76	10	21	10	94252.07977	17	
Q9VZV2	Chitinase 7	7.7	7	9	7	20541.24625	5	
Q9VZW1	Phospholipid scramblase	7.22	2	4	2	2780.1621	2	
Q9VZW7	Carnitine palmitoyltransferase 2	11.54	7	9	7	8452.19982	5	
Q9VZX6	LD06441p	7.98	3	4	3	19896.4661	3	
Q9VZY0	LD45195p	17.62	5	10	5	53005.954730000005	5	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.8	3	4	2	4048.5446	2	
Q9VZZ5	GEO12033p1	28.67	4	10	4	99263.69923	7	
Q9VZZ6	CG16985 protein	32.21	4	10	4	85525.71685	4	
Q9W022	GEO01508p1	64.08	8	33	8	700672.60495	29	
Q9W073	RH22148p	9.41	2	2	2	5438.894	1	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	17	4	505642.26714	16	
Q9W078	Cuticular protein 62Bb, isoform A	24.23	3	20	2	233098.61562	15	
Q9W086	Large ribosomal subunit protein mL46	20.54	6	11	6	24302.21678	8	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	24.21	3	5	2	20131.384299999998	4	
Q9W095	glycerol kinase	2.78	2	2	2	1431.8917	2	
Q9W0A8	FI01658p	18.77	5	15	5	106336.21965	14	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	29.11	10	34	10	189489.93723	22	
Q9W0C3	GH11843p	61.22	12	26	12	218206.1118	17	
Q9W0D3	GH15728p	1.78	3	4	3	3881.27506	2	
Q9W0D9	choline-phosphate cytidylyltransferase	6.82	3	10	2	16883.1915	3	
Q9W0H6	Acetyl-CoA acetyltransferase 2	29.08	9	25	9	62921.11245	12	
Q9W0H8	Reticulocalbin-3	24.32	9	18	4	241164.88517000002	16	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	7.33	6	6	6	14438.18303	4	
Q9W0J9	GH07301p	41.93	10	20	9	182590.03839	15	
Q9W0K9	LD10220p	9.38	2	2	2	10645.586	1	
Q9W0L7	ubiquitinyl hydrolase 1	3.16	5	5	0	12679.12362	4	
Q9W0M4	Endoplasmic reticulum transmembrane protein	27.63	8	19	7	63312.24516	13	
Q9W0M5	Protein DPCD	8.56	2	4	2	4712.28399	4	
Q9W0N6	LD27967p	16.52	5	9	5	14430.05866	8	
Q9W0P4	GEO05053p1	15.45	2	4	2	9927.6664	4	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	32.39	6	10	6	22959.2805	6	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	7580.6987	1	
Q9W0R0	Cell division cycle 5, isoform A	14.0	11	18	11	27844.67188	13	
Q9W0S6	Large ribosomal subunit protein bL17m	18.18	4	4	4	6613.609699999999	3	
Q9W0U0	glycerol kinase	2.23	1	1	0	11802.116	1	
Q9W0X0	Scavenger receptor class B member 1	12.89	8	13	0	62572.25861	12	
Q9W0X1	GH15894p	1.58	1	1	1	7777.2456	1	
Q9W0X2	GEO07322p1	12.4	2	2	2	11650.626	1	
Q9W0X3	LD24657p	8.75	3	9	1	26358.920570000002	7	
Q9W0Z5	LP09747p	10.07	6	23	6	21942.83355	14	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	68.0	9	46	9	1851199.15994	41	
Q9W127	Isochorismatase domain-containing protein 1	25.96	5	8	5	83325.491	6	
Q9W136	Uncharacterized protein	39.13	6	15	6	142194.6682	9	
Q9W140	Regulatory protein zeste	6.4	3	5	3	739.95067	2	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	9.89	6	8	6	2463.5913	2	
Q9W149	RING-type E3 ubiquitin transferase	2.19	2	2	2	518.37256	1	
Q9W158	LD36772p	7.49	3	11	3	38488.61885	9	
Q9W199	GEO07594p1	14.84	3	3	3	5109.214400000001	2	
Q9W1B9	Large ribosomal subunit protein uL11	46.67	8	31	8	350183.12545	27	
Q9W1C8	LD24355p	16.3	6	14	6	13699.518199999999	8	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	15.18	3	6	3	24643.55562	6	
Q9W1F2	FI07217p	5.93	2	4	2	14316.8776	2	
Q9W1F7	IP15825p	25.14	10	36	10	441354.76294000004	31	
Q9W1F8	GEO08248p1	18.05	3	10	3	44938.44165	7	
Q9W1G7	LD21576p	24.05	7	13	7	150568.62410000002	8	
Q9W1H5	Decapping protein 1, isoform A	12.37	4	8	4	33012.2831	7	
Q9W1H6	GH04238p	8.46	2	5	2	110927.62299999999	3	
Q9W1H8	acetyl-CoA C-acyltransferase	31.77	14	54	14	390266.81231	42	
Q9W1I8	LD03592p	30.28	8	21	8	55949.95003	14	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	4	8	4	17227.87153	6	
Q9W1L8	GH11818p	5.92	2	3	2	7298.3037	1	
Q9W1M9	Exosome complex component RRP4	16.11	4	5	4	1600.8914	1	
Q9W1N3	Levy, isoform A	50.46	5	24	5	524792.32688	21	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	5568.6406	1	
Q9W1R0	RH49821p	6.07	3	5	3	21303.5424	5	
Q9W1R3	Golgin-245	14.24	21	27	21	52332.30268	21	
Q9W1V8	CG9893 protein	3.65	1	2	1	27669.053999999996	2	
Q9W1W4	RE45066p	22.13	8	19	8	78400.05307	15	
Q9W1X5	GH04942p	13.03	18	41	3	184582.57404	31	
Q9W227	Peptidyl-prolyl cis-trans isomerase	64.39	13	56	13	873927.42113	39	
Q9W229	40S ribosomal protein S24	37.4	5	11	5	277412.4987	8	
Q9W236	Vacuolar protein sorting 20, isoform A	8.02	3	7	3	13097.003340000001	5	
Q9W253	Small ribosomal subunit protein mS29	13.01	5	5	5	7134.87335	4	
Q9W254	Quaking related 58E-2, isoform A	30.53	10	30	9	92429.94282	22	
Q9W257	RH13652p	6.99	2	7	2	132838.7372	6	
Q9W258	Babos, isoform A	27.55	6	28	6	240752.0677	20	
Q9W259	FI23916p1	14.71	5	10	5	58513.927500000005	6	
Q9W260	GH03113p	15.4	9	26	9	79295.93033	23	
Q9W287	Cuticle protein 16.5-like	4.15	1	3	1	15708.548999999999	3	
Q9W289	Golgi matrix protein 130 kD	16.6	13	32	13	58149.7517	25	
Q9W299	Sugar phosphate phosphatase	4.13	2	3	2	10353.5921	2	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	16.36	2	17	2	120959.15613999999	13	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	8.16	3	3	3	8240.548	3	
Q9W2J4	UDP-glucuronosyltransferase	2.82	2	2	2	14836.35404	2	
Q9W2J5	Uncharacterized protein, isoform A	17.66	7	16	0	22932.67024	4	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	17.52	2	2	2	12831.327	1	
Q9W2L6	RH02475p	28.13	18	55	18	847803.64764	44	
Q9W2M0	LD23155p	23.8	18	32	18	63545.83949	22	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	12	62	12	2243682.8215	53	
Q9W2M9	FI16623p1	6.47	1	3	1	864.82888	2	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	39.24	4	9	4	25578.7831	4	
Q9W2S2	Autophagy-related 8a, isoform A	11.57	2	9	1	165157.232	7	
Q9W2U8	Neb-cGP, isoform A	83.33	3	21	3	140356.9748	11	
Q9W2V2	FI20035p1	3.86	3	3	3	15403.4487	2	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	164	11	5793457.55437	116	
Q9W2Y5	YLP motif-containing protein 1	1.06	2	3	1	8489.5615	2	
Q9W2Z7	Uncharacterized protein, isoform B	23.63	8	28	1	76633.13659	11	
Q9W306	GEO08256p1	14.05	2	4	2	30542.35897	4	
Q9W308	GH05731p	27.17	4	9	4	55470.60518	8	
Q9W309	GEO08445p1	29.63	7	11	7	105877.0956	8	
Q9W314	GH14088p	9.57	4	9	4	23512.6857	7	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.06	8	13	8	23015.9073	9	
Q9W330	Phosphotransferase	24.4	11	31	3	618016.71562	29	
Q9W335	Translocon-associated protein subunit alpha	21.19	3	5	3	72872.20569999999	5	
Q9W337	GH19985p	21.56	4	12	4	44926.14186	9	
Q9W350	C11.1, isoform A	2.12	3	3	3	1356.4139	2	
Q9W370	GEO12084p1	44.26	4	19	4	291169.14863	16	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	8.8	5	7	5	27443.6278	5	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	8.15	9	12	9	6447.53391	6	
Q9W392	T-complex protein 1 subunit beta	41.12	18	46	18	394180.8298	38	
Q9W396	FI06908p	12.08	3	5	3	14696.8188	3	
Q9W3B3	Uroporphyrinogen-III synthase	13.0	4	6	4	19180.5084	5	
Q9W3C3	LD10016p	17.41	8	12	8	24591.387889999998	9	
Q9W3C4	beta-N-acetylhexosaminidase	4.34	3	6	3	7364.109700000001	3	
Q9W3F6	Bleomycin hydrolase	12.91	5	9	1	26857.6747	8	
Q9W3G8	pyridoxal 5'-phosphate synthase	16.43	4	7	4	18105.542999999998	4	
Q9W3H4	LD36273p	62.35	12	36	12	254981.16947	33	
Q9W3J1	G protein beta subunit 5	6.7	2	3	2	13208.2453	2	
Q9W3J6	FI06457p	12.29	4	4	4	3048.301	1	
Q9W3K6	LD35927p	5.12	4	6	4	29640.41946	6	
Q9W3K9	Short-chain dehydrogenase/reductase 3	30.31	9	24	9	375985.049	24	
Q9W3L4	GH20802p	12.56	6	12	6	22899.902280000002	6	
Q9W3M7	RNA helicase	9.1	8	19	8	29392.26857	10	
Q9W3M8	LD34211p	32.16	7	17	7	160106.47195	12	
Q9W3N1	RH59310p	7.17	2	3	2	4152.75494	3	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	36483.3868	5	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	37.56	13	35	13	208371.75514	27	
Q9W3Q0	FI07418p	18.35	4	11	3	7207.6046	2	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	7.14	3	5	3	32637.496099999997	5	
Q9W3T2	Coiled-coil domain-containing protein 25	18.66	5	11	5	19487.58146	9	
Q9W3T9	GM01152p	50.42	10	21	10	125889.2567	15	
Q9W3U9	CG14434-PA	36.9	6	15	0	31279.13276	11	
Q9W3V2	FI19713p1	4.82	4	5	4	82273.74250000001	2	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	6.6	2	5	2	2684.4993	1	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	9.59	2	6	2	31805.23144	5	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	58	10	941836.5389500001	47	
Q9W3X8	RH42690p	13.47	5	10	5	4171.25046	5	
Q9W3Y3	Calcyclin-binding protein	27.83	6	12	6	67797.014	10	
Q9W3Z4	GH18625p	2.43	1	3	1	2103.4329	1	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	11	56	11	1395447.68243	47	
Q9W403	LD24968p	11.05	6	14	6	15470.92068	8	
Q9W404	GH10714p	10.34	5	10	4	12661.46232	5	
Q9W411	Uncharacterized protein, isoform A	20.81	3	4	3	7156.3183	2	
Q9W414	Regulatory particle triple-A ATPase 4	47.86	16	41	11	322290.11673999997	32	
Q9W425	Rabconnectin-3A	0.7	3	3	3	5555.067440000001	3	
Q9W457	Serine hydroxymethyltransferase	33.71	20	77	0	873307.49866	61	
Q9W461	LD23868p	10.93	5	10	5	17806.38315	6	
Q9W482	Lin-52, isoform A	19.11	3	3	3	7297.5406	3	
Q9W483	GH18971p	15.83	5	8	5	26530.76163	4	
Q9W486	LD13361p	5.65	3	4	1	9535.5645	4	
Q9W499	Large ribosomal subunit protein uL29	12.2	2	11	2	46436.83963	10	
Q9W4A0	GH11193p	24.87	5	10	5	34452.14095	9	
Q9W4A6	Otopetrin-like a, isoform A	3.6	4	4	1	11328.826930000001	3	
Q9W4C2	lysozyme	18.42	4	5	4	31864.2173	5	
Q9W4I3	Large ribosomal subunit protein uL30m	43.33	8	11	8	35420.38576	9	
Q9W4J7	Uncharacterized protein	11.79	3	5	3	13888.370359999999	4	
Q9W4K0	CHOp24, isoform A	36.06	7	24	7	334475.25085	17	
Q9W4M7	Twenty-four, isoform B	2.46	5	7	3	2919.6151	2	
Q9W4N8	LD30122p	72.86	14	57	1	1116764.9091999999	40	
Q9W4U2	RH09070p	31.33	6	19	6	57089.08549	12	
Q9W4W4	RING-type E3 ubiquitin transferase	6.71	4	5	4	8620.85435	4	
Q9W4W5	RE47284p	13.77	5	10	5	87248.68239999999	10	
Q9W4W8	Paraplegin, isoform A	15.26	14	34	14	77788.99547	25	
Q9W4Y1	aralkylamine N-acetyltransferase	25.88	6	13	6	43575.02295	11	
Q9W4Z1	EG:BACH48C10.5 protein	6.97	9	12	0	9995.09359	5	
Q9W4Z2	Large ribosomal subunit protein uL14m	19.25	4	7	4	2853.78775	3	
Q9W503	RH61816p	23.76	8	17	8	53517.982650000005	12	
Q9W5B4	GH18858p	20.38	6	12	6	259343.8986	7	
Q9W5B5	Gamma-butyrobetaine dioxygenase	9.61	3	3	3	1178.02007	2	
Q9W5E2	EG:115C2.8 protein	5.64	2	3	2	464.61826	1	
Q9W5G7	EG:BACR37P7.8 protein	17.32	5	8	0	15667.136	6	
Q9W5R5	Sarcolemmal membrane-associated protein	6.8	7	9	7	20855.10915	7	
Q9W5W7	GH19483p	6.06	4	6	4	24344.3236	6	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.51	13	44	13	599917.9350800001	42	
Q9W5X0	LD21953p	23.88	5	25	0	24124.464239999998	3	
Q9XTL2	Jak pathway signal transduction adaptor molecule	8.85	7	11	7	46735.3696	9	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	26.3	8	14	8	44851.73648000001	10	
Q9XYZ9	Glutathione S transferase E12, isoform A	80.27	12	52	12	1363099.0156699999	38	
Q9XZ19	Uncharacterized protein	5.14	2	3	2	11882.5116	3	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	30.25	9	22	9	104318.15194	18	
Q9Y0Y5	Coatomer subunit epsilon	27.78	8	17	8	154883.9957	14	
Q9Y112	BcDNA.GH10614	54.75	18	86	16	1484518.3334	71	
Q9Y114	UBX domain-containing protein 4	30.49	22	52	22	178166.32045	41	
Q9Y119	BcDNA.GH08860	18.54	16	35	16	54223.933130000005	18	
Q9Y125	BcDNA.GH08312	25.5	27	141	2	2426692.30902	104	
Q9Y128	Ceramide transfer protein	9.65	6	10	3	8021.8624899999995	5	
Q9Y136	Neprilysin-like 21	7.92	6	11	3	15030.790819999998	6	
Q9Y143	BcDNA.GH05536	50.38	11	64	11	1120977.7322500001	53	
Q9Y156	BcDNA.GH02976	14.84	5	5	5	44057.1467	5	
Q9Y162	vesicle-fusing ATPase	26.02	15	42	15	218805.3617	35	
Q9Y164	BcDNA.GH02439	51.63	16	81	0	3172133.3148499997	67	
Q9Y171	BcDNA.GH02220	4.76	2	5	2	2498.69384	2	
R9PY51	Uncharacterized protein	34.95	5	42	5	2158289.3275	24	
X2J4C1	Synaptotagmin 1, isoform I	51.48	24	139	0	1650676.50395	104	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.58	11	17	0	74217.4538	10	
X2J979	Synaptotagmin 1, isoform H	56.45	24	135	1	34396.8691	5	
X2JAT7	Fasciclin 3, isoform G	16.7	7	28	0	5257.5464	1	
X2JAZ3	mitogen-activated protein kinase kinase	15.52	7	10	1	25964.94101	8	
X2JB48	ADP/ATP translocase	66.22	21	145	1	2063655.21465	104	
X2JCY4	Stoned B, isoform H	11.76	13	30	1	56079.57617	25	
X2JDJ5	Multiple edematous wings, isoform F	4.34	5	8	0	13162.08819	5	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	22.69	9	158	0	5545004.84831	109	
