Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 126, Sample, n/a, SFug_F3	Abundances Count: F8: 126, Sample, n/a, SFug_F3	Modifications
Q9W073	RH22148p	19.41	3	3	3	53492.3903	3	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	25	4	5928277.46237	23	
Q9W078	Cuticular protein 62Bb, isoform A	32.99	4	14	3	1759697.6143	14	
Q9W086	Large ribosomal subunit protein mL46	28.29	9	11	9	388738.04689999996	11	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	7	3	233127.99985	6	
Q9W0A8	FI01658p	25.63	7	26	7	1283132.6115	26	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	28.16	10	25	10	1124882.0204	24	
Q9W0C3	GH11843p	38.78	11	19	11	607084.4749	17	
Q9W0D3	GH15728p	1.29	2	2	2	3820.3912	2	
Q9W0D9	choline-phosphate cytidylyltransferase	11.55	5	6	2	66233.82	1	
Q9W0G4	hydroxymethylbilane synthase	9.05	4	4	4	71454.2106	4	
Q9W0H6	Acetyl-CoA acetyltransferase 2	40.56	12	24	12	975249.1254	21	
Q9W0H8	Reticulocalbin-3	58.66	17	30	6	1347373.00336	26	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	8.62	5	5	5	68722.7253	5	
Q9W0J9	GH07301p	34.47	8	12	7	308742.3497	11	
Q9W0K9	LD10220p	23.21	4	4	4	33473.7383	4	
Q9W0L7	ubiquitinyl hydrolase 1	2.18	3	3	1	18005.1288	2	
Q9W0M4	Endoplasmic reticulum transmembrane protein	29.39	10	14	9	553810.2742999999	14	
Q9W0M5	Protein DPCD	14.41	3	3	3	14346.692200000001	3	
Q9W0N6	LD27967p	9.57	3	3	3	31328.88242	3	
Q9W0P4	GEO05053p1	8.13	1	1	1	37630.465	1	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	18.18	3	5	3	34680.778399999996	4	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	39113.09	1	
Q9W0R0	Cell division cycle 5, isoform A	18.06	13	19	13	303286.45434	19	
Q9W0S6	Large ribosomal subunit protein bL17m	22.73	4	4	4	51443.37456	4	
Q9W0U0	glycerol kinase	3.9	2	2	0	28856.743000000002	2	
Q9W0X0	Scavenger receptor class B member 1	14.7	8	12	0	451580.79540000006	11	
Q9W0X1	GH15894p	6.31	3	3	3	108014.714	3	
Q9W0X2	GEO07322p1	28.1	3	4	3	156817.766	3	
Q9W0X3	LD24657p	22.81	4	4	1	173209.345	4	
Q9W0Z5	LP09747p	22.95	9	13	9	227166.3487	10	
Q9W114	IP05433p	28.33	3	4	3	55518.626449999996	3	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	81.14	13	55	13	6612888.09238	53	
Q9W127	Isochorismatase domain-containing protein 1	34.62	6	19	6	1195286.2774	17	
Q9W136	Uncharacterized protein	19.81	4	18	4	508549.24955	15	
Q9W140	Regulatory protein zeste	3.53	2	3	2	58625.0836	3	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	6.25	4	6	4	34323.1975	4	
Q9W158	LD36772p	14.33	5	7	5	302043.058	6	
Q9W199	GEO07594p1	21.29	4	5	4	316850.326	5	
Q9W1B9	Large ribosomal subunit protein uL11	55.15	9	32	9	5622805.5346	31	
Q9W1C8	LD24355p	19.02	8	8	8	95375.78869999999	7	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	12.04	3	5	3	71227.575	5	
Q9W1F2	FI07217p	5.93	2	3	2	15244.972500000002	3	
Q9W1F7	IP15825p	34.97	12	28	12	2609317.8237	24	
Q9W1F8	GEO08248p1	23.31	4	8	4	511365.206	7	
Q9W1G7	LD21576p	34.32	13	22	13	848170.4623	20	
Q9W1H5	Decapping protein 1, isoform A	22.85	7	11	7	298438.5381	11	
Q9W1H6	GH04238p	13.85	3	9	3	363916.84056000004	9	
Q9W1H8	acetyl-CoA C-acyltransferase	33.48	15	51	15	6278170.1808	45	
Q9W1I8	LD03592p	39.08	9	25	9	511133.08798	18	
Q9W1L1	Large ribosomal subunit protein mL43	27.6	4	6	4	39015.37275	6	
Q9W1L8	GH11818p	2.66	1	1	1	24402.799	1	
Q9W1M9	Exosome complex component RRP4	15.77	5	6	5	64849.96135	6	
Q9W1N3	Levy, isoform A	23.85	3	17	3	2472952.6637	16	
Q9W1N4	Serine-threonine kinase receptor-associated protein	5.79	2	2	2	4925.2676	1	
Q9W1R0	RH49821p	4.13	2	2	2	19361.8	2	
Q9W1R3	Golgin-245	12.09	17	20	17	237973.38508	20	
Q9W1V8	CG9893 protein	39.58	8	16	8	414700.9741	15	
Q9W1W4	RE45066p	18.58	6	11	6	303381.21859999996	10	
Q9W1X5	GH04942p	20.82	28	39	4	1948761.60936	36	
Q9W227	Peptidyl-prolyl cis-trans isomerase	61.46	13	82	13	11559226.4784	72	
Q9W229	40S ribosomal protein S24	31.3	4	17	4	1144922.035	15	
Q9W236	Vacuolar protein sorting 20, isoform A	37.74	8	12	8	289117.8126	12	
Q9W253	Small ribosomal subunit protein mS29	14.8	6	8	6	134438.9037	8	
Q9W254	Quaking related 58E-2, isoform A	22.36	12	25	11	588160.22957	22	
Q9W257	RH13652p	6.99	2	4	2	202518.99599999998	4	
Q9W258	Babos, isoform A	33.67	7	13	7	1162913.659	13	
Q9W259	FI23916p1	8.95	4	5	4	141345.5987	5	
Q9W260	GH03113p	15.4	8	12	8	320973.1141	12	
Q9W287	Cuticle protein 16.5-like	27.19	4	5	4	120177.0334	5	
Q9W289	Golgi matrix protein 130 kD	25.91	18	29	18	285691.8027	24	
Q9W298	Sugar phosphate phosphatase	6.69	3	3	3	23163.5174	3	
Q9W299	Sugar phosphate phosphatase	6.65	3	4	3	91654.0353	4	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	31.82	3	18	3	1289756.6946	18	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	5.25	2	2	2	26243.340500000002	2	
Q9W2J4	UDP-glucuronosyltransferase	5.45	3	3	3	61107.617999999995	3	
Q9W2J5	Uncharacterized protein, isoform A	32.11	11	15	1	318637.37653	15	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	24.09	3	4	3	120993.30549999999	4	
Q9W2L6	RH02475p	33.73	20	58	20	5955506.8586	53	
Q9W2M0	LD23155p	22.1	15	17	15	333445.35404999997	15	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	11	54	11	16001838.5086	50	
Q9W2M9	FI16623p1	14.71	2	2	2	251179.21745	2	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	24.05	2	3	2	2716.9213	2	
Q9W2S2	Autophagy-related 8a, isoform A	15.7	4	5	1	398017.624	5	
Q9W2U8	Neb-cGP, isoform A	45.83	2	21	2	536214.3125	11	
Q9W2V2	FI20035p1	5.6	3	3	3	10427.0901	3	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	103	11	34262485.03481	89	
Q9W2Z7	Uncharacterized protein, isoform B	25.55	9	23	0	538504.2637	19	
Q9W2Z9	RE65233p	4.81	1	2	1	45023.473	2	
Q9W306	GEO08256p1	25.62	3	4	3	13814.2309	3	
Q9W308	GH05731p	16.18	2	5	2	384966.251	5	
Q9W309	GEO08445p1	33.95	7	11	7	641206.22	11	
Q9W314	GH14088p	9.82	4	5	4	120387.5325	5	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.97	8	9	8	161775.27360000001	8	
Q9W330	Phosphotransferase	29.76	15	32	2	3876020.5747	31	
Q9W335	Translocon-associated protein subunit alpha	4.97	1	2	1	86569.35149999999	2	
Q9W337	GH19985p	44.95	7	14	7	824938.6255999999	14	
Q9W370	GEO12084p1	38.52	4	10	4	296180.1847	9	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	3.4	2	2	2	17474.410900000003	2	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	3.98	3	3	3	15987.983	2	
Q9W392	T-complex protein 1 subunit beta	41.5	19	37	19	2073342.2983	35	
Q9W396	FI06908p	14.17	4	7	4	276777.2662	6	
Q9W3B3	Uroporphyrinogen-III synthase	14.08	4	5	4	151588.0846	5	
Q9W3C3	LD10016p	12.94	6	8	6	183776.6709	6	
Q9W3C4	beta-N-acetylhexosaminidase	6.43	4	4	4	45902.873999999996	3	
Q9W3F6	Bleomycin hydrolase	19.26	8	15	1	421517.95246	11	
Q9W3G8	pyridoxal 5'-phosphate synthase	13.62	3	4	3	150719.0264	3	
Q9W3H4	LD36273p	66.8	13	29	13	1456428.9880600001	25	
Q9W3J1	G protein beta subunit 5	20.11	5	9	5	138418.0203	7	
Q9W3J6	FI06457p	8.64	3	4	3	29922.66436	3	
Q9W3K6	LD35927p	4.99	4	5	4	105975.162	4	
Q9W3K9	Short-chain dehydrogenase/reductase 3	32.5	11	26	11	995394.4924999999	23	
Q9W3L4	GH20802p	35.02	10	23	10	1189934.8114	21	
Q9W3M7	RNA helicase	14.07	10	15	9	79989.49642000001	9	
Q9W3M8	LD34211p	47.74	8	17	8	916156.6664	17	
Q9W3N1	RH59310p	7.17	2	2	2	5787.66	1	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	414018.657	8	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	43.41	16	40	16	2824180.17504	37	
Q9W3Q0	FI07418p	23.39	5	14	4	25011.7892	3	
Q9W3Q1	GM14286p	8.84	3	3	3	25781.5309	3	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	26.3	9	13	9	347287.61523	12	
Q9W3S3	LP10445p	15.68	2	3	2	7152.59944	3	
Q9W3T2	Coiled-coil domain-containing protein 25	22.49	5	7	5	136602.40227	6	
Q9W3T9	GM01152p	45.38	9	16	9	823034.7356	16	
Q9W3U9	CG14434-PA	32.62	6	13	0	198124.4191	9	
Q9W3V2	FI19713p1	4.82	4	4	4	23413.172	4	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	8.25	2	3	2	12265.2054	3	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	11.87	3	4	3	69933.65639999999	4	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	60	10	6216185.7516	57	
Q9W3X8	RH42690p	10.73	4	5	4	24912.898	4	
Q9W3Y3	Calcyclin-binding protein	47.83	11	20	11	610451.71013	20	
Q9W3Z4	GH18625p	3.75	1	1	1	3541.0903	1	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	12	55	12	3727534.85756	50	
Q9W403	LD24968p	9.21	5	7	5	65857.9971	7	
Q9W404	GH10714p	31.03	9	12	8	207698.12535	10	
Q9W411	Uncharacterized protein, isoform A	9.4	2	3	2	50991.1954	3	
Q9W414	Regulatory particle triple-A ATPase 4	34.01	13	26	8	1167743.3453	24	
Q9W425	Rabconnectin-3A	1.34	5	5	5	26234.691959999996	4	
Q9W457	Serine hydroxymethyltransferase	36.69	23	69	0	5288958.2148	60	
Q9W461	LD23868p	18.22	7	8	7	120560.9185	8	
Q9W482	Lin-52, isoform A	33.12	4	11	4	133751.957	8	
Q9W483	GH18971p	5.79	2	3	2	58279.361999999994	3	
Q9W486	LD13361p	5.27	3	3	0	46093.276	3	
Q9W499	Large ribosomal subunit protein uL29	17.89	3	6	3	118553.7727	4	
Q9W4A0	GH11193p	19.8	4	5	4	224760.049	5	
Q9W4A6	Otopetrin-like a, isoform A	9.28	7	8	3	127071.1494	8	
Q9W4C2	lysozyme	17.11	3	3	3	64655.6872	3	
Q9W4I3	Large ribosomal subunit protein uL30m	40.56	8	10	8	185507.63666	8	
Q9W4J7	Uncharacterized protein	13.82	4	5	4	30027.1333	4	
Q9W4K0	CHOp24, isoform A	42.79	8	31	8	2352734.7410999998	30	
Q9W4N8	LD30122p	55.76	15	77	0	6688593.86394	70	
Q9W4U2	RH09070p	41.37	8	24	8	1127527.40219	23	
Q9W4W4	RING-type E3 ubiquitin transferase	3.04	2	2	2	11367.938	2	
Q9W4W5	RE47284p	11.15	4	4	4	227884.362	4	
Q9W4W8	Paraplegin, isoform A	18.07	15	21	15	338743.98342	20	
Q9W4Y1	aralkylamine N-acetyltransferase	32.46	7	13	7	549061.7509999999	13	
Q9W4Z1	EG:BACH48C10.5 protein	2.59	2	2	0	18494.438000000002	2	
Q9W4Z2	Large ribosomal subunit protein uL14m	21.74	3	3	3	9991.482	3	
Q9W503	RH61816p	38.61	11	14	11	469391.9148	14	
Q9W5B4	GH18858p	31.97	10	21	10	741070.4719700001	18	
Q9W5B5	Gamma-butyrobetaine dioxygenase	6.4	2	2	2	27720.556	2	
Q9W5E2	EG:115C2.8 protein	7.35	2	3	2	10758.4933	2	
Q9W5G7	EG:BACR37P7.8 protein	7.84	2	5	0	108954.917	5	
Q9W5R5	Sarcolemmal membrane-associated protein	5.8	5	6	5	143582.421	6	
Q9W5W7	GH19483p	2.57	2	3	2	26230.0324	3	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	41.35	12	40	12	5471775.0843	38	
Q9W5X0	LD21953p	26.87	6	25	1	171382.24300000002	4	
Q9XTL2	Jak pathway signal transduction adaptor molecule	9.58	6	10	6	153426.76919999998	9	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	35.29	9	12	9	139605.46347000002	12	
Q9XYZ9	Glutathione S transferase E12, isoform A	40.36	10	52	10	6375252.25083	44	
Q9XZ19	Uncharacterized protein	20.24	5	7	5	146156.0576	6	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	26.23	10	18	10	802170.3732	17	
Q9Y0Y5	Coatomer subunit epsilon	19.28	7	15	7	859544.238	15	
Q9Y112	BcDNA.GH10614	70.25	24	101	21	12082974.7826	98	
Q9Y114	UBX domain-containing protein 4	35.21	22	29	22	446113.2849	23	
Q9Y119	BcDNA.GH08860	23.49	18	22	18	377572.79504	19	
Q9Y125	BcDNA.GH08312	31.27	32	108	2	11850532.73482	92	
Q9Y128	Ceramide transfer protein	5.66	4	4	2	14005.46	2	
Q9Y136	Neprilysin-like 21	8.63	6	7	4	61619.959800000004	7	
Q9Y143	BcDNA.GH05536	50.38	11	45	11	2187410.18667	37	
Q9Y156	BcDNA.GH02976	31.45	9	14	9	253780.85144	13	
Q9Y162	vesicle-fusing ATPase	31.67	18	43	18	2917065.5905	41	
Q9Y164	BcDNA.GH02439	54.35	18	81	0	10010321.74706	78	
Q9Y165	E2 ubiquitin-conjugating enzyme	4.89	2	2	2	2286.0369	1	
Q9Y171	BcDNA.GH02220	4.54	2	4	2	200353.69496	4	
R9PY51	Uncharacterized protein	34.95	6	48	6	4905730.8272	27	
X2J4C1	Synaptotagmin 1, isoform I	47.46	24	115	1	9784267.51526	106	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	5.99	9	12	0	367278.1689	12	
X2J979	Synaptotagmin 1, isoform H	48.2	24	114	1	300940.888	10	
X2JAT7	Fasciclin 3, isoform G	15.08	7	20	1	121337.9073	2	
X2JAZ3	mitogen-activated protein kinase kinase	17.3	7	7	1	232793.68099999998	6	
X2JB48	ADP/ATP translocase	56.86	20	109	1	12757376.08234	101	
X2JCY4	Stoned B, isoform H	21.51	19	33	1	899394.7309	30	
X2JDJ5	Multiple edematous wings, isoform F	6.52	8	9	1	93517.38560000001	7	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	25.63	13	141	0	24264877.2245	111	
X2JEN5	Uncharacterized protein, isoform H	20.96	4	7	1	20256.29	1	
X2JKC1	Lipid storage droplet-2, isoform E	46.87	14	29	0	21858.806	2	
O46043	Poly(ADP-ribose) glycohydrolase	4.98	3	3	3	9185.683	2	
O76932	Serine/threonine-protein phosphatase 4 catalytic subunit	2.28	1	1	0	14852.09	1	
P10674	Fasciclin-1	49.69	30	164	1	2489.9268	1	
P32865	G protein-coupled receptor kinase 1	1.43	1	1	0	4519.051	1	
Q08605	Transcription activator GAGA	1.2	1	1	0	30906.996	1	
Q9V3H8	NTF2-related export protein	10.53	2	2	1	9276.227	1	
Q9V770	Probable cytochrome P450 6a17	4.19	2	2	0	3028.4963	1	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	8.12	3	3	0	90532.99130000001	2	
Q9VK68	PITH domain-containing protein CG6153	12.32	3	3	0	58014.409	2	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	3.46	1	1	1	6982.6035	1	
Q9VVW5	Dual specificity protein phosphatase Mpk3	1.95	1	1	0	5676.148	1	
Q9VWS2	Nucleoporin Nup35	6.95	3	3	3	33121.748	2	
Q9W568	Protein halfway	3.11	1	1	0	1429.4293	1	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	4.61	1	1	1	3969.8792	1	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.38	4	6	0	6542.301	1	
A0A0B4K7U4	Muscleblind, isoform H	5.68	5	8	0	59030.6951	5	
A0A0B4KFE3	Toutatis, isoform F	0.26	1	1	0	1737.4678	1	
A0A0B4KGN2	MICOS complex subunit MIC60	52.14	42	115	1	31572.174	1	
A0ACD4DAB9	Bruchpilot, isoform R	54.49	113	340	0	40511.074	1	
A1Z7M0	Space blanket	2.86	1	1	1	23400.209	1	
A1ZA97	Carboxylic ester hydrolase	3.58	2	2	2	41273.5137	2	
A8JNQ4	RNA-binding Fox protein 1, isoform I	6.41	4	6	0	208677.41	6	
B5RJS0	IP20241p	1.96	2	2	0	376.87823	1	
E1JHJ9	Cytoplasmic linker protein 190, isoform M	34.29	53	96	1	8586.666	1	
E1JIR4	Sodium/potassium-transporting ATPase subunit alpha	46.51	44	150	1	18819.629	2	
E1JJM0	FI20063p1	22.76	13	20	0	498551.07824	18	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	4.83	2	2	0	7952.716	1	
F0JAG6	Alpha-actinin, sarcomeric	57.75	51	192	1	21218.37	1	
M9PEX2	Uncharacterized protein, isoform D	33.89	13	38	1	12413.752	1	
M9PHI0	Hyperkinetic, isoform M	1.69	1	2	0	12972.543000000001	2	
Q0E8R1	FI07211p	34.57	13	35	0	149506.798	2	
Q6NLA3	V-type proton ATPase subunit a	9.15	7	10	0	160110.15	10	
Q7JWH6	RE61424p	5.65	2	2	2	6917.834	1	
Q7JXA2	LOBE	5.52	2	2	2	4248.8193	1	
Q7K1Q7	Ribosome assembly factor mrt4	5.86	2	3	2	156837.583	3	
Q7K1W4	Epoxide hydrolase	1.71	1	1	1	3285.0623	1	
Q7KVW1	RE73736p	2.8	2	2	0	31708.807	2	
Q7PLV6	FI02158p	0.85	1	2	1	4271.8129	2	
Q8I062	GH23305p	83.33	21	152	1	41011.766	1	
Q8I937	Ribosome biogenesis regulatory protein	5.16	2	2	2	32747.4974	2	
Q8IPG9	Basigin, isoform A	48.68	14	69	1	7080.519	1	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	6.59	2	2	0	8977.37884	2	
Q8MPN6	Serpin 4	27.18	9	11	0	16036.832	1	
Q9I7N2	Nucleoporin NUP42	4.02	2	3	0	36077.766	3	
Q9V3T2	Mitochondrial 2-oxodicarboxylate carrier	3.59	1	1	1	2401.0793	1	
Q9VCS2	Short-chain dehydrogenase/reductase 3	9.35	3	3	3	15092.535399999999	3	
Q9VKC1	IP16805p	4.28	1	1	1	19171.05	1	
Q9VM94	Homer, isoform B	49.62	17	57	1	21207.424	1	
Q9VPY2	Phospholipase A2 activator protein, isoform A	1.14	1	1	1	63402.938	1	
Q9VRT7	U6 snRNA-associated Sm-like protein LSm5	46.15	2	4	2	94115.90607	4	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	2.04	1	1	1	66920.266	1	
Q9VTE1	Immediate early response 3-interacting protein 1	26.25	2	2	2	22802.142	2	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	23.16	3	4	3	395826.3284	4	
Q9VTY1	LD40136p	5.69	2	2	2	36427.032400000004	2	
Q9VVU6	Pre-mRNA-processing factor 6	1.29	1	1	1	2856.874	1	
Q9VY48	Large ribosomal subunit protein mL38	7.21	3	3	3	20637.942	2	
Q9W2N5	GH10162p	3.47	2	2	2	54303.4552	2	
Q9W362	La-related protein 7	1.85	1	1	1	439.08618	1	
Q9W525	LD08195p	3.8	2	2	1	27012.445	2	
P0C919	Molybdopterin synthase sulfur carrier subunit	23.33	2	2	2	19310.6342	2	
Q24314	Vacuolar protein sorting-associated protein 18 homolog	0.8	1	1	1	524.77716	1	
Q9XYN7	Proteasome subunit beta type-3	15.12	3	3	3	55242.415	2	
A0A0B4KGW5	Uncharacterized protein, isoform C	19.15	1	2	0	20002.392	2	
A0A0B4LHR2	Uncharacterized protein, isoform F	10.18	6	6	0	12846.625	1	
A0A6M3Q6Z1	Stambha A, isoform F	2.05	2	2	0	36302.411400000005	2	
A8E6R2	Alanine--glyoxylate aminotransferase 2, mitochondrial	3.09	2	2	0	12435.48475	2	
B7YZX9	Uncharacterized protein, isoform B	19.17	3	4	1	73943.0106	4	
E1JJ83	Os-C, isoform B	16.34	2	2	1	4084.64725	2	
M9MRG5	Taiman, isoform F	0.94	2	2	0	31044.870000000003	2	
M9PCB7	Trailer hitch, isoform G	33.75	14	27	0	258948.90073	17	
M9PG97	Female sterile (2) ltoPP43, isoform C	7.63	2	2	0	6496.1714	1	
O46231	FI18705p1	65.94	22	77	1	92781.945	1	
Q6IDE2	GH07226p	2.0	1	1	1	8473.336	1	
Q7JVH0	Splicing factor YJU2	4.8	1	1	1	5200.8716	1	
Q7JVK1	Large ribosomal subunit protein uL18m	11.83	2	2	2	11306.0193	2	
Q7K527	Tetraspanin	4.61	1	1	1	6672.7476	1	
Q7KUV4	Uncharacterized protein, isoform A	16.67	1	1	1	228222.62	1	
Q8IQ80	GH06117p	2.97	2	2	0	125304.81899999999	2	
Q9VCT6	Uncharacterized protein	2.58	1	3	1	71486.7732	3	
Q9VHW5	LD38634p	17.32	2	3	2	23072.3004	3	
Q9VIZ1	Dynactin subunit 6	8.11	1	2	1	68097.531	2	
Q9VJ44	propanoyl-CoA C-acyltransferase	22.36	8	23	1	35171.566	1	
Q9VVG5	RH19679p	14.44	1	3	1	1224445.8604	3	
P09956	Regulatory protein zeste	2.96	2	2	0	3420.5066	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.53	1	1	0	7980.3555	1	
Q7KNS3	Lissencephaly-1 homolog	1.7	1	1	0	11415.524	1	
Q8IN78	Mitochondrial import inner membrane translocase subunit Tim22	3.59	1	1	1	12061.491	1	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	4.55	1	1	0	54217.32	1	
Q9VPR7	UPAR/Ly6 domain-containing protein cold	9.15	1	1	1	16948.871	1	
A0A0B4K838	Guanine nucleotide-binding protein subunit gamma	10.61	1	1	1	34687.312	1	
B7Z0L1	Fasciclin 1, isoform E	50.48	29	163	0	16773553.76149	141	
C1C3E7	MIP09364p	61.25	22	85	1	776.659	1	
E1JH70	Kank, isoform E	2.57	2	2	0	6068.37026	2	
Q7K231	RING-type E3 ubiquitin transferase	3.87	2	3	2	3372.1233	2	
Q7YZ93	Uncharacterized protein, isoform B	4.31	2	2	0	28100.758	1	
Q8IQH6	Nebulosa, isoform A	2.76	1	1	0	4444.2646	1	
Q8IRM1	Uncharacterized protein, isoform E	20.86	4	7	1	362.55292	1	
Q9VBS0	CHK domain ov2	4.89	2	2	2	31040.879	2	
Q9VCH9	LD07883p	8.66	2	2	2	38056.379499999995	2	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	11112.063199999999	2	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	11.56	2	2	2	44981.2759	2	
Q9VID7	Lethal (2) k14505, isoform A	2.87	1	1	1	10967.265	1	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	4	2	114678.0917	4	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	2	1	165462.88	2	
Q9VMY3	FI19613p1	1.5	1	1	1	8271.212	1	
Q9VND4	Vacuolar ATPase assembly protein VMA22	14.84	2	2	2	8637.8444	2	
Q9VS80	FI17864p1	2.34	1	1	1	4184.9126	1	
Q9VWE8	Actin-related protein 10, isoform A	2.12	1	1	1	3010.8901	1	
Q9VZ69	IGF-II mRNA-binding protein	21.38	12	17	0	15983.783	1	
Q9VZF0	LD44732p	7.73	2	2	2	13616.082900000001	2	
Q9VZX7	Autophagy-related protein 2	0.58	1	1	1	2504.4548	1	
Q9VFR1	Protein Abitram	14.95	2	2	2	3016.9197	2	
A0A0B4K6A2	Glial cell line-derived neurotrophic family receptor-like, isoform I	0.6	1	1	0	17675.861	1	
A0A0B4K6E6	Uncharacterized protein, isoform C	13.21	1	4	0	1210573.9213999999	4	
A0A0B4KFS3	Thiamine pyrophosphokinase 1	4.73	1	1	0	50390.305	1	
A0A0B4KHR2	BRCA1-associated protein	1.61	1	1	0	4756.3506	1	
A0A6F7R657	Widerborst, isoform H	19.04	13	26	1	3709.9658	1	
D1YSG8	calcium/calmodulin-dependent protein kinase	38.61	21	43	1	161141.5941	5	
M9PCQ3	Protein phosphatase 1 regulatory subunit 12B	14.31	15	17	0	7363.9751	2	
M9PG37	Cytoplasmic linker protein 190, isoform R	30.92	49	88	1	11750.001	1	
Q0KHQ1	GEO13361p1	24.44	2	2	2	84757.8272	2	
Q4QPR8	GEO10187p1	9.76	1	2	1	66738.564	2	
Q7KB18	Epoxide hydrolase	11.45	3	3	2	14683.348000000002	2	
Q8IPL4	Lethal (2) 05714, isoform B	6.64	2	3	0	29479.4704	3	
Q9V415	HMG-coA reductase degradation 3, isoform A	1.95	2	2	2	10214.7046	2	
Q9VV37	GEO13385p1	10.1	1	6	1	105363.226	3	
Q9VVX6	BET1 homolog	9.4	1	1	1	39024.59	1	
Q9W152	RH33060p	16.9	1	1	1	2076.4993	1	
P48613	Protein tipE	3.98	2	2	2	11186.5703	2	
Q9VGW1	Cadherin-86C	1.24	2	2	0	7192.9861599999995	2	
Q9VSC1	Signal recognition particle 9 kDa protein	10.39	1	3	1	165334.6355	3	
A0A0B4K7H1	Hulk, isoform M	11.15	12	21	0	15207.189	1	
E1JGW3	Ion transport peptide, isoform E	8.33	1	4	0	221425.8428	4	
O76895	Arginase	7.69	2	2	2	6646.3479	2	
Q8SYL1	Glutamate-rich WD repeat-containing protein 1	5.48	2	2	2	53886.899999999994	2	
Q9VAI3	FI06539p	10.08	1	1	1	9085.602	1	
Q9VB09	IP04131p	12.1	2	2	2	46276.897	2	
Q9VHN8	LD37279p	3.43	1	1	1	496.66827	1	
Q9VV18	Cuticle protein 16.5	8.24	1	2	1	140932.78	2	
Q9VZN6	Lipase domain-containing protein	4.36	1	2	1	35504.122	2	
Q9W1X6	GH06673p	8.33	2	2	2	29858.891000000003	2	
Q9W5E7	LP07417p	11.4	1	2	1	11753.66	2	
Q9VMP9	Glucosamine-6-phosphate deaminase	10.99	3	4	0	46852.706099999996	4	
A0A0B4KGZ0	Methyl-CpG binding domain protein-like, isoform C	2.65	1	1	0	2022.6185	1	
A1ZAU6	FI05912p	1.83	1	1	0	1901.3667	1	
Q0KI97	Protein FMC1 homolog	15.84	2	3	2	123709.004	3	
Q7K3Z8	GH01208p	2.35	1	2	1	17041.477	2	
Q9VAN8	FI15955p1	6.46	1	1	1	12452.819	1	
Q9VLL4	FI23523p1	4.52	2	2	2	10598.77	2	
Q9VP66	Uncharacterized protein, isoform L	12.13	5	5	1	10936.286	1	
Q9VT55	Uncharacterized protein, isoform N	6.42	8	12	0	30184.262600000002	4	
