Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 130C, Sample, n/a, ctrl_pool_1	Abundance: F5: 131, Sample, n/a, ctrl_pool_2	Modifications
Q9W077	Cuticular protein 62Bc, isoform A	26.11	3	20	3	1141154.354	1366248.4302	
Q9W078	Cuticular protein 62Bb, isoform A	35.05	4	11	3	440201.19100000005	574606.967	
Q9W086	Large ribosomal subunit protein mL46	23.64	6	8	6	110068.29139999999	123863.1953	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	6	3	128822.90049999999	163998.569	
Q9W095	glycerol kinase	2.6	2	2	2	6422.303	5315.534	
Q9W0A8	FI01658p	14.08	4	10	4	549737.846	608803.8385	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	31.33	10	18	10	619227.3939	671452.36394	
Q9W0C3	GH11843p	46.94	12	16	12	237852.4029	172413.52554	
Q9W0D3	GH15728p	1.09	2	2	2	12972.858	16801.516	
Q9W0D9	choline-phosphate cytidylyltransferase	7.61	3	5	1	43072.383	54616.28	
Q9W0H6	Acetyl-CoA acetyltransferase 2	31.12	9	14	9	207191.76196	274488.025	
Q9W0H8	Reticulocalbin-3	37.39	12	19	6	615429.9592	743324.451	
Q9W0J9	GH07301p	33.85	8	16	8	313299.1361	373804.62710000004	
Q9W0K9	LD10220p	11.61	2	3	2	12665.5	13078.6793	
Q9W0M4	Endoplasmic reticulum transmembrane protein	25.88	6	13	5	176959.006	194930.8663	
Q9W0M5	Protein DPCD	9.91	2	2	2	4495.3531	6122.3921	
Q9W0N6	LD27967p	9.57	3	3	3	23127.3621	20366.0894	
Q9W0P4	GEO05053p1	15.45	3	3	3	43038.64136	55425.2784	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	10.23	2	2	2	52365.923	75072.302	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.31	1	1	1	13472.535	20014.705	
Q9W0R0	Cell division cycle 5, isoform A	10.44	8	9	8	128542.51026	126109.1263	
Q9W0U0	glycerol kinase	5.39	2	3	1	63149.365	72754.522	
Q9W0X0	Scavenger receptor class B member 1	8.89	5	7	0	101205.248	138014.2456	
Q9W0X1	GH15894p	5.72	3	3	3	39348.80100000001	47775.448000000004	
Q9W0X2	GEO07322p1	33.88	4	5	4	107041.8337	125540.85224	
Q9W0X3	LD24657p	12.55	3	6	1	154351.674	192400.754	
Q9W0Z5	LP09747p	10.07	5	12	5	273483.0164	306339.1702	
Q9W114	IP05433p	22.5	2	3	2	20410.25167	27552.57475	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	63.43	9	41	9	1226777.7791	1529866.3519	
Q9W127	Isochorismatase domain-containing protein 1	34.62	6	12	6	395564.16099999996	445532.695	
Q9W136	Uncharacterized protein	33.82	6	17	6	259685.2212	291597.0623	
Q9W140	Regulatory protein zeste	14.35	5	7	5	43726.1825	52182.3052	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	6.36	4	4	4	32504.0383	41270.0969	
Q9W149	RING-type E3 ubiquitin transferase	1.96	2	2	2	8587.6855	7463.3936	
Q9W158	LD36772p	6.51	2	3	2	117573.087	144303.751	
Q9W199	GEO07594p1	10.97	2	3	2	116886.73000000001	159980.435	
Q9W1B9	Large ribosomal subunit protein uL11	24.24	5	19	5	1335740.6586	2310910.1776	
Q9W1C8	LD24355p	20.11	8	10	8	110115.2881	139593.871	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	10.47	2	3	2	20464.7823	26599.432999999997	
Q9W1F2	FI07217p	5.93	2	2	2	6836.851	6162.2183	
Q9W1F7	IP15825p	26.5	11	33	11	1030426.51651	1239631.3776	
Q9W1F8	GEO08248p1	23.31	4	8	4	237213.514	282477.57	
Q9W1G7	LD21576p	31.62	10	17	10	722565.8132	859228.8689	
Q9W1H5	Decapping protein 1, isoform A	18.82	6	9	6	221781.99987	238405.0809	
Q9W1H6	GH04238p	13.85	3	7	3	49626.479199999994	66924.893	
Q9W1H8	acetyl-CoA C-acyltransferase	36.89	17	44	17	1379604.6252000001	1689668.42691	
Q9W1I8	LD03592p	36.97	8	15	8	312382.2286	353329.20923000004	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	3	4	3	33381.5237	33190.6322	
Q9W1L8	GH11818p	5.92	2	2	2	4541.9688	7023.6562	
Q9W1M9	Exosome complex component RRP4	20.47	5	5	5	23257.4	22833.056	
Q9W1N3	Levy, isoform A	32.11	4	16	4	2146670.6336	2743466.5312	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	10711.603	15555.87	
Q9W1R0	RH49821p	4.13	2	2	2	21605.659	24993.334000000003	
Q9W1R3	Golgin-245	5.17	7	8	7	159059.2259	166813.0785	
Q9W1V8	CG9893 protein	27.6	5	7	5	66571.46399999999	73199.74517	
Q9W1W4	RE45066p	15.81	5	7	5	180120.018	218154.1737	
Q9W1X5	GH04942p	16.93	24	31	4	572376.4216	625048.58745	
Q9W227	Peptidyl-prolyl cis-trans isomerase	63.9	12	62	12	4414036.3647	5275937.7704	
Q9W229	40S ribosomal protein S24	37.4	5	7	5	413621.76999999996	424263.1495	
Q9W236	Vacuolar protein sorting 20, isoform A	19.34	6	8	6	289918.1119	319551.51330000005	
Q9W253	Small ribosomal subunit protein mS29	11.48	4	5	4	33891.0266	37507.2674	
Q9W254	Quaking related 58E-2, isoform A	28.12	13	21	12	415689.6638	427577.0442	
Q9W257	RH13652p	6.99	2	3	2	111867.58600000001	110824.656	
Q9W258	Babos, isoform A	30.1	6	17	6	605719.3171	713146.6443	
Q9W259	FI23916p1	18.69	7	10	7	101985.4381	116454.0649	
Q9W260	GH03113p	12.2	7	13	7	150950.5844	162222.0084	
Q9W287	Cuticle protein 16.5-like	15.21	2	2	2	6751.1697	7226.7512	
Q9W289	Golgi matrix protein 130 kD	25.53	17	22	17	257613.6019	282728.93426	
Q9W298	Sugar phosphate phosphatase	6.69	3	3	3	8632.5926	9842.7051	
Q9W299	Sugar phosphate phosphatase	3.9	2	2	2	37105.883	40949.792	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	40.0	4	25	4	1723065.5322999998	1965506.4616	
Q9W2J4	UDP-glucuronosyltransferase	4.14	2	2	2	100014.236	118248.076	
Q9W2J5	Uncharacterized protein, isoform A	20.87	8	12	0	134735.07968	161286.73193	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	22.63	3	3	3	59479.28	76626.7	
Q9W2L6	RH02475p	36.23	21	49	21	2034839.8550500001	1481481.1309	
Q9W2M0	LD23155p	16.85	11	18	11	346758.9644	396432.9354	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	10	44	10	4327302.0137	5013092.2135	
Q9W2M9	FI16623p1	14.71	2	3	2	51962.82399999999	79049.372	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	13.92	1	3	1	52588.095	66298.895	
Q9W2S2	Autophagy-related 8a, isoform A	17.36	3	7	1	410316.9965	393922.77499999997	
Q9W2U8	Neb-cGP, isoform A	20.83	1	9	1	291068.382	378683.44999999995	
Q9W2V2	FI20035p1	10.07	5	5	5	78997.24590000001	36076.4499	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	109	11	16930473.2428	22069879.62147	
Q9W2Z7	Uncharacterized protein, isoform B	15.93	6	22	0	203982.8771	219497.25185	
Q9W2Z9	RE65233p	8.65	2	2	2	30697.474000000002	47321.564	
Q9W306	GEO08256p1	14.05	2	2	2	48568.210999999996	55647.713	
Q9W308	GH05731p	16.18	2	3	2	56562.686	71658.185	
Q9W309	GEO08445p1	38.27	7	10	7	382495.294	344821.529	
Q9W314	GH14088p	9.07	4	4	3	57280.961800000005	73248.7206	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	14.85	10	10	10	104735.6857	121102.1991	
Q9W330	Phosphotransferase	44.18	19	34	3	907017.197	1066462.29914	
Q9W335	Translocon-associated protein subunit alpha	20.2	3	3	3	65597.38399999999	68830.5365	
Q9W337	GH19985p	44.5	8	13	8	227045.58564	291907.547	
Q9W350	C11.1, isoform A	1.55	2	2	2	2404.8586	4312.086	
Q9W370	GEO12084p1	38.52	4	8	4	158948.66744	158823.6677	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	1.4	1	1	1	3913.5427	4233.8438	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	0.87	1	1	1	2883.778	4931.6987	
Q9W392	T-complex protein 1 subunit beta	31.96	16	29	16	597680.7294	748085.0892	
Q9W396	FI06908p	17.5	6	7	6	202645.022	248527.69	
Q9W3B3	Uroporphyrinogen-III synthase	6.86	2	2	2	13644.95	16581.2644	
Q9W3C3	LD10016p	19.53	9	11	9	274176.30689999997	329378.981	
Q9W3C4	beta-N-acetylhexosaminidase	8.36	5	5	5	59842.53516	62580.08404	
Q9W3F6	Bleomycin hydrolase	17.01	7	8	1	88347.32519999999	102368.3769	
Q9W3G8	pyridoxal 5'-phosphate synthase	15.02	3	3	3	46115.1964	51929.7293	
Q9W3H4	LD36273p	52.23	11	23	11	663454.40218	862707.49577	
Q9W3J1	G protein beta subunit 5	19.27	5	5	5	60103.884900000005	80825.7734	
Q9W3J6	FI06457p	2.33	1	1	1	5073.2676	9010.203	
Q9W3K6	LD35927p	4.62	4	5	3	134485.61419999998	149649.974	
Q9W3K9	Short-chain dehydrogenase/reductase 3	26.25	9	16	9	760395.24875	863207.9207	
Q9W3L4	GH20802p	20.29	8	14	8	472586.49552	609122.5708	
Q9W3M7	RNA helicase	13.12	12	14	11	73135.82703	84509.79003999999	
Q9W3M8	LD34211p	38.19	8	9	8	254333.72209999998	272652.68477	
Q9W3N1	RH59310p	3.12	1	1	1	24975.28	33499.082	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	35.71	2	6	2	334767.037	164701.27	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	42.44	14	33	14	1356322.8973	1671940.46	
Q9W3Q0	FI07418p	10.09	2	5	1	2450.8645	4477.149	
Q9W3Q1	GM14286p	5.68	2	2	2	4495.754	5565.142	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	21.43	6	10	6	225217.9127	252655.0696	
Q9W3S3	LP10445p	16.22	2	3	2	2622.6814	4768.8022	
Q9W3T2	Coiled-coil domain-containing protein 25	23.92	7	8	7	188825.4465	189204.8664	
Q9W3T9	GM01152p	31.93	8	17	8	445775.2768	519346.8728	
Q9W3U9	CG14434-PA	26.74	5	6	0	143224.46015	192543.6355	
Q9W3V2	FI19713p1	1.82	2	2	2	2823.189	857.8021	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	10.89	3	4	3	13670.38203	17440.281	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	17.81	4	5	4	151802.57	209607.50900000002	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	57.71	11	52	11	4781674.8819	5322105.8911	
Q9W3X8	RH42690p	11.42	4	5	4	20201.759899999997	24960.305800000002	
Q9W3Y3	Calcyclin-binding protein	39.13	9	14	9	246923.1366	312036.1808	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	55.19	10	61	10	2405338.89372	2685352.32725	
Q9W403	LD24968p	14.47	6	7	6	49442.438200000004	59130.509	
Q9W404	GH10714p	17.98	6	8	5	49435.6547	53313.4762	
Q9W411	Uncharacterized protein, isoform A	4.7	1	2	1	19962.288	20854.809	
Q9W414	Regulatory particle triple-A ATPase 4	44.33	18	28	13	541462.96826	687858.48496	
Q9W425	Rabconnectin-3A	0.99	3	3	3	21366.4512	26501.1954	
Q9W457	Serine hydroxymethyltransferase	33.15	22	60	0	2124328.14113	2538294.94693	
Q9W461	LD23868p	11.54	6	8	6	83231.57979999999	99478.62324	
Q9W483	GH18971p	8.49	3	6	3	33613.5254	45005.165	
Q9W486	LD13361p	3.58	2	2	0	10346.70656	11976.3089	
Q9W499	Large ribosomal subunit protein uL29	11.38	2	5	2	648508.9497	627803.305	
Q9W4A0	GH11193p	31.98	6	10	6	201744.66090000002	268630.457	
Q9W4A6	Otopetrin-like a, isoform A	4.8	4	4	1	45036.881199999996	38270.39216	
Q9W4C2	lysozyme	11.84	2	3	2	67854.291	88238.409	
Q9W4I3	Large ribosomal subunit protein uL30m	35.56	8	8	8	147628.1738	169613.3878	
Q9W4J7	Uncharacterized protein	3.66	1	1	1	8049.075	12069.034	
Q9W4K0	CHOp24, isoform A	42.79	8	22	8	536779.618	644280.88008	
Q9W4M7	Twenty-four, isoform B	1.2	2	2	1	4031.05746	2624.6429	
Q9W4N8	LD30122p	50.93	10	48	0	3307354.7239	3901127.3009	
Q9W4U2	RH09070p	45.38	8	22	8	792710.7135000001	961488.8967	
Q9W4W4	RING-type E3 ubiquitin transferase	1.44	1	1	1	8429.005	9201.127	
Q9W4W5	RE47284p	13.77	5	6	5	124008.58929999999	138332.2106	
Q9W4W8	Paraplegin, isoform A	15.26	12	16	12	145827.05336000002	184961.33389	
Q9W4Y1	aralkylamine N-acetyltransferase	26.32	6	10	6	185050.4039	247919.5843	
Q9W4Z1	EG:BACH48C10.5 protein	3.08	3	3	0	5523.17896	7750.7567	
Q9W4Z2	Large ribosomal subunit protein uL14m	25.47	5	5	5	70823.1959	89321.4454	
Q9W503	RH61816p	35.31	10	15	10	421538.3114	478529.225	
Q9W5B4	GH18858p	27.59	8	18	8	191063.84523	238701.86933000002	
Q9W5B5	Gamma-butyrobetaine dioxygenase	2.46	1	1	1	13456.966	15145.958	
Q9W5G7	EG:BACR37P7.8 protein	4.25	1	2	0	37570.6577	44943.618	
Q9W5R5	Sarcolemmal membrane-associated protein	4.12	4	4	4	34837.648199999996	42844.3284	
Q9W5W7	GH19483p	5.32	3	3	3	24072.352069999997	31923.6947	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.83	13	26	13	942715.9614500001	1058154.7889	
Q9W5X0	LD21953p	19.4	4	21	0	95001.61799999999	100485.307	
Q9XTL2	Jak pathway signal transduction adaptor molecule	13.79	9	11	9	185190.7538	243890.7576	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	22.49	6	7	6	121323.3386	115240.8286	
Q9XYZ9	Glutathione S transferase E12, isoform A	59.64	11	56	11	9456018.427339999	9768294.17973	
Q9XZ19	Uncharacterized protein	13.29	4	6	4	93624.6141	123462.2231	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	38.58	12	21	12	436720.0566	551027.0705	
Q9Y0Y5	Coatomer subunit epsilon	29.41	9	16	9	367750.3211	383674.74443	
Q9Y112	BcDNA.GH10614	74.68	22	78	20	3151194.05286	3494473.18932	
Q9Y114	UBX domain-containing protein 4	32.77	19	32	19	579999.69528	625849.87295	
Q9Y119	BcDNA.GH08860	19.65	16	22	16	869472.20885	796093.4696	
Q9Y125	BcDNA.GH08312	23.19	22	81	2	6222153.5009	7019568.60222	
Q9Y128	Ceramide transfer protein	6.16	4	5	2	55403.2692	61284.9111	
Q9Y136	Neprilysin-like 21	9.9	6	6	5	33685.62035	35495.4345	
Q9Y143	BcDNA.GH05536	50.38	10	42	10	1892589.5492	2295383.5332	
Q9Y156	BcDNA.GH02976	10.39	3	4	3	25043.939	31084.726199999997	
Q9Y162	vesicle-fusing ATPase	36.88	21	44	21	1628134.128	1775031.2093	
Q9Y164	BcDNA.GH02439	56.52	18	85	0	2941638.30769	3085335.4927	
Q9Y165	E2 ubiquitin-conjugating enzyme	6.31	2	2	2	6399.759	6809.3306	
Q9Y171	BcDNA.GH02220	10.2	4	6	4	40672.7399	40473.0564	
R9PY51	Uncharacterized protein	34.95	5	71	5	1391249.13957	1844967.93416	
X2J4C1	Synaptotagmin 1, isoform I	63.35	27	89	1	7259816.86766	8079213.6327	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.13	8	8	1	100452.03050000001	90152.32728	
X2J979	Synaptotagmin 1, isoform H	64.06	28	90	1	185207.12600000002	300660.069	
X2JAT7	Fasciclin 3, isoform G	15.26	7	20	1	38652.966	66639.136	
X2JAZ3	mitogen-activated protein kinase kinase	5.85	3	5	0	43391.4684	49806.2281	
X2JB48	ADP/ATP translocase	67.56	22	106	1	12095669.16814	12613325.2245	
X2JCY4	Stoned B, isoform H	15.39	15	23	0	283675.34678	324767.0904	
X2JDJ5	Multiple edematous wings, isoform F	2.09	2	2	0	16111.0607	20319.763	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	21.85	11	91	0	7152898.963	8586056.6736	
X2JEN5	Uncharacterized protein, isoform H	20.36	4	6	2	26985.715	34414.505000000005	
X2JKC1	Lipid storage droplet-2, isoform E	43.58	12	36	0	25222.868	25984.2116	
P10674	Fasciclin-1	51.07	33	127	1	6241.5796	4600.8057	
P32865	G protein-coupled receptor kinase 1	1.0	1	1	0	3276.672	3385.4583	
Q08605	Transcription activator GAGA	2.24	1	1	0	14608.25	16766.389	
Q9V3H8	NTF2-related export protein	5.26	1	1	0	7188.96	7419.077	
Q9V770	Probable cytochrome P450 6a17	4.99	3	4	0	14662.721000000001	19076.869	
Q9VE09	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	4.13	2	2	2	6460.536	7312.102	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	4.06	1	1	0	33381.81	30357.71	
Q9VK68	PITH domain-containing protein CG6153	3.79	1	1	0	8515.983	10582.795	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	3.46	1	1	1	2649.3608	2169.8247	
Q9VVW5	Dual specificity protein phosphatase Mpk3	6.57	3	3	0	16923.0227	20143.808	
Q9VWS2	Nucleoporin Nup35	2.11	1	1	1	8217.77	8032.4746	
Q9W568	Protein halfway	3.11	1	1	0	916.4142	1741.5452	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	4.61	1	1	0	1944.7638	2398.3252	
Q9Y0Y6	Nuclear receptor-binding protein homolog	1.73	1	1	0	420.18924	545.3489	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.38	4	9	0	39570.7123	40651.7702	
A0A0B4K7U4	Muscleblind, isoform H	2.0	2	2	0	32497.722999999998	29344.261000000002	
A0A0B4KEZ2	Nervy, isoform D	2.77	2	2	0	7103.848	6099.5317	
A0A0B4KFE3	Toutatis, isoform F	0.26	1	1	0	6416.6963	7265.8975	
A0A0S0WPM5	Uncharacterized protein, isoform D	6.85	2	2	0	8740.9925	8714.6386	
A0ACD4DAB9	Bruchpilot, isoform R	53.14	99	280	0	114675.727	150430.66999999998	
A1Z7M0	Space blanket	5.71	1	1	1	13523.254	8452.364	
A1ZA97	Carboxylic ester hydrolase	1.79	1	1	1	392.4795	0.0	
A8JNQ4	RNA-binding Fox protein 1, isoform I	5.65	4	4	0	46988.815	51148.87	
B5RJS0	IP20241p	0.73	1	1	0	818.33575	1717.5917	
E1JHJ9	Cytoplasmic linker protein 190, isoform M	31.18	45	75	1	12293.0434	20273.8855	
E1JJM0	FI20063p1	16.38	9	12	0	115373.09305	126545.3701	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	3.22	1	1	1	5357.333	8515.046	
M9PEX2	Uncharacterized protein, isoform D	24.63	12	25	1	14670.299	17870.695	
M9PHI0	Hyperkinetic, isoform M	7.78	5	5	1	94614.69384	85153.18375	
Q0E9D9	Uncharacterized protein, isoform A	23.19	13	25	1	17319.594	25706.014	
Q5U0V7	phosphoinositide 5-phosphatase	0.66	1	1	1	3599.787	4889.432	
Q6NLA3	V-type proton ATPase subunit a	7.39	5	8	0	193808.06530000002	279049.223	
Q7K1Q7	Ribosome assembly factor mrt4	9.77	3	3	3	106956.379	126034.205	
Q7K1W4	Epoxide hydrolase	2.35	1	1	1	0.0	380.18024	
Q7PLV6	FI02158p	0.85	1	1	1	1741.4819	1797.8739	
Q8I937	Ribosome biogenesis regulatory protein	7.45	3	3	3	43735.9425	43795.978	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	6.96	2	2	1	798.00494	396.61923	
Q8MPN6	Serpin 4	17.68	6	7	0	2348.151	3530.288	
Q9I7N2	Nucleoporin NUP42	2.01	1	1	0	7597.9688	10558.966	
Q9VCS2	Short-chain dehydrogenase/reductase 3	7.17	2	2	2	12835.045	19266.518	
Q9VG79	Xaa-Pro dipeptidase	3.26	2	2	2	26799.232	25110.7	
Q9VHX1	LD44032p	4.04	1	1	1	3041.1465	3421.9111	
Q9VKC1	IP16805p	3.89	1	1	1	7019.99	9717.33	
Q9VM94	Homer, isoform B	43.32	14	33	1	5852.0522	5785.9126	
Q9VRT7	U6 snRNA-associated Sm-like protein LSm5	46.15	2	3	2	11314.7041	15100.0615	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	3.85	2	2	2	29627.291	6082.2734	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	14.74	2	3	2	119858.33799999999	127491.8015	
Q9VTY1	LD40136p	2.4	1	2	1	20810.5	20331.936	
Q9VYI2	BRMS1 transcriptional repressor	3.09	1	1	1	4973.3447	5887.769	
Q9W2N5	GH10162p	3.47	2	2	2	906.5418	1976.57	
Q9W362	La-related protein 7	1.85	1	1	1	3492.4873	5660.948	
Q9W525	LD08195p	2.32	1	1	0	10480.782	13061.754	
Q9XYN7	Proteasome subunit beta type-3	4.88	1	1	1	18857.98	21530.584	
A0A6M3Q6Z1	Stambha A, isoform F	1.56	1	1	0	18950.16	4193.323	
B7YZX9	Uncharacterized protein, isoform B	17.62	3	5	0	59243.033599999995	69499.136	
E1JJ83	Os-C, isoform B	7.19	1	1	0	505.19974	0.0	
M9PCB7	Trailer hitch, isoform G	21.93	10	18	0	177024.92596	200767.60323	
Q7JVH0	Splicing factor YJU2	4.8	1	1	1	12371.789	14320.335	
Q7JVK1	Large ribosomal subunit protein uL18m	11.83	2	2	2	7792.818	9207.923	
Q86BB4	Transforming acidic coiled-coil protein, isoform E	39.18	10	10	1	5502.2505	7157.936	
Q8IQ80	GH06117p	3.39	2	2	0	7439.7285999999995	6410.5465	
Q9VHW5	LD38634p	4.76	1	1	1	1534.3397	2356.1123	
Q9VIZ1	Dynactin subunit 6	8.11	1	2	1	25044.3307	28291.8555	
Q9VJG2	RRM domain-containing protein	1.84	1	1	1	7822.8384	9904.112	
Q9W5C1	RE02292p	1.55	1	1	1	679.2738	987.0056	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.53	1	1	0	6749.2593	6151.655	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	10.1	1	2	0	7256.866	4368.522	
A0A0B4K838	Guanine nucleotide-binding protein subunit gamma	10.61	1	1	1	17005.46	19072.85	
B7Z0L1	Fasciclin 1, isoform E	51.92	32	126	0	6003081.27384	6722926.94597	
E1JH70	Kank, isoform E	1.28	1	1	0	7098.798	6305.794	
M9NFP1	Jim, isoform E	0.85	1	1	0	9395.523	11594.375	
Q7K231	RING-type E3 ubiquitin transferase	3.87	2	2	2	5038.7407	4824.6821	
Q7KN85	ATP-citrate synthase	10.79	9	11	1	4695.0464	3424.7688	
Q8IQH6	Nebulosa, isoform A	4.88	2	2	0	14676.82843	18148.5646	
Q9VBS0	CHK domain ov2	2.2	1	1	1	2571.9673	5486.7637	
Q9VCH9	LD07883p	4.72	1	1	1	4154.4487	4362.0137	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	18066.24246	13579.6276	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	11.56	2	2	2	10180.11062	10290.530439999999	
Q9VID7	Lethal (2) k14505, isoform A	2.51	1	1	1	15182.041	15731.266	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	3	2	79278.08	81637.535	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	1	1	9968.386	10878.737	
Q9VMY3	FI19613p1	1.5	1	1	1	7184.9185	10577.384	
Q9VS80	FI17864p1	2.6	1	2	1	4214.5796	5721.46	
Q9VZF0	LD44732p	3.61	1	1	1	8224.448	7311.0547	
Q9VZX7	Autophagy-related protein 2	1.05	2	4	2	35420.727	38771.905	
Q9W249	IP21806p	2.24	1	1	1	2121.6682	1834.7886	
A0A0B4K6A2	Glial cell line-derived neurotrophic family receptor-like, isoform I	0.6	1	1	0	10896.417	15172.452	
A0A0B4K6E6	Uncharacterized protein, isoform C	13.21	1	3	0	53190.132	56574.463	
A0A0B4KFS3	Thiamine pyrophosphokinase 1	3.64	1	1	0	24973.44	28412.049	
D1YSG8	calcium/calmodulin-dependent protein kinase	33.15	19	42	1	87996.0954	132461.2615	
M9PCQ3	Protein phosphatase 1 regulatory subunit 12B	6.66	7	7	0	14185.537	11029.6875	
Q0KHQ1	GEO13361p1	11.11	1	1	1	1375.2002	0.0	
Q4QPR8	GEO10187p1	19.51	2	2	2	34575.823000000004	38170.29	
Q7KV89	Mitogen-activated protein kinase kinase kinase kinase	0.64	1	3	0	89057.33	109170.004	
Q9V415	HMG-coA reductase degradation 3, isoform A	1.1	1	1	1	2219.2446	2570.7397	
Q9VEV5	Small ribosomal subunit protein mS33	6.19	1	1	1	15836.466	20274.27	
Q9VLL5	Alpha-N-acetylglucosaminidase	0.9	1	1	1	2343.727	2545.524	
Q9VV37	GEO13385p1	10.1	1	5	1	18132.477	18044.277000000002	
Q9VVX6	BET1 homolog	16.24	2	2	2	75220.054	96299.453	
Q9VWH1	Uncharacterized protein, isoform D	4.94	1	1	0	13412.175	12444.43	
Q9W152	RH33060p	16.9	1	1	1	5903.1484	7810.4766	
A0A0B4K7H1	Hulk, isoform M	7.71	7	9	0	12312.7887	16462.9943	
E1JGW3	Ion transport peptide, isoform E	8.33	1	2	0	45778.945	56325.534	
M9PDY5	Girdin, isoform C	0.94	1	1	0	5815.403	6142.3237	
Q9VAI3	FI06539p	10.08	1	2	1	18633.838000000003	25325.790999999997	
Q9VB09	IP04131p	5.73	1	1	1	27231.164	29620.379	
Q9VV18	Cuticle protein 16.5	8.24	1	3	1	73932.6074	81378.4662	
Q9W5E7	LP07417p	11.4	1	1	1	3872.546	3743.2502	
P17917	DNA sliding clamp PCNA	2.69	1	1	1	6502.7476	7849.537	
Q9VMP9	Glucosamine-6-phosphate deaminase	15.02	5	7	0	202297.96910000002	235030.239	
A0A0B4KGZ0	Methyl-CpG binding domain protein-like, isoform C	2.65	1	1	0	5095.562	5541.1514	
A0A0B4KHA7	Julius seizure, isoform D	18.01	5	8	0	17005.7674	16480.1086	
A0A0C4DHE7	Glutamate dehydrogenase	47.83	18	60	1	28023.855	34195.543	
A1Z872	CAP, isoform D	25.05	11	20	1	3004.4526	2089.3628	
A4UZU8	Sterile20-like kinase, isoform G	5.13	6	7	1	10093.778	15881.925	
Q0KI97	Protein FMC1 homolog	6.93	1	1	1	20054.586	23492.902	
Q7K3Z8	GH01208p	13.24	2	2	2	704.14014	2285.1873	
Q9VAN8	FI15955p1	6.46	1	1	1	5680.438	7698.709	
Q9VLL4	FI23523p1	1.81	1	1	1	1754.3326	2984.124	
Q9VT55	Uncharacterized protein, isoform N	3.73	5	8	0	40423.992	70387.41	
P08841	Tubulin beta-3 chain	23.13	10	131	0	7759.529	8687.637	
Q7JZM8	Large ribosomal subunit protein mL41	9.64	1	1	1	19469.045	23320.613	
Q8IRU4	3',5'-cyclic-AMP phosphodiesterase, isoform F	16.77	9	12	1	2335.2842	2663.4023	
Q9VTT0	Semaphorin 5c	0.91	1	1	1	11548.193	11664.273	
Q9XZT7	Transcription initiation factor TFIID subunit 10b	8.9	1	1	1	5738.8813	3851.8647	
A0A0B4LF27	Uncharacterized protein, isoform C	6.31	3	3	0	14806.043699999998	14362.42	
