Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127C, Sample, n/a, SF1g_F1	Abundances Count: F5: 127C, Sample, n/a, SF1g_F1	Modifications
Q9VU36	Large ribosomal subunit protein bL20m	11.33	2	3	2	8784.9778	3	
Q9VU38	Adenosine kinase	24.64	6	14	0	434721.8597	14	
Q9VU45	LD27581p	14.79	4	24	4	62588.20702	16	
Q9VU53	Capricious, isoform A	1.85	1	2	0	4071.8795	2	
Q9VU75	RH45712p	37.04	9	31	9	149061.40503999998	25	
Q9VU92	Uncharacterized protein	25.79	6	13	6	113770.3988	11	
Q9VUC1	Hsc70Cb, isoform A	38.93	30	94	0	2071826.33573	81	
Q9VUH8	Survival of motor neuron-related-splicing factor 30	8.61	8	14	8	46945.73098	13	
Q9VUJ1	Proteasome subunit beta	38.6	11	35	9	765110.0060599999	32	
Q9VUL8	Peroxisomal biogenesis factor 3	4.42	2	3	2	6342.3426	2	
Q9VUM1	U4/U6 small nuclear ribonucleoprotein Prp31	8.58	5	7	5	57813.4416	6	
Q9VUM2	Reactive oxygen species modulator 1	10.13	1	5	1	152390.331	5	
Q9VUN9	ubiquitinyl hydrolase 1	18.27	6	10	6	77528.82592	7	
Q9VUQ7	RE36966p	6.21	4	11	4	54852.3093	8	
Q9VUV6	GXIVsPLA2, isoform A	7.39	2	5	2	29934.846	4	
Q9VUW2	Inositol-1-monophosphatase	9.15	2	5	2	35179.21602	5	
Q9VUW4	Inositol-1-monophosphatase	6.25	2	4	2	12183.96183	4	
Q9VUX1	Small ribosomal subunit protein mS31	14.1	9	17	9	74659.01598000001	11	
Q9VUZ0	Translocon-associated protein subunit beta	34.74	3	5	3	258010.59399999998	5	
Q9VV13	GEO08383p1	10.71	1	1	1	33506.457	1	
Q9VV31	Uncharacterized protein	19.35	2	7	2	8561.07833	4	
Q9VV39	Mitochondrial ribosomal protein S34	35.64	6	15	6	115740.11306999999	14	
Q9VV40	Golgin 104	2.06	2	2	2	13162.7071	2	
Q9VV42	Fat body protein 2	79.5	24	224	0	16657604.77619	176	
Q9VV46	Cuticular protein 72Ec	59.67	35	258	35	13601465.04801	199	
Q9VV47	Fat body protein 2	32.05	7	29	5	1158376.53976	24	
Q9VV60	Tyrosine--tRNA ligase	44.38	23	59	23	558282.80712	51	
Q9VV75	AT02348p	82.73	30	207	30	13857635.52076	162	
Q9VV76	Syntaxin 8	8.62	2	3	2	17317.7604	2	
Q9VV89	Coatomer subunit zeta	10.34	2	11	0	90570.85949	8	
Q9VVA7	Tumor suppressor protein 101	15.2	7	13	7	116461.85935999999	12	
Q9VVB5	LD46723p	28.44	16	70	1	4030.51102	4	
Q9VVC2	Uncharacterized protein	4.04	1	2	1	332.2809	1	
Q9VVC3	Cuticular protein 73D, isoform B	38.02	20	56	1	792831.13442	42	
Q9VVC8	LD23434p	8.08	5	10	5	51151.94025	8	
Q9VVG0	Cadherin 74A, isoform A	9.29	18	30	18	200120.83325	26	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	55	6	4661213.06601	50	
Q9VVJ7	Selenoprotein F	34.83	7	19	7	145907.20514	17	
Q9VVK5	Adenosine deaminase	6.15	4	8	4	74217.4847	8	
Q9VVK7	Nucleobindin 1	14.06	10	23	10	216401.3483	18	
Q9VVL5	FI11325p	21.52	7	10	7	95366.0459	9	
Q9VVL7	Dihydrolipoyl dehydrogenase	63.29	28	179	28	9337631.81053	170	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	4.96	3	5	3	26943.18864	5	
Q9VVM1	Uncharacterized protein, isoform B	9.91	6	9	6	44296.7533	8	
Q9VVP9	Gamma-glutamylcyclotransferase	18.18	4	8	4	43478.0029	6	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	15.45	5	9	5	61278.74166	8	
Q9VVT6	Glutaredoxin-2, mitochondrial	69.3	8	39	8	673768.54545	36	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	32.13	13	68	13	1713401.1853399999	48	
Q9VVU2	GEO07453p1	29.53	6	31	5	596017.8957999999	30	
Q9VVV6	LD45843p	12.26	8	10	0	28092.23031	7	
Q9VVW7	Canopy b	12.22	3	8	3	20970.4989	7	
Q9VVX4	Large ribosomal subunit protein bL21m	20.4	5	5	5	10529.1547	5	
Q9VVY7	FI20154p1	12.22	16	28	0	125376.56101	23	
Q9VVZ4	Uncharacterized protein	56.79	4	7	4	72363.5479	6	
Q9VW00	GH28721p	6.1	2	3	2	5202.5196000000005	2	
Q9VW13	ATP-binding cassette sub-family F member 3	3.67	3	4	3	3795.91055	2	
Q9VW17	RE58036p	29.67	5	15	0	19123.05826	11	
Q9VW19	Phenoloxidase-activating factor 2	3.43	1	2	1	1429.5206899999998	2	
Q9VW34	FI03450p	11.65	7	12	7	164891.0804	12	
Q9VW40	LD31235p	9.3	3	4	3	14615.597300000001	3	
Q9VW52	Precursor RNA processing 3, isoform A	6.19	4	4	1	10830.34384	4	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	4.24	5	9	5	69692.24184999999	6	
Q9VW57	Grasp65	7.17	4	7	4	52885.0703	5	
Q9VW58	LD33138p	14.87	3	4	3	26904.1198	3	
Q9VW59	Rho GDP-dissociation inhibitor 3	39.3	10	33	10	522023.42693	30	
Q9VW66	Uncharacterized protein, isoform A	65.59	9	50	5	1704447.89417	48	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	63.99	30	123	30	6574411.83476	110	
Q9VW73	Ragulator complex protein LAMTOR1	9.44	3	6	3	30848.33583	5	
Q9VW90	Chitin-binding type-2 domain-containing protein	6.23	2	3	2	41854.0449	3	
Q9VWD0	GH23568p	19.35	6	13	6	216484.50828	13	
Q9VWD1	Cytochrome c oxidase subunit	79.17	11	99	1	2513724.87273	82	
Q9VWD5	LD35087p	12.92	5	7	5	25125.0845	5	
Q9VWD9	Ubiquilin-like protein	36.56	15	29	15	438145.15778999997	26	
Q9VWF0	LP01149p	34.31	9	18	9	80672.00473	13	
Q9VWG1	LD37169p	76.5	13	51	1	217116.3051	4	
Q9VWJ3	LD05272p	12.79	2	3	2	9546.6849	2	
Q9VWL4	GH07340p	9.39	5	11	5	45337.60875	10	
Q9VWP2	RH57257p	77.69	12	26	12	359462.65674999997	22	
Q9VWQ3	LD35981p	6.12	2	2	0	8852.191	2	
Q9VWQ7	Coactosin-like protein	29.45	6	11	0	103842.91741	9	
Q9VWS1	Houki	9.33	2	3	2	66497.3569	3	
Q9VWT1	histidine--tRNA ligase	27.78	14	37	1	362021.2979	33	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	7.94	5	5	5	34644.4401	5	
Q9VWU0	FI18411p1	2.23	1	2	1	2977.18497	2	
Q9VWV6	Transferrin	63.81	41	264	41	8476729.357	217	
Q9VWW2	GH13094p	17.43	9	19	9	23726.357659999998	6	
Q9VX02	Mitochondrial fission process protein 1	14.02	3	11	3	71483.4934	9	
Q9VX08	LD10434p	4.16	2	3	2	13131.285	3	
Q9VX15	Replication factor C subunit 2	7.08	3	5	3	12879.50264	5	
Q9VX26	Chascon, isoform A	2.65	4	4	0	10750.51115	3	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	63.22	17	91	17	3720200.60875	83	
Q9VX69	FI01450p	6.57	3	29	2	141243.7898	7	
Q9VXA3	LP21163p	16.85	11	23	11	135309.72019999998	18	
Q9VXA9	RE04047p	8.03	2	3	2	7290.025	1	
Q9VXC1	MIP06432p1	36.87	6	12	3	155193.87983	11	
Q9VXC9	trypsin	49.0	9	23	9	666191.5114	22	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	18.56	4	8	4	35811.0619	5	
Q9VXF9	AT13091p	15.5	8	19	8	84924.0728	14	
Q9VXG0	Cell division cycle 50, isoform A	8.96	3	8	1	46946.05375	8	
Q9VXH4	RE16337p	51.96	3	7	3	65623.90281	6	
Q9VXH7	FI17510p1	22.59	6	21	6	359265.2885	18	
Q9VXI1	L-gulonate 3-dehydrogenase	54.6	11	26	11	296171.7791	21	
Q9VXI6	Cytochrome b-c1 complex subunit 7	64.86	9	43	7	2611808.83661	39	
Q9VXJ7	GH03748p1	11.25	12	13	12	26056.02808	9	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	32.13	7	15	6	131749.56232	14	
Q9VXK9	Centrosomal protein 164, isoform A	2.57	4	5	4	16286.01143	5	
Q9VXL4	Nuclear nucleic acid-binding protein C1D	10.69	2	2	2	6880.376	1	
Q9VXM4	LD12946p	61.29	13	44	13	1154822.6882	41	
Q9VXN1	LD03728p	9.22	3	5	3	5494.433300000001	3	
Q9VXN3	LD07988p	17.42	8	15	8	81751.51370000001	13	
Q9VXP1	RING-type E3 ubiquitin transferase	4.69	1	1	0	727.3501	1	
Q9VXP3	GH05406p	12.21	7	8	7	25516.266819999997	6	
Q9VXQ0	Large ribosomal subunit protein uL3m	7.73	3	4	3	65627.3273	4	
Q9VXQ3	Diphosphomevalonate decarboxylase	7.47	3	4	3	14901.98334	4	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	41.46	21	49	21	734677.37294	45	
Q9VXR9	FI03680p	10.91	4	5	4	25459.3197	5	
Q9VXV1	RH52220p	19.02	4	5	4	19102.799	5	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	21.0	10	26	10	217778.6109	19	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	18.8	2	26	2	426414.58721	19	
Q9VXZ8	Luciferin 4-monooxygenase	18.93	10	20	10	219942.56117	18	
Q9VY05	GH11762p	12.2	8	19	8	147325.98197	14	
Q9VY16	Uncharacterized protein, isoform A	8.35	6	9	0	14970.7161	7	
Q9VY24	Uncharacterized protein, isoform B	17.19	7	15	7	187553.7424	15	
Q9VY27	Nucleoside diphosphate kinase	18.54	3	3	3	462.33035	1	
Q9VY33	Defective proboscis extension response 8, isoform A	9.59	4	7	3	16801.6387	5	
Q9VY41	Plasminogen receptor (KT)	35.06	3	6	3	67392.5056	6	
Q9VY42	Tyrosine aminotransferase	9.58	5	7	5	18306.32833	4	
Q9VY76	AMP deaminase	7.13	7	10	0	32946.32615	8	
Q9VY87	Cathepsin B, isoform A	20.59	5	11	5	133340.24604	7	
Q9VY91	Programmed cell death protein 4	8.25	6	10	6	101966.47994	9	
Q9VY92	GEO07753p1	73.91	8	47	8	1248756.54885	39	
Q9VYA1	RE18811p	8.56	3	6	2	27138.526100000003	6	
Q9VYB2	LD19061p	2.83	2	2	2	1428.8850699999998	2	
Q9VYD5	Branched-chain-amino-acid aminotransferase	2.26	1	1	1	1687.5278	1	
Q9VYF0	GM09012p	14.93	4	10	4	28880.04192	8	
Q9VYG8	CG15717-PA	15.08	4	6	4	42593.02934	4	
Q9VYJ1	FI12805p	7.33	5	6	5	20581.5305	4	
Q9VYK6	Tomosyn, isoform C	5.24	8	14	1	40412.44182	12	
Q9VYM0	CG2555-PA	14.21	3	6	1	5301.8315	3	
Q9VYM7	Uncharacterized protein, isoform C	14.62	6	14	2	2386.1752	3	
Q9VYN1	protein kinase C	0.84	2	18	1	638739.24974	7	
Q9VYR4	Furrowed, isoform A	1.96	2	5	0	7632.144400000001	3	
Q9VYS2	GH09980p	7.06	6	7	6	31765.397230000002	6	
Q9VYT0	RE04130p	30.84	7	9	6	302266.865	9	
Q9VYT1	BLOC-1-related complex subunit 5	8.6	3	8	3	12127.85844	6	
Q9VYT3	FI23714p1	3.57	5	7	5	11593.95361	6	
Q9VYT6	P24-related-1, isoform A	7.14	3	9	3	129734.82400000001	5	
Q9VYU9	RH17287p	45.02	7	14	7	150620.1558	14	
Q9VYV4	Amun, isoform A	4.91	3	5	3	16198.35466	4	
Q9VYV6	GEO09033p1	23.68	3	3	3	23160.815199999997	3	
Q9VZ00	FI19420p1	19.19	18	25	0	96801.2525	12	
Q9VZ19	Antennal dehydrogenase	35.6	6	24	6	858886.65288	22	
Q9VZ20	Dynein light intermediate chain	28.4	16	40	4	276444.91610000003	32	
Q9VZ24	GEO11412p1	44.25	7	77	7	3458736.95457	66	
Q9VZ25	Uncharacterized protein, isoform A	6.96	1	1	1	557.0215	1	
Q9VZ34	RH72958p	2.64	2	5	2	10851.26586	4	
Q9VZ37	Uncharacterized protein, isoform A	7.81	1	1	1	3477.4026	1	
Q9VZ58	Purple acid phosphatase	15.78	8	16	7	172534.5908	15	
Q9VZ59	LP02042p	6.12	1	4	0	39677.8581	4	
Q9VZ66	SD22308p	35.37	5	12	5	73705.8999	9	
Q9VZ67	Uncharacterized protein	28.99	2	9	2	16516.76758	8	
Q9VZ71	RE01453p	9.04	2	3	2	6732.2652	2	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	7	3	30215.97562	6	
Q9VZE4	RE70333p	17.02	8	19	8	96141.04119999999	18	
Q9VZE9	V-type proton ATPase subunit	9.41	1	4	1	173980.225	4	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	3.94	2	3	2	11479.4221	3	
Q9VZF9	Cuticular protein 64Ad	32.79	6	20	6	427942.9328	13	
Q9VZG0	Cuticular protein 64Ac	43.62	9	67	9	2955590.39843	56	
Q9VZG1	Cuticular protein 64Ab	42.5	4	17	4	186108.35397999999	13	
Q9VZG2	Cuticular protein 64Aa	76.04	10	55	10	2386839.82166	43	
Q9VZH5	CLIP domain-containing serine protease	11.35	8	9	1	18758.710499999997	7	
Q9VZI1	Transgelin	82.98	14	100	1	3844700.6866599997	75	
Q9VZI8	Fumarylacetoacetase	10.07	4	7	4	45213.4209	6	
Q9VZJ2	GH27759p	16.59	7	14	7	81052.10317	11	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.57	4	8	4	22751.8841	6	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	41.89	6	25	1	433862.322	24	
Q9VZL3	very-long-chain enoyl-CoA reductase	3.64	1	1	1	456.3922	1	
Q9VZS1	protein-serine/threonine phosphatase	13.21	5	9	4	15805.086070000001	6	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	10.76	10	21	10	170309.9149	17	
Q9VZV2	Chitinase 7	7.7	7	9	7	36143.191100000004	7	
Q9VZW1	Phospholipid scramblase	7.22	2	4	2	7031.517	2	
Q9VZW7	Carnitine palmitoyltransferase 2	11.54	7	9	7	27807.17454	5	
Q9VZX6	LD06441p	7.98	3	4	3	40753.9662	3	
Q9VZY0	LD45195p	17.62	5	10	5	70957.61114000001	5	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.8	3	4	2	8828.71224	3	
Q9VZZ5	GEO12033p1	28.67	4	10	4	206781.04695	7	
Q9VZZ6	CG16985 protein	32.21	4	10	4	147882.5013	3	
Q9W022	GEO01508p1	64.08	8	33	8	1094864.3651	30	
Q9W073	RH22148p	9.41	2	2	2	10714.04607	2	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	17	4	969261.53147	17	
Q9W078	Cuticular protein 62Bb, isoform A	24.23	3	20	2	399835.48383	15	
Q9W086	Large ribosomal subunit protein mL46	20.54	6	11	6	44503.86821	9	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	24.21	3	5	2	37510.49134	5	
Q9W095	glycerol kinase	2.78	2	2	2	5546.3946	2	
Q9W0A8	FI01658p	18.77	5	15	5	254612.43000000002	15	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	29.11	10	34	10	422395.93711	27	
Q9W0C3	GH11843p	61.22	12	26	12	351333.13254	18	
Q9W0D3	GH15728p	1.78	3	4	3	7964.6121	2	
Q9W0D9	choline-phosphate cytidylyltransferase	6.82	3	10	2	23968.1192	3	
Q9W0H6	Acetyl-CoA acetyltransferase 2	29.08	9	25	9	110850.60651	15	
Q9W0H8	Reticulocalbin-3	24.32	9	18	4	429076.73863	18	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	7.33	6	6	6	27233.148999999998	3	
Q9W0J9	GH07301p	41.93	10	20	9	355818.8032	16	
Q9W0K9	LD10220p	9.38	2	2	2	26786.346	1	
Q9W0L7	ubiquitinyl hydrolase 1	3.16	5	5	0	20339.1725	3	
Q9W0M4	Endoplasmic reticulum transmembrane protein	27.63	8	19	7	162680.99653	15	
Q9W0M5	Protein DPCD	8.56	2	4	2	9074.623739999999	4	
Q9W0N6	LD27967p	16.52	5	9	5	19905.7885	8	
Q9W0P4	GEO05053p1	15.45	2	4	2	16101.72998	4	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	32.39	6	10	6	45345.135949999996	8	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	8847.759	1	
Q9W0R0	Cell division cycle 5, isoform A	14.0	11	18	11	62236.01929	15	
Q9W0S6	Large ribosomal subunit protein bL17m	18.18	4	4	4	15325.3685	2	
Q9W0U0	glycerol kinase	2.23	1	1	0	10316.46	1	
Q9W0X0	Scavenger receptor class B member 1	12.89	8	13	0	128110.31977	13	
Q9W0X1	GH15894p	1.58	1	1	1	15105.315	1	
Q9W0X2	GEO07322p1	12.4	2	2	2	25410.1393	2	
Q9W0X3	LD24657p	8.75	3	9	1	52551.612	7	
Q9W0Z5	LP09747p	10.07	6	23	6	47989.18245	17	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	68.0	9	46	9	3615512.01125	44	
Q9W127	Isochorismatase domain-containing protein 1	25.96	5	8	5	182862.53280000002	6	
Q9W136	Uncharacterized protein	39.13	6	15	6	195571.66096	11	
Q9W140	Regulatory protein zeste	6.4	3	5	3	2719.0651	2	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	9.89	6	8	6	4893.1155	3	
Q9W149	RING-type E3 ubiquitin transferase	2.19	2	2	2	976.26135	1	
Q9W158	LD36772p	7.49	3	11	3	65794.96885	9	
Q9W199	GEO07594p1	14.84	3	3	3	9188.8511	2	
Q9W1B9	Large ribosomal subunit protein uL11	46.67	8	31	8	817513.7467299999	28	
Q9W1C8	LD24355p	16.3	6	14	6	29784.89992	9	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	15.18	3	6	3	56926.4715	5	
Q9W1F2	FI07217p	5.93	2	4	2	22993.8789	3	
Q9W1F7	IP15825p	25.14	10	36	10	821255.0651400001	32	
Q9W1F8	GEO08248p1	18.05	3	10	3	80866.11685	8	
Q9W1G7	LD21576p	24.05	7	13	7	295747.72	8	
Q9W1H5	Decapping protein 1, isoform A	12.37	4	8	4	58828.22385000001	7	
Q9W1H6	GH04238p	8.46	2	5	2	207627.8889	4	
Q9W1H8	acetyl-CoA C-acyltransferase	31.77	14	54	14	790107.97748	45	
Q9W1I8	LD03592p	30.28	8	21	8	93072.61406	14	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	4	8	4	24112.4551	6	
Q9W1L8	GH11818p	5.92	2	3	2	10976.63765	3	
Q9W1M9	Exosome complex component RRP4	16.11	4	5	4	8679.7344	4	
Q9W1N3	Levy, isoform A	50.46	5	24	5	998720.76725	22	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	6541.068	1	
Q9W1R0	RH49821p	6.07	3	5	3	14017.31936	5	
Q9W1R3	Golgin-245	14.24	21	27	21	107057.64716	23	
Q9W1V8	CG9893 protein	3.65	1	2	1	49378.986999999994	2	
Q9W1W4	RE45066p	22.13	8	19	8	117869.53549	15	
Q9W1X5	GH04942p	13.03	18	41	3	308000.86185	31	
Q9W227	Peptidyl-prolyl cis-trans isomerase	64.39	13	56	13	1830949.2336799998	45	
Q9W229	40S ribosomal protein S24	37.4	5	11	5	681769.3604	8	
Q9W236	Vacuolar protein sorting 20, isoform A	8.02	3	7	3	23444.1425	6	
Q9W253	Small ribosomal subunit protein mS29	13.01	5	5	5	14249.39296	5	
Q9W254	Quaking related 58E-2, isoform A	30.53	10	30	9	162175.79839	25	
Q9W257	RH13652p	6.99	2	7	2	146314.6786	6	
Q9W258	Babos, isoform A	27.55	6	28	6	459636.30593	23	
Q9W259	FI23916p1	14.71	5	10	5	139288.70083000002	7	
Q9W260	GH03113p	15.4	9	26	9	118012.03236	23	
Q9W287	Cuticle protein 16.5-like	4.15	1	3	1	23447.4433	3	
Q9W289	Golgi matrix protein 130 kD	16.6	13	32	13	120441.60773	26	
Q9W299	Sugar phosphate phosphatase	4.13	2	3	2	13915.44575	2	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	16.36	2	17	2	241453.30761	15	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	8.16	3	3	3	10031.09168	3	
Q9W2J4	UDP-glucuronosyltransferase	2.82	2	2	2	37194.682	2	
Q9W2J5	Uncharacterized protein, isoform A	17.66	7	16	0	51526.83557	9	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	17.52	2	2	2	15733.146	1	
Q9W2L6	RH02475p	28.13	18	55	18	1062844.85688	45	
Q9W2M0	LD23155p	23.8	18	32	18	136305.46412	28	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	12	62	12	4088834.8917799997	58	
Q9W2M9	FI16623p1	6.47	1	3	1	3225.0419	3	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	39.24	4	9	4	43409.20593	5	
Q9W2S2	Autophagy-related 8a, isoform A	11.57	2	9	1	272635.6361	7	
Q9W2U8	Neb-cGP, isoform A	83.33	3	21	3	219195.4242	11	
Q9W2V2	FI20035p1	3.86	3	3	3	31773.212	2	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	164	11	11864368.89195	133	
Q9W2Y5	YLP motif-containing protein 1	1.06	2	3	1	5724.7555	2	
Q9W2Z7	Uncharacterized protein, isoform B	23.63	8	28	1	183706.66217	17	
Q9W306	GEO08256p1	14.05	2	4	2	46587.6761	4	
Q9W308	GH05731p	27.17	4	9	4	106768.34404	8	
Q9W309	GEO08445p1	29.63	7	11	7	204462.04275	9	
Q9W314	GH14088p	9.57	4	9	4	39880.2286	7	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.06	8	13	8	45994.124899999995	11	
Q9W330	Phosphotransferase	24.4	11	31	3	1030796.7321499999	29	
Q9W335	Translocon-associated protein subunit alpha	21.19	3	5	3	229820.663	5	
Q9W337	GH19985p	21.56	4	12	4	72628.91935	8	
Q9W350	C11.1, isoform A	2.12	3	3	3	3950.5148	3	
Q9W370	GEO12084p1	44.26	4	19	4	479382.80253000004	16	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	8.8	5	7	5	46505.395130000004	6	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	8.15	9	12	9	25910.1261	9	
Q9W392	T-complex protein 1 subunit beta	41.12	18	46	18	732802.04015	39	
Q9W396	FI06908p	12.08	3	5	3	26938.4138	3	
Q9W3B3	Uroporphyrinogen-III synthase	13.0	4	6	4	42836.74105	6	
Q9W3C3	LD10016p	17.41	8	12	8	46019.18344	9	
Q9W3C4	beta-N-acetylhexosaminidase	4.34	3	6	3	19309.4765	5	
Q9W3F6	Bleomycin hydrolase	12.91	5	9	1	52235.1079	7	
Q9W3G8	pyridoxal 5'-phosphate synthase	16.43	4	7	4	53958.504	5	
Q9W3H4	LD36273p	62.35	12	36	12	633602.0001300001	34	
Q9W3J1	G protein beta subunit 5	6.7	2	3	2	21137.106	2	
Q9W3J6	FI06457p	12.29	4	4	4	5886.21876	3	
Q9W3K6	LD35927p	5.12	4	6	4	55910.54342	6	
Q9W3K9	Short-chain dehydrogenase/reductase 3	30.31	9	24	9	603263.62975	24	
Q9W3L4	GH20802p	12.56	6	12	6	35917.98227	9	
Q9W3M7	RNA helicase	9.1	8	19	8	52301.29531	11	
Q9W3M8	LD34211p	32.16	7	17	7	234698.34003999998	12	
Q9W3N1	RH59310p	7.17	2	3	2	7650.92893	3	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	84359.4829	8	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	37.56	13	35	13	571221.68659	28	
Q9W3Q0	FI07418p	18.35	4	11	3	12592.1204	3	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	7.14	3	5	3	77611.49100000001	5	
Q9W3T2	Coiled-coil domain-containing protein 25	18.66	5	11	5	48337.38557	10	
Q9W3T9	GM01152p	50.42	10	21	10	209686.16977	17	
Q9W3U9	CG14434-PA	36.9	6	15	0	62277.64005	12	
Q9W3V2	FI19713p1	4.82	4	5	4	9111.470809999999	4	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	6.6	2	5	2	3329.1594	1	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	9.59	2	6	2	53277.60194	6	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	58	10	1790578.40352	52	
Q9W3X8	RH42690p	13.47	5	10	5	10799.07211	7	
Q9W3Y3	Calcyclin-binding protein	27.83	6	12	6	143891.4014	10	
Q9W3Z4	GH18625p	2.43	1	3	1	5522.1597	1	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	11	56	11	2482433.01584	48	
Q9W403	LD24968p	11.05	6	14	6	18009.40068	10	
Q9W404	GH10714p	10.34	5	10	4	23501.48084	7	
Q9W411	Uncharacterized protein, isoform A	20.81	3	4	3	11890.0916	3	
Q9W414	Regulatory particle triple-A ATPase 4	47.86	16	41	11	632323.77996	36	
Q9W425	Rabconnectin-3A	0.7	3	3	3	9151.1173	3	
Q9W457	Serine hydroxymethyltransferase	33.71	20	77	0	1703087.58746	66	
Q9W461	LD23868p	10.93	5	10	5	36856.5657	8	
Q9W482	Lin-52, isoform A	19.11	3	3	3	11831.9819	3	
Q9W483	GH18971p	15.83	5	8	5	49208.36494	6	
Q9W486	LD13361p	5.65	3	4	1	12060.771	4	
Q9W499	Large ribosomal subunit protein uL29	12.2	2	11	2	106557.1207	10	
Q9W4A0	GH11193p	24.87	5	10	5	70816.4316	8	
Q9W4A6	Otopetrin-like a, isoform A	3.6	4	4	1	15049.912540000001	4	
Q9W4C2	lysozyme	18.42	4	5	4	67464.993	5	
Q9W4I3	Large ribosomal subunit protein uL30m	43.33	8	11	8	52535.5922	10	
Q9W4J7	Uncharacterized protein	11.79	3	5	3	20847.94442	4	
Q9W4K0	CHOp24, isoform A	36.06	7	24	7	499986.3053	18	
Q9W4M7	Twenty-four, isoform B	2.46	5	7	3	5062.12768	2	
Q9W4N8	LD30122p	72.86	14	57	1	2705225.02994	45	
Q9W4U2	RH09070p	31.33	6	19	6	95175.40057	12	
Q9W4W4	RING-type E3 ubiquitin transferase	6.71	4	5	4	11387.9506	4	
Q9W4W5	RE47284p	13.77	5	10	5	118736.52025	10	
Q9W4W8	Paraplegin, isoform A	15.26	14	34	14	160546.69125	29	
Q9W4Y1	aralkylamine N-acetyltransferase	25.88	6	13	6	57049.88606	11	
Q9W4Z1	EG:BACH48C10.5 protein	6.97	9	12	0	13020.6748	4	
Q9W4Z2	Large ribosomal subunit protein uL14m	19.25	4	7	4	10206.0427	5	
Q9W503	RH61816p	23.76	8	17	8	112947.20506	14	
Q9W5B4	GH18858p	20.38	6	12	6	544828.17836	8	
Q9W5B5	Gamma-butyrobetaine dioxygenase	9.61	3	3	3	2433.66528	2	
Q9W5E2	EG:115C2.8 protein	5.64	2	3	2	422.191	1	
Q9W5G7	EG:BACR37P7.8 protein	17.32	5	8	0	25065.6903	6	
Q9W5R5	Sarcolemmal membrane-associated protein	6.8	7	9	7	38359.80004	9	
Q9W5W7	GH19483p	6.06	4	6	4	45217.9734	6	
