Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 128N, Sample, n/a, SF1g_M3	Abundances Count: F8: 128N, Sample, n/a, SF1g_M3	Modifications
Q9VYR4	Furrowed, isoform A	0.6	1	1	1	4404.232	1	
Q9VYS2	GH09980p	9.97	8	11	8	48690.5963	9	
Q9VYT0	RE04130p	37.34	9	17	8	391846.1252	17	
Q9VYT1	BLOC-1-related complex subunit 5	10.03	3	4	3	29219.49345	4	
Q9VYT3	FI23714p1	5.58	7	7	7	33940.2431	6	
Q9VYT6	P24-related-1, isoform A	13.33	4	6	4	80861.29462	6	
Q9VYU9	RH17287p	56.97	9	18	9	627438.3989500001	17	
Q9VYV4	Amun, isoform A	8.0	3	5	3	140214.3052	5	
Q9VYV6	GEO09033p1	28.07	3	3	3	26021.77	2	
Q9VZ00	FI19420p1	18.03	16	21	0	235565.9497	19	
Q9VZ19	Antennal dehydrogenase	58.4	9	37	9	2552428.0968	33	
Q9VZ20	Dynein light intermediate chain	26.57	12	19	3	687668.0680999999	15	
Q9VZ24	GEO11412p1	46.9	8	47	8	6470488.093280001	47	
Q9VZ25	Uncharacterized protein, isoform A	29.57	2	3	2	38507.5683	3	
Q9VZ34	RH72958p	4.69	2	3	2	32844.719	3	
Q9VZ37	Uncharacterized protein, isoform A	31.25	3	3	3	53859.0552	3	
Q9VZ58	Purple acid phosphatase	14.22	7	11	7	483297.22549999994	9	
Q9VZ66	SD22308p	42.86	5	9	5	370637.1794	8	
Q9VZ67	Uncharacterized protein	28.99	2	6	2	79188.6618	6	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	3	3	70323.2963	3	
Q9VZE4	RE70333p	20.43	10	14	10	560192.2583999999	13	
Q9VZE9	V-type proton ATPase subunit	21.18	3	8	3	537363.3983	8	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	8.75	3	3	3	85852.1124	3	
Q9VZF9	Cuticular protein 64Ad	36.84	7	39	7	754649.49395	32	
Q9VZG0	Cuticular protein 64Ac	56.91	10	50	10	7306740.5931	47	
Q9VZG1	Cuticular protein 64Ab	42.5	4	11	4	335412.4562	10	
Q9VZG2	Cuticular protein 64Aa	76.04	11	55	11	10990567.69016	44	
Q9VZH5	CLIP domain-containing serine protease	4.31	3	3	0	33532.4813	3	
Q9VZI1	Transgelin	68.09	12	84	1	8361064.7716	70	
Q9VZI8	Fumarylacetoacetase	7.43	3	3	3	64345.131	3	
Q9VZJ2	GH27759p	14.19	6	10	6	456708.5573	9	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.02	3	4	3	37289.018800000005	3	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	75.0	11	26	2	448903.90653	24	
Q9VZL3	very-long-chain enoyl-CoA reductase	10.6	4	5	4	31969.8317	5	
Q9VZS1	protein-serine/threonine phosphatase	15.36	5	5	4	127409.5098	5	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	8.95	8	10	8	366915.602	10	
Q9VZV2	Chitinase 7	4.64	5	6	5	48386.6073	6	
Q9VZW1	Phospholipid scramblase	11.03	3	5	3	28492.11397	5	
Q9VZW7	Carnitine palmitoyltransferase 2	8.1	5	5	5	12569.00144	4	
Q9VZX6	LD06441p	21.78	7	9	7	388217.784	9	
Q9VZY0	LD45195p	11.48	3	4	3	260719.4974	4	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.59	2	2	1	10574.3042	2	
Q9VZZ5	GEO12033p1	34.27	6	8	6	778620.1404	8	
Q9VZZ6	CG16985 protein	38.26	5	11	5	518512.2191	11	
Q9W022	GEO01508p1	62.68	8	41	8	6867097.8514	40	
Q9W073	RH22148p	19.41	3	3	3	62390.9005	3	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	25	4	5120076.3007	23	
Q9W078	Cuticular protein 62Bb, isoform A	32.99	4	14	3	1644651.9536	14	
Q9W086	Large ribosomal subunit protein mL46	28.29	9	11	9	398064.5888	11	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	7	3	240854.54544000002	6	
Q9W0A8	FI01658p	25.63	7	26	7	1068477.988	26	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	28.16	10	25	10	1073966.1113	24	
Q9W0C3	GH11843p	38.78	11	19	11	950163.4429	18	
Q9W0D3	GH15728p	1.29	2	2	2	5751.64585	2	
Q9W0D9	choline-phosphate cytidylyltransferase	11.55	5	6	2	46679.64	1	
Q9W0G4	hydroxymethylbilane synthase	9.05	4	4	4	34243.9325	4	
Q9W0H6	Acetyl-CoA acetyltransferase 2	40.56	12	24	12	875760.3058	21	
Q9W0H8	Reticulocalbin-3	58.66	17	30	6	1273867.27685	27	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	8.62	5	5	5	66362.9249	5	
Q9W0J9	GH07301p	34.47	8	12	7	269438.5347	10	
Q9W0K9	LD10220p	23.21	4	4	4	26493.507	4	
Q9W0L7	ubiquitinyl hydrolase 1	2.18	3	3	1	14748.145400000001	2	
Q9W0M4	Endoplasmic reticulum transmembrane protein	29.39	10	14	9	505713.5452	14	
Q9W0M5	Protein DPCD	14.41	3	3	3	18504.5799	3	
Q9W0N6	LD27967p	9.57	3	3	3	51051.18377	3	
Q9W0P4	GEO05053p1	8.13	1	1	1	39332.2	1	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	18.18	3	5	3	29313.7725	4	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	36046.156	1	
Q9W0R0	Cell division cycle 5, isoform A	18.06	13	19	13	264861.81126	19	
Q9W0S6	Large ribosomal subunit protein bL17m	22.73	4	4	4	53631.6826	4	
Q9W0U0	glycerol kinase	3.9	2	2	0	17540.8334	2	
Q9W0X0	Scavenger receptor class B member 1	14.7	8	12	0	338681.25269999995	11	
Q9W0X1	GH15894p	6.31	3	3	3	107660.77549999999	3	
Q9W0X2	GEO07322p1	28.1	3	4	3	128410.8275	3	
Q9W0X3	LD24657p	22.81	4	4	1	156870.3896	4	
Q9W0Z5	LP09747p	22.95	9	13	9	253338.663	9	
Q9W114	IP05433p	28.33	3	4	3	54340.044	4	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	81.14	13	55	13	5359431.32685	53	
Q9W127	Isochorismatase domain-containing protein 1	34.62	6	19	6	877993.8489999999	17	
Q9W136	Uncharacterized protein	19.81	4	18	4	560813.4204000001	15	
Q9W140	Regulatory protein zeste	3.53	2	3	2	45946.788	3	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	6.25	4	6	4	29079.19371	5	
Q9W158	LD36772p	14.33	5	7	5	326132.034	6	
Q9W199	GEO07594p1	21.29	4	5	4	311526.5274	5	
Q9W1B9	Large ribosomal subunit protein uL11	55.15	9	32	9	4568061.8398	31	
Q9W1C8	LD24355p	19.02	8	8	8	124917.309	7	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	12.04	3	5	3	75350.8873	5	
Q9W1F2	FI07217p	5.93	2	3	2	11150.1907	3	
Q9W1F7	IP15825p	34.97	12	28	12	2403750.88203	25	
Q9W1F8	GEO08248p1	23.31	4	8	4	444050.269	7	
Q9W1G7	LD21576p	34.32	13	22	13	643893.86684	20	
Q9W1H5	Decapping protein 1, isoform A	22.85	7	11	7	342865.87648000004	11	
Q9W1H6	GH04238p	13.85	3	9	3	303260.5281	8	
Q9W1H8	acetyl-CoA C-acyltransferase	33.48	15	51	15	3858015.4459	45	
Q9W1I8	LD03592p	39.08	9	25	9	586534.96219	19	
Q9W1L1	Large ribosomal subunit protein mL43	27.6	4	6	4	61921.4485	6	
Q9W1L8	GH11818p	2.66	1	1	1	13692.635	1	
Q9W1M9	Exosome complex component RRP4	15.77	5	6	5	57478.80704	6	
Q9W1N3	Levy, isoform A	23.85	3	17	3	2278982.1550000003	16	
Q9W1N4	Serine-threonine kinase receptor-associated protein	5.79	2	2	2	4966.7715	1	
Q9W1R0	RH49821p	4.13	2	2	2	21809.392	2	
Q9W1R3	Golgin-245	12.09	17	20	17	199008.8402	19	
Q9W1V8	CG9893 protein	39.58	8	16	8	437966.5707	15	
Q9W1W4	RE45066p	18.58	6	11	6	326300.8925	10	
Q9W1X5	GH04942p	20.82	28	39	4	1898887.68393	36	
Q9W227	Peptidyl-prolyl cis-trans isomerase	61.46	13	82	13	10565023.843	72	
Q9W229	40S ribosomal protein S24	31.3	4	17	4	887480.92587	15	
Q9W236	Vacuolar protein sorting 20, isoform A	37.74	8	12	8	234611.46839999998	12	
Q9W253	Small ribosomal subunit protein mS29	14.8	6	8	6	110009.1379	8	
Q9W254	Quaking related 58E-2, isoform A	22.36	12	25	11	593458.8205	22	
Q9W257	RH13652p	6.99	2	4	2	215760.826	4	
Q9W258	Babos, isoform A	33.67	7	13	7	1339648.1354	13	
Q9W259	FI23916p1	8.95	4	5	4	146314.1627	5	
Q9W260	GH03113p	15.4	8	12	8	375220.825	12	
Q9W287	Cuticle protein 16.5-like	27.19	4	5	4	164028.526	5	
Q9W289	Golgi matrix protein 130 kD	25.91	18	29	18	251153.62184	25	
Q9W298	Sugar phosphate phosphatase	6.69	3	3	3	23037.0569	3	
Q9W299	Sugar phosphate phosphatase	6.65	3	4	3	44574.4448	4	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	31.82	3	18	3	1014250.3759	18	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	5.25	2	2	2	25511.5862	2	
Q9W2J4	UDP-glucuronosyltransferase	5.45	3	3	3	40312.1687	3	
Q9W2J5	Uncharacterized protein, isoform A	32.11	11	15	1	335696.28558	14	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	24.09	3	4	3	167809.424	4	
Q9W2L6	RH02475p	33.73	20	58	20	4124319.7862	53	
Q9W2M0	LD23155p	22.1	15	17	15	302700.5593	14	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	11	54	11	13704360.27287	51	
Q9W2M9	FI16623p1	14.71	2	2	2	180805.78480000002	2	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	24.05	2	3	2	1295.4996999999998	2	
Q9W2S2	Autophagy-related 8a, isoform A	15.7	4	5	1	360197.206	5	
Q9W2U8	Neb-cGP, isoform A	45.83	2	21	2	497406.141	11	
Q9W2V2	FI20035p1	5.6	3	3	3	5780.52367	3	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	103	11	29688359.52042	86	
Q9W2Z7	Uncharacterized protein, isoform B	25.55	9	23	0	463895.3297	20	
Q9W2Z9	RE65233p	4.81	1	2	1	54069.334	2	
Q9W306	GEO08256p1	25.62	3	4	3	10816.5723	3	
Q9W308	GH05731p	16.18	2	5	2	443820.189	5	
Q9W309	GEO08445p1	33.95	7	11	7	954254.864	11	
Q9W314	GH14088p	9.82	4	5	4	129559.9825	5	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.97	8	9	8	165918.389	8	
Q9W330	Phosphotransferase	29.76	15	32	2	2982954.1106	31	
Q9W335	Translocon-associated protein subunit alpha	4.97	1	2	1	58063.9648	2	
Q9W337	GH19985p	44.95	7	14	7	755842.3545	14	
Q9W370	GEO12084p1	38.52	4	10	4	358312.5646	9	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	3.4	2	2	2	10435.52796	2	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	3.98	3	3	3	11510.595299999999	2	
Q9W392	T-complex protein 1 subunit beta	41.5	19	37	19	1802422.6736	35	
Q9W396	FI06908p	14.17	4	7	4	268528.80090000003	6	
Q9W3B3	Uroporphyrinogen-III synthase	14.08	4	5	4	142195.6564	5	
Q9W3C3	LD10016p	12.94	6	8	6	130518.22439999999	5	
Q9W3C4	beta-N-acetylhexosaminidase	6.43	4	4	4	40314.535	3	
Q9W3F6	Bleomycin hydrolase	19.26	8	15	1	337610.72599999997	11	
Q9W3G8	pyridoxal 5'-phosphate synthase	13.62	3	4	3	81881.9735	3	
Q9W3H4	LD36273p	66.8	13	29	13	1123183.4775	25	
Q9W3J1	G protein beta subunit 5	20.11	5	9	5	95355.63975	7	
Q9W3J6	FI06457p	8.64	3	4	3	29063.544130000002	3	
Q9W3K6	LD35927p	4.99	4	5	4	68069.096	4	
Q9W3K9	Short-chain dehydrogenase/reductase 3	32.5	11	26	11	807486.9457	23	
Q9W3L4	GH20802p	35.02	10	23	10	705302.2472	21	
Q9W3M7	RNA helicase	14.07	10	15	9	82259.80314999999	9	
Q9W3M8	LD34211p	47.74	8	17	8	833178.2237000001	17	
Q9W3N1	RH59310p	7.17	2	2	2	3856.431	1	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	503640.6355	8	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	43.41	16	40	16	2501158.28903	38	
Q9W3Q0	FI07418p	23.39	5	14	4	21260.958499999997	3	
Q9W3Q1	GM14286p	8.84	3	3	3	12589.197830000001	3	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	26.3	9	13	9	271030.90773	12	
Q9W3S3	LP10445p	15.68	2	3	2	5769.7269400000005	3	
Q9W3T2	Coiled-coil domain-containing protein 25	22.49	5	7	5	88175.7509	6	
Q9W3T9	GM01152p	45.38	9	16	9	841054.1950300001	16	
Q9W3U9	CG14434-PA	32.62	6	13	0	202860.2098	9	
Q9W3V2	FI19713p1	4.82	4	4	4	25254.761	4	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	8.25	2	3	2	36022.0356	3	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	11.87	3	4	3	47412.191399999996	4	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	60	10	5553364.5292	57	
Q9W3X8	RH42690p	10.73	4	5	4	30066.14025	4	
Q9W3Y3	Calcyclin-binding protein	47.83	11	20	11	541762.558	20	
Q9W3Z4	GH18625p	3.75	1	1	1	1983.2795	1	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	12	55	12	3000703.61904	50	
Q9W403	LD24968p	9.21	5	7	5	58279.23062	7	
Q9W404	GH10714p	31.03	9	12	8	186113.91994	10	
Q9W411	Uncharacterized protein, isoform A	9.4	2	3	2	48752.784	3	
Q9W414	Regulatory particle triple-A ATPase 4	34.01	13	26	8	990696.9182	24	
Q9W425	Rabconnectin-3A	1.34	5	5	5	24625.19055	3	
Q9W457	Serine hydroxymethyltransferase	36.69	23	69	0	5489698.60186	60	
Q9W461	LD23868p	18.22	7	8	7	122837.2011	8	
Q9W482	Lin-52, isoform A	33.12	4	11	4	118686.1545	8	
Q9W483	GH18971p	5.79	2	3	2	75579.95300000001	3	
Q9W486	LD13361p	5.27	3	3	0	32104.962	3	
Q9W499	Large ribosomal subunit protein uL29	17.89	3	6	3	124843.994	4	
Q9W4A0	GH11193p	19.8	4	5	4	183928.425	5	
Q9W4A6	Otopetrin-like a, isoform A	9.28	7	8	3	61370.54036	8	
Q9W4C2	lysozyme	17.11	3	3	3	60152.772	3	
Q9W4I3	Large ribosomal subunit protein uL30m	40.56	8	10	8	221548.9292	8	
Q9W4J7	Uncharacterized protein	13.82	4	5	4	32780.8154	4	
Q9W4K0	CHOp24, isoform A	42.79	8	31	8	2242236.8051400003	29	
Q9W4N8	LD30122p	55.76	15	77	0	6335452.999009999	70	
Q9W4U2	RH09070p	41.37	8	24	8	839875.94437	21	
Q9W4W4	RING-type E3 ubiquitin transferase	3.04	2	2	2	10730.0708	2	
Q9W4W5	RE47284p	11.15	4	4	4	189583.58969999998	4	
Q9W4W8	Paraplegin, isoform A	18.07	15	21	15	230449.7277	20	
Q9W4Y1	aralkylamine N-acetyltransferase	32.46	7	13	7	523729.344	13	
Q9W4Z1	EG:BACH48C10.5 protein	2.59	2	2	0	13494.499	2	
Q9W4Z2	Large ribosomal subunit protein uL14m	21.74	3	3	3	11062.175599999999	3	
Q9W503	RH61816p	38.61	11	14	11	413017.8569	14	
Q9W5B4	GH18858p	31.97	10	21	10	817281.46407	18	
Q9W5B5	Gamma-butyrobetaine dioxygenase	6.4	2	2	2	27413.538	2	
Q9W5E2	EG:115C2.8 protein	7.35	2	3	2	12794.8941	3	
Q9W5G7	EG:BACR37P7.8 protein	7.84	2	5	0	83803.30040000001	5	
Q9W5R5	Sarcolemmal membrane-associated protein	5.8	5	6	5	130747.598	6	
Q9W5W7	GH19483p	2.57	2	3	2	26169.9695	3	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	41.35	12	40	12	5663620.17306	38	
Q9W5X0	LD21953p	26.87	6	25	1	134532.396	4	
Q9XTL2	Jak pathway signal transduction adaptor molecule	9.58	6	10	6	130968.23629999999	9	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	35.29	9	12	9	149147.8743	12	
Q9XYZ9	Glutathione S transferase E12, isoform A	40.36	10	52	10	5715156.45017	45	
Q9XZ19	Uncharacterized protein	20.24	5	7	5	173393.7185	6	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	26.23	10	18	10	777912.7579	17	
Q9Y0Y5	Coatomer subunit epsilon	19.28	7	15	7	874125.6614000001	15	
Q9Y112	BcDNA.GH10614	70.25	24	101	21	10572774.8669	98	
Q9Y114	UBX domain-containing protein 4	35.21	22	29	22	446551.70469	23	
Q9Y119	BcDNA.GH08860	23.49	18	22	18	244714.49292	20	
Q9Y125	BcDNA.GH08312	31.27	32	108	2	11452592.830360001	92	
Q9Y128	Ceramide transfer protein	5.66	4	4	2	13797.5923	2	
Q9Y136	Neprilysin-like 21	8.63	6	7	4	52568.5387	7	
Q9Y143	BcDNA.GH05536	50.38	11	45	11	1941463.3523	37	
Q9Y156	BcDNA.GH02976	31.45	9	14	9	263620.4771	13	
Q9Y162	vesicle-fusing ATPase	31.67	18	43	18	2669640.2166999998	41	
Q9Y164	BcDNA.GH02439	54.35	18	81	0	9830683.259990001	77	
Q9Y165	E2 ubiquitin-conjugating enzyme	4.89	2	2	2	2760.5151	1	
Q9Y171	BcDNA.GH02220	4.54	2	4	2	168240.13617	4	
R9PY51	Uncharacterized protein	34.95	6	48	6	4483802.6049	27	
X2J4C1	Synaptotagmin 1, isoform I	47.46	24	115	1	9228164.3116	106	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	5.99	9	12	0	413924.3994	12	
X2J979	Synaptotagmin 1, isoform H	48.2	24	114	1	292834.2989	10	
X2JAT7	Fasciclin 3, isoform G	15.08	7	20	1	120266.78249999999	2	
X2JAZ3	mitogen-activated protein kinase kinase	17.3	7	7	1	194976.7861	6	
X2JB48	ADP/ATP translocase	56.86	20	109	1	8159840.8434999995	101	
X2JCY4	Stoned B, isoform H	21.51	19	33	1	607786.4057	30	
X2JDJ5	Multiple edematous wings, isoform F	6.52	8	9	1	112557.9512	7	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	25.63	13	141	0	25394340.37318	111	
X2JEN5	Uncharacterized protein, isoform H	20.96	4	7	1	14524.023	1	
X2JKC1	Lipid storage droplet-2, isoform E	46.87	14	29	0	28181.663999999997	2	
O46043	Poly(ADP-ribose) glycohydrolase	4.98	3	3	3	17109.63	2	
O76932	Serine/threonine-protein phosphatase 4 catalytic subunit	2.28	1	1	0	8594.298	1	
P10674	Fasciclin-1	49.69	30	164	1	3145.9768	1	
P32865	G protein-coupled receptor kinase 1	1.43	1	1	0	4125.1445	1	
Q08605	Transcription activator GAGA	1.2	1	1	0	34888.63	1	
Q9V3H8	NTF2-related export protein	10.53	2	2	1	7546.15	1	
Q9V770	Probable cytochrome P450 6a17	4.19	2	2	0	1590.1393	1	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	8.12	3	3	0	79297.31698	3	
Q9VK68	PITH domain-containing protein CG6153	12.32	3	3	0	59198.99	2	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	3.46	1	1	1	5365.256	1	
Q9VVW5	Dual specificity protein phosphatase Mpk3	1.95	1	1	0	6374.08	1	
Q9VWS2	Nucleoporin Nup35	6.95	3	3	3	35091.745	2	
Q9W568	Protein halfway	3.11	1	1	0	1627.9901	1	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	4.61	1	1	1	5398.647	1	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.38	4	6	0	4913.9067	1	
A0A0B4K7U4	Muscleblind, isoform H	5.68	5	8	0	94170.5531	6	
A0A0B4KFE3	Toutatis, isoform F	0.26	1	1	0	1920.5671	1	
A0A0B4KGN2	MICOS complex subunit MIC60	52.14	42	115	1	25433.594	1	
A0ACD4DAB9	Bruchpilot, isoform R	54.49	113	340	0	39251.08	1	
A1Z7M0	Space blanket	2.86	1	1	1	24039.248	1	
A1ZA97	Carboxylic ester hydrolase	3.58	2	2	2	37645.450000000004	2	
A8JNQ4	RNA-binding Fox protein 1, isoform I	6.41	4	6	0	215435.1784	6	
B5RJS0	IP20241p	1.96	2	2	0	544.98065	1	
E1JHJ9	Cytoplasmic linker protein 190, isoform M	34.29	53	96	1	3332.7764	1	
E1JIR4	Sodium/potassium-transporting ATPase subunit alpha	46.51	44	150	1	5983.362300000001	2	
E1JJM0	FI20063p1	22.76	13	20	0	471507.14280000003	18	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	4.83	2	2	0	9820.944	1	
F0JAG6	Alpha-actinin, sarcomeric	57.75	51	192	1	19225.13	1	
M9PEX2	Uncharacterized protein, isoform D	33.89	13	38	1	8953.917	1	
M9PHI0	Hyperkinetic, isoform M	1.69	1	2	0	14786.8976	2	
Q0E8R1	FI07211p	34.57	13	35	0	74040.006	2	
Q6NLA3	V-type proton ATPase subunit a	9.15	7	10	0	133053.396	10	
Q7JWH6	RE61424p	5.65	2	2	2	8597.557	1	
Q7JXA2	LOBE	5.52	2	2	2	3638.1338	1	
Q7K1Q7	Ribosome assembly factor mrt4	5.86	2	3	2	124618.3157	3	
Q7K1W4	Epoxide hydrolase	1.71	1	1	1	2447.9758	1	
Q7KVW1	RE73736p	2.8	2	2	0	24156.148	2	
Q7PLV6	FI02158p	0.85	1	2	1	3238.2016	2	
Q8I062	GH23305p	83.33	21	152	1	27010.896	1	
Q8I937	Ribosome biogenesis regulatory protein	5.16	2	2	2	21797.096700000002	2	
Q8IPG9	Basigin, isoform A	48.68	14	69	1	4854.888	1	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	6.59	2	2	0	8416.437	1	
Q8MPN6	Serpin 4	27.18	9	11	0	13676.771	1	
Q9I7N2	Nucleoporin NUP42	4.02	2	3	0	29423.0398	3	
Q9V3T2	Mitochondrial 2-oxodicarboxylate carrier	3.59	1	1	1	2267.7627	1	
Q9VCS2	Short-chain dehydrogenase/reductase 3	9.35	3	3	3	13239.1714	3	
Q9VKC1	IP16805p	4.28	1	1	1	12624.076	1	
Q9VM94	Homer, isoform B	49.62	17	57	1	31712.678	1	
Q9VPY2	Phospholipase A2 activator protein, isoform A	1.14	1	1	1	66341.17	1	
Q9VRT7	U6 snRNA-associated Sm-like protein LSm5	46.15	2	4	2	94359.6378	4	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	2.04	1	1	1	36672.793	1	
Q9VTE1	Immediate early response 3-interacting protein 1	26.25	2	2	2	18110.3606	2	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	23.16	3	4	3	407799.91900000005	4	
Q9VTY1	LD40136p	5.69	2	2	2	27806.1054	2	
Q9VVU6	Pre-mRNA-processing factor 6	1.29	1	1	1	2019.007	1	
Q9VY48	Large ribosomal subunit protein mL38	7.21	3	3	3	19844.224599999998	2	
Q9W2N5	GH10162p	3.47	2	2	2	48188.956399999995	2	
Q9W362	La-related protein 7	1.85	1	1	1	902.9372	1	
Q9W525	LD08195p	3.8	2	2	1	28995.123	2	
P0C919	Molybdopterin synthase sulfur carrier subunit	23.33	2	2	2	16885.77384	2	
Q9XYN7	Proteasome subunit beta type-3	15.12	3	3	3	49728.85	2	
A0A0B4KGW5	Uncharacterized protein, isoform C	19.15	1	2	0	10506.0883	2	
A0A0B4LHR2	Uncharacterized protein, isoform F	10.18	6	6	0	15914.6045	1	
A0A6M3Q6Z1	Stambha A, isoform F	2.05	2	2	0	36498.9518	2	
A8E6R2	Alanine--glyoxylate aminotransferase 2, mitochondrial	3.09	2	2	0	15235.8358	2	
B7YZX9	Uncharacterized protein, isoform B	19.17	3	4	1	65214.9517	4	
E1JJ83	Os-C, isoform B	16.34	2	2	1	9819.6856	2	
M9MRG5	Taiman, isoform F	0.94	2	2	0	34282.685	2	
M9PCB7	Trailer hitch, isoform G	33.75	14	27	0	311173.57539	18	
M9PG97	Female sterile (2) ltoPP43, isoform C	7.63	2	2	0	8022.7173	1	
O46231	FI18705p1	65.94	22	77	1	83132.77	1	
Q6IDE2	GH07226p	2.0	1	1	1	8585.874	1	
Q7JVH0	Splicing factor YJU2	4.8	1	1	1	4538.8335	1	
Q7JVK1	Large ribosomal subunit protein uL18m	11.83	2	2	2	14090.235200000001	2	
Q7K527	Tetraspanin	4.61	1	1	1	3802.7075	1	
Q7KUV4	Uncharacterized protein, isoform A	16.67	1	1	1	133035.8	1	
Q8IQ80	GH06117p	2.97	2	2	0	101063.44039999999	2	
Q9VCT6	Uncharacterized protein	2.58	1	3	1	93285.635	3	
Q9VHW5	LD38634p	17.32	2	3	2	16226.8107	3	
Q9VIZ1	Dynactin subunit 6	8.11	1	2	1	54699.073300000004	2	
Q9VJ44	propanoyl-CoA C-acyltransferase	22.36	8	23	1	31966.121	1	
Q9VVG5	RH19679p	14.44	1	3	1	1021267.2647	3	
P09956	Regulatory protein zeste	2.96	2	2	0	3107.9158	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.53	1	1	0	4821.966	1	
Q7KNS3	Lissencephaly-1 homolog	1.7	1	1	0	9270.603	1	
Q8IN78	Mitochondrial import inner membrane translocase subunit Tim22	3.59	1	1	1	13155.187	1	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	4.55	1	1	0	40828.293	1	
Q9VPR7	UPAR/Ly6 domain-containing protein cold	9.15	1	1	1	12537.685	1	
A0A0B4K838	Guanine nucleotide-binding protein subunit gamma	10.61	1	1	1	57881.46	1	
B7Z0L1	Fasciclin 1, isoform E	50.48	29	163	0	13198216.07189	141	
C1C3E7	MIP09364p	61.25	22	85	1	1701.3759	1	
E1JH70	Kank, isoform E	2.57	2	2	0	3964.2086200000003	2	
Q7K231	RING-type E3 ubiquitin transferase	3.87	2	3	2	4285.8021	2	
Q7YZ93	Uncharacterized protein, isoform B	4.31	2	2	0	17714.479	1	
Q8IQH6	Nebulosa, isoform A	2.76	1	1	0	1916.1339	1	
Q8IRM1	Uncharacterized protein, isoform E	20.86	4	7	1	456.6765	1	
Q9VBS0	CHK domain ov2	4.89	2	2	2	20522.1772	2	
Q9VCH9	LD07883p	8.66	2	2	2	25365.124	2	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	18486.3459	2	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	11.56	2	2	2	40907.30747	2	
Q9VID7	Lethal (2) k14505, isoform A	2.87	1	1	1	9353.341	1	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	4	2	95025.25589999999	4	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	2	1	164159.145	2	
Q9VMY3	FI19613p1	1.5	1	1	1	6362.547	1	
Q9VND4	Vacuolar ATPase assembly protein VMA22	14.84	2	2	2	9574.225999999999	2	
Q9VS80	FI17864p1	2.34	1	1	1	3901.5913	1	
