Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 130C, Sample, n/a, ctrl_pool_1	Abundance: F5: 131, Sample, n/a, ctrl_pool_2	Modifications
Q9VN71	Juvenile hormone binding protein 3, isoform A	32.11	5	11	5	63076.22596	65263.15224	
Q9VN73	Juvenile hormone binding protein 1	22.36	6	15	6	106117.4509	91224.79686	
Q9VN86	AT14148p	14.19	6	10	6	66570.73137	54012.48549	
Q9VN88	LD45836p	35.98	7	17	7	97220.90785	76103.24710000001	
Q9VNA3	GH21273p	34.26	7	21	7	181903.8854	144916.85254	
Q9VNB9	Large ribosomal subunit protein eL33	26.11	5	16	5	215219.08800000002	159050.00487	
Q9VNC1	Large ribosomal subunit protein mL44	7.79	3	4	3	17380.75666	12176.6025	
Q9VND3	Phosphatidylinositol 4-kinase type 2	1.55	1	1	1	679.12384	0.0	
Q9VND7	RNA-binding protein 42	17.22	5	9	5	85572.66100000001	68001.7419	
Q9VNF3	RE01652p	34.63	8	31	6	711299.9898999999	548033.71	
Q9VNF5	3-oxoacyl-[acyl-carrier-protein] synthase	13.24	6	11	6	15086.646560000001	8552.379	
Q9VNF9	Ethanol sensitive with low memory, isoform A	4.23	1	2	1	3856.26985	3039.22846	
Q9VNH5	m7GpppX diphosphatase	20.86	8	12	8	95486.35354000001	57851.9312	
Q9VNH7	Uncharacterized protein, isoform A	51.23	16	81	0	54690.236000000004	61673.935	
Q9VNI4	Proteasome assembly chaperone 1	21.28	4	9	4	49609.86367	35588.0788	
Q9VNI8	Hpr1	8.99	6	9	6	18026.34819	15521.89824	
Q9VNI9	IP18173p	7.05	1	2	1	9857.9507	8474.506000000001	
Q9VNL0	Gasp, isoform A	76.74	15	89	2	1862898.89874	1402836.8562099999	
Q9VNQ3	ER membrane protein complex subunit 4	12.65	2	3	2	9573.343130000001	11381.02023	
Q9VNR6	Lethal (3) 04053	16.41	7	13	7	38572.4727	24114.74187	
Q9VNW0	GEO11142p1	17.97	2	2	2	23787.4396	16115.284	
Q9VNW6	Delta-1-pyrroline-5-carboxylate synthase	33.25	23	91	23	2147586.05295	1675928.685	
Q9VNX4	Multifunctional fusion protein	55.23	29	86	29	2602102.59448	2369407.12666	
Q9VNX9	Matrix-remodeling-associated protein 7 helical domain-containing protein	12.5	2	2	2	6650.739	5392.2435	
Q9VNZ3	DNA-directed RNA polymerases I, II, and III subunit RPABC3	25.5	3	7	3	11516.964820000001	8601.69347	
Q9VP02	Aldose 1-epimerase	5.95	3	3	3	6232.29823	3959.8965	
Q9VP13	Large ribosomal subunit protein mL64	9.05	3	5	3	22139.4002	15327.520849999999	
Q9VP18	V-type proton ATPase subunit	20.22	2	2	2	134482.464	114169.57699999999	
Q9VP51	LD40450p	5.59	2	2	0	3189.8480999999997	2816.9527	
Q9VP53	Cuticular protein 78Cc	10.08	1	16	1	312692.07304	223326.19254	
Q9VP55	Cuticular protein 78Cb, isoform A	12.86	2	9	2	49457.25358	22940.2658	
Q9VP57	LD15904p	21.79	19	45	19	665589.75833	489716.31762	
Q9VP77	LD23875p	5.73	5	6	5	10589.23918	5423.85111	
Q9VP78	GH23156p	7.79	4	6	4	15601.05853	11748.325799999999	
Q9VP84	IP06402p	8.47	2	2	2	2478.8503	2377.6416	
Q9VP87	Decaprenyl diphosphate synthase subunit 2, isoform A	2.23	1	2	1	4744.7507000000005	2026.1287	
Q9VPA7	Protein kinase, cAMP-dependent, regulatory subunit type 1, isoform O	22.03	9	28	0	514.69055	530.50946	
Q9VPB8	Peroxisomal membrane protein PEX14	14.64	4	6	4	30323.14595	19355.361599999997	
Q9VPC2	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	22.35	2	5	2	22231.630259999998	15713.3086	
Q9VPE2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	44.23	15	56	15	1343541.11453	1173803.2910499999	
Q9VPF3	4-hydroxyphenylpyruvate dioxygenase	13.42	5	10	1	49233.38309	54328.94499	
Q9VPF6	Large ribosomal subunit protein uL15m	6.99	2	3	2	10403.2418	7026.238600000001	
Q9VPH6	LP10922p	6.08	4	6	1	36552.716700000004	30149.86647	
Q9VPJ0	RE58433p	17.91	8	22	2	35056.467000000004	23048.53661	
Q9VPJ9	Uncharacterized protein, isoform B	5.44	4	5	1	18143.408499999998	11181.7854	
Q9VPK3	AT24407p	8.72	4	13	1	20152.93111	15814.89805	
Q9VPL0	U5 small nuclear ribonucleoprotein 40 kDa protein	15.56	5	5	5	16386.1901	10457.2352	
Q9VPN5	Stress-induced-phosphoprotein 1	45.1	27	103	27	1712400.36229	1326839.16879	
Q9VPP7	AT13539p	4.96	1	3	1	53101.269	41890.740000000005	
Q9VPR1	GH02075p	11.35	2	3	2	13919.449	10336.615	
Q9VPR5	Splicing factor 3B subunit 1	3.21	4	5	4	21426.13905	16943.68735	
Q9VPT9	Integral membrane protein 2	20.38	7	11	1	60904.7599	39995.4978	
Q9VPU4	FI17537p1	5.33	2	4	2	12567.84215	7712.12213	
Q9VPU6	Galectin	5.06	2	3	2	7848.7761	3912.54047	
Q9VPX0	GH26159p	6.59	4	6	4	13254.2609	10366.2668	
Q9VPX5	Vacuolar protein sorting-associated protein 29	31.87	6	15	6	111665.43906	106963.0287	
Q9VPX6	Adenylyl cyclase-associated protein	35.89	24	69	3	2103955.31596	1411942.34677	
Q9VPY7	LD42035p	5.27	3	4	3	8898.182	9554.6335	
Q9VPZ5	GH04232p	15.64	8	27	8	98995.07895	74120.03043	
Q9VQ35	Mitochondrial ribosomal protein L48, isoform A	18.23	3	3	3	17538.73113	12640.4843	
Q9VQ61	Aspartate aminotransferase	68.16	29	146	2	6429237.33617	5134530.85767	
Q9VQ83	RE23541p	13.29	4	5	0	50200.358499999995	39002.46067	
Q9VQ88	Uncharacterized protein	25.97	2	5	2	71599.5708	57986.066000000006	
Q9VQB4	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	49.25	18	64	18	1778978.78575	1413599.52588	
Q9VQD7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	42.25	6	35	6	1911964.7969	1792825.41252	
Q9VQD8	Actin-related protein 2/3 complex subunit 5	20.53	3	10	3	182856.24709999998	138208.71013	
Q9VQE0	dynamin GTPase	20.27	14	22	14	92328.95284	76870.98685	
Q9VQI5	Interferon-related developmental regulator 1	2.12	1	2	1	13009.828899999999	5113.8613	
Q9VQI6	LD25952p	13.89	5	8	5	57801.3986	49805.11053	
Q9VQI7	1-Cys peroxiredoxin	45.95	10	23	10	419654.67416	323289.4246	
Q9VQJ8	Protein-lysine N-methyltransferase CG9643	10.05	2	4	2	21397.892760000002	20777.9072	
Q9VQK7	LD45152p	1.2	1	1	1	2417.5398	1832.8019	
Q9VQK8	Histidine protein methyltransferase 1 homolog	6.84	2	2	2	2021.3832	662.21136	
Q9VQL1	serine--tRNA ligase	31.74	15	31	15	510757.59249999997	397566.07037000003	
Q9VQM0	Toucan, isoform A	1.3	2	3	1	1869.2878	0.0	
Q9VQM2	NADH dehydrogenase [ubiquinone] 1 subunit C2	47.41	5	14	5	827419.927	684476.7407	
Q9VQQ6	FI18122p1	19.21	10	17	0	150207.3673	106920.9516	
Q9VQR2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	85.53	17	61	17	2824376.75665	2013935.09825	
Q9VQR5	IP10807p	2.5	1	2	1	2639.5918	2414.4026	
Q9VQR9	PAT complex subunit CCDC47	10.5	5	10	5	65007.61556	53085.0343	
Q9VQT7	RH15675p	14.63	1	6	1	24285.0752	3731.78744	
Q9VQT8	Immune induced molecule 33, isoform A	26.83	2	16	2	86154.61525	70262.81436	
Q9VQV7	Centrosomal protein of 97 kDa	10.42	9	14	6	61131.50004	37490.1185	
Q9VQX3	HL05328p	6.13	2	3	2	15167.688	14389.3089	
Q9VQZ3	Uncharacterized protein, isoform A	3.22	3	4	3	1688.0177	1505.782	
Q9VR03	AT19250p	3.98	2	2	2	3433.0121999999997	3789.504	
Q9VR25	Factor of interpulse interval	12.0	6	9	6	146415.27685	99539.08187	
Q9VR30	RE58324p	11.81	5	10	5	38965.65659	32171.558	
Q9VR31	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	21.15	7	15	7	53272.66532	45551.80777	
Q9VR69	Chitin deacetylase-like 4	3.29	2	2	2	11018.7863	5717.2988	
Q9VR79	LD43683p	40.08	10	47	10	1144644.77161	812813.6554800001	
Q9VRA1	Uncharacterized protein, isoform B	3.12	2	2	1	5047.7459	2719.1452	
Q9VRD4	Uncharacterized protein, isoform A	42.71	9	21	9	588105.44413	464297.3016	
Q9VRD6	NTF2-related export protein	54.62	5	17	0	182136.12615999999	165970.5525	
Q9VRD9	Cystathionine beta-synthase	9.58	5	7	5	20998.07344	14054.508160000001	
Q9VRF7	GH09530p	10.57	3	5	0	17800.4316	11232.27288	
Q9VRG6	Acyl-CoA-binding domain-containing protein 6	20.16	5	11	5	70752.50335	66528.34154	
Q9VRG8	Pyridoxal-dependent decarboxylase domain-containing protein 1	5.4	5	7	5	10265.41027	11193.36176	
Q9VRJ4	Dehydrogenase/reductase 4	45.43	14	45	14	990223.62392	888135.41781	
Q9VRJ5	Charged multivesicular body protein 2b	11.79	3	6	3	135342.1205	100697.0442	
Q9VRJ6	non-specific serine/threonine protein kinase	10.71	3	3	3	23262.646099999998	22176.176059999998	
Q9VRK9	Kinesin-like protein	4.43	3	4	2	2233.0362	1003.64184	
Q9VRL0	Cytochrome c1, heme protein, mitochondrial	56.68	16	138	16	6882139.07083	4788733.56672	
Q9VRL1	GEO06356p1	53.1	8	34	2	1068264.18182	822964.08952	
Q9VRM1	Uncharacterized protein, isoform A	12.63	3	6	3	16005.75357	11562.3823	
Q9VRM8	alkaline phosphatase	1.34	1	1	1	811.37976	368.2634	
Q9VRM9	alkaline phosphatase	1.74	1	1	1	5460.613	3562.5264	
Q9VRP2	Uncharacterized protein, isoform A	34.78	14	64	14	1018527.08883	805438.87753	
Q9VRP3	AT08565p	17.07	5	16	5	98038.88222	82716.8761	
Q9VRP4	Bifunctional coenzyme A synthase	6.18	3	5	3	14955.6316	10407.0686	
Q9VRR3	Uncharacterized protein, isoform A	41.08	9	20	9	653311.8014	557439.80889	
Q9VRU1	Aldose 1-epimerase	15.38	6	17	6	87615.14357	63158.78648	
Q9VRV8	Transportin-1	2.69	2	3	2	7637.885759999999	4025.0420000000004	
Q9VRY5	Ribosome maturation protein SBDS	15.87	5	6	5	50640.758499999996	46614.1998	
Q9VS02	Serine protease K12H4.7	14.76	7	11	7	112739.0389	97402.57825	
Q9VS11	lysozyme	15.97	4	7	4	25048.34745	19055.841800000002	
Q9VS44	Uncharacterized protein	9.45	3	4	3	7062.9686	5672.4704600000005	
Q9VS84	FI03225p	7.71	7	15	7	116879.81486	76526.64458000001	
Q9VSA9	CG7409	82.47	15	103	15	3879999.0123199997	2658348.19196	
Q9VSC3	Ribonuclease X25	8.31	3	12	3	81867.44729	78137.3577	
Q9VSC5	GM09977p	50.76	17	41	17	1175141.97154	773495.31151	
Q9VSD6	D-Importin 7/RanBP7	8.58	9	14	9	97998.71673	74331.28767	
Q9VSE5	Uncharacterized protein, isoform C	17.88	3	17	1	226418.77209999997	144052.81826	
Q9VSH5	IP09562p	9.77	2	2	2	5617.2904	5301.62596	
Q9VSH7	Cuticular protein 66Cb	12.96	2	19	1	23164.0865	13653.8619	
Q9VSI1	LD21269p	7.6	5	7	5	26047.605	13438.41681	
Q9VSK2	E3 ubiquitin-protein ligase CBL	1.25	1	1	1	3206.016	2770.5833	
Q9VSK4	Adipose-secreted signaling protein	55.56	9	26	9	367287.16236	356645.08813	
Q9VSL2	Glutathione S transferase O3	52.7	13	45	11	802501.04594	676544.8674400001	
Q9VSL4	Glutathione S transferase O2, isoform B	42.0	12	48	10	1366696.7301999999	1149309.7856	
Q9VSL5	Glutathione S transferase O2, isoform A	16.73	4	10	4	123075.34909999999	111715.7045	
Q9VSL6	Glutathione S transferase O1	9.84	3	10	2	3634.2758000000003	3895.3442699999996	
Q9VSL9	Isovaleryl-CoA dehydrogenase, mitochondrial	5.48	3	3	3	12146.423	11350.4211	
Q9VSM8	TBC1 domain family member 13	2.48	1	1	1	721.46515	1746.4435	
Q9VSN0	Z band alternatively spliced PDZ-motif protein 66, isoform G	68.48	12	99	0	288937.5008	190175.9859	
Q9VSN3	Cuticular protein 66D	50.37	12	75	12	1559867.3121200001	1181653.97899	
Q9VSN9	Signal recognition particle receptor subunit beta	14.75	4	8	4	107236.1911	85229.42020000001	
Q9VSR5	GM03767p	52.75	9	24	9	1095993.5917	781202.4842500001	
Q9VSR8	Amine oxidase domain-containing protein	7.56	4	5	4	18896.9083	12262.824	
Q9VST4	arginine kinase	4.64	2	4	2	9179.7055	4232.29295	
Q9VSU6	Dihydropteridine reductase	74.89	14	75	14	3325327.7897200002	2628646.45063	
Q9VSW2	UTP--glucose-1-phosphate uridylyltransferase	23.78	13	27	0	1070819.1967	882211.55536	
Q9VSW4	Ribosome-recycling factor, mitochondrial	7.48	2	6	2	118010.32554	71670.4989	
Q9VSW7	LD21662p	5.13	2	3	1	11752.303	8405.1077	
Q9VSX2	IP01061p	30.5	6	17	6	151457.53468	130336.73216999999	
Q9VSY0	Cuticular protein 67B	65.0	13	81	13	4911669.1025	3312454.17348	
Q9VSY8	Trafficking protein particle complex subunit	31.46	5	12	5	215249.61951	187630.88185	
Q9VT21	Cyclophilin 40, isoform A	8.88	4	7	4	13277.114	7962.36035	
Q9VT23	Peptidase S1 domain-containing protein	11.2	3	22	3	81771.88243	58195.2769	
Q9VT33	ribose-phosphate diphosphokinase	31.44	12	32	0	276942.7521	246179.01906	
Q9VT61	Ciz1 zinc finger protein, isoform A	3.37	3	4	3	1127.24455	1157.06316	
Q9VT68	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase	22.08	4	5	0	69107.27978	68295.23094	
Q9VT75	N-terminal amino-acid N(alpha)-acetyltransferase NatA	15.82	3	6	3	8146.043	6369.67974	
Q9VTA8	RE35371p	12.66	3	4	3	939.4744000000001	0.0	
Q9VTB0	LD35289p	17.94	8	13	8	43713.48433	27874.96284	
Q9VTB3	Guanylate kinase	52.79	13	38	13	752447.13494	596594.3966	
Q9VTB4	NADH dehydrogenase (Ubiquinone) 13 kDa B subunit	60.48	8	37	8	1572320.8572	1150080.1713999999	
Q9VTC1	ATP-dependent RNA helicase DDX42	10.62	6	9	6	23077.42994	16379.4741	
Q9VTC3	GH07049p	12.22	5	7	5	204726.66317	140345.4996	
Q9VTF8	Mitochondrial ribosomal protein L2	2.38	1	1	1	1531.8092	0.0	
Q9VTL0	FI19917p1	10.87	4	4	4	5846.785400000001	6203.5722	
Q9VTP1	IP06473p	3.53	1	2	1	4649.8735	3811.7579	
Q9VTT2	LD20590p	6.65	3	4	3	12796.312600000001	8298.81696	
Q9VTU2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	30.65	8	33	8	1644291.9146	1318217.49955	
Q9VTU8	carbonic anhydrase	24.18	8	15	1	360086.5264	285487.60485	
Q9VTV9	Delta-aminolevulinic acid dehydratase	10.09	3	3	3	64240.626	57618.7574	
Q9VTW1	RE15265p	7.1	3	5	0	16940.5671	13972.3394	
Q9VTX5	ADP-ribosylation factor GTPase-activating protein 1	4.06	2	3	0	5590.0509	4281.88766	
Q9VTY2	Uncharacterized protein, isoform A	38.8	13	45	12	822919.89934	727550.58785	
Q9VTZ4	Phosphoacetylglucosamine mutase	18.4	10	18	10	102631.15035	92786.84612999999	
Q9VU04	RE60105p	11.69	3	7	3	56216.1766	46901.75694	
Q9VU13	LD45603p	8.95	5	14	0	293488.7165	150150.93911	
Q9VU15	Splicing factor 3A subunit 2	14.39	3	6	3	58653.83004	41780.453	
Q9VU34	LD45758p	1.78	2	3	2	3354.6466	3140.65428	
Q9VU35	10 kDa heat shock protein, mitochondrial	65.05	7	91	6	5518887.59874	4149228.96694	
Q9VU36	Large ribosomal subunit protein bL20m	11.33	2	3	2	8393.293099999999	6650.683	
Q9VU38	Adenosine kinase	24.64	6	14	0	434274.32300000003	356222.9791	
Q9VU45	LD27581p	14.79	4	24	4	91212.28008	65098.11464	
Q9VU53	Capricious, isoform A	1.85	1	2	0	832.29438	2555.0412699999997	
Q9VU75	RH45712p	37.04	9	31	9	157070.58172	121962.11984	
Q9VU92	Uncharacterized protein	25.79	6	13	6	66403.3873	60171.95953	
Q9VUC1	Hsc70Cb, isoform A	38.93	30	94	0	1115164.46991	938032.52172	
Q9VUE8	Big bang, isoform C	0.83	2	3	0	820.4359	0.0	
Q9VUH8	Survival of motor neuron-related-splicing factor 30	8.61	8	14	8	48705.31979	28539.71357	
Q9VUJ1	Proteasome subunit beta	38.6	11	35	9	512212.19559	391762.27426	
Q9VUL8	Peroxisomal biogenesis factor 3	4.42	2	3	2	5109.8652999999995	3808.8873000000003	
Q9VUM1	U4/U6 small nuclear ribonucleoprotein Prp31	8.58	5	7	5	53921.5011	43770.2439	
Q9VUM2	Reactive oxygen species modulator 1	10.13	1	5	1	115615.9315	90668.72350000001	
Q9VUN9	ubiquitinyl hydrolase 1	18.27	6	10	6	99292.97654	68793.62288	
Q9VUQ7	RE36966p	6.21	4	11	4	39692.121159999995	31856.183100000002	
Q9VUV6	GXIVsPLA2, isoform A	7.39	2	5	2	25667.452599999997	23200.0956	
Q9VUW2	Inositol-1-monophosphatase	9.15	2	5	2	19395.89475	16065.940900000001	
Q9VUW4	Inositol-1-monophosphatase	6.25	2	4	2	10708.649969999999	8417.2602	
Q9VUX1	Small ribosomal subunit protein mS31	14.1	9	17	9	86765.60668	67831.8757	
Q9VUZ0	Translocon-associated protein subunit beta	34.74	3	5	3	269297.28150000004	192147.46730000002	
Q9VV13	GEO08383p1	10.71	1	1	1	24076.957	21053.32	
Q9VV31	Uncharacterized protein	19.35	2	7	2	13169.24916	9915.58223	
Q9VV39	Mitochondrial ribosomal protein S34	35.64	6	15	6	117901.24607000001	88526.8468	
Q9VV40	Golgin 104	2.06	2	2	2	20678.6714	15136.1116	
Q9VV42	Fat body protein 2	79.5	24	224	0	13477987.43632	12613847.07215	
Q9VV46	Cuticular protein 72Ec	59.67	35	258	35	18605939.93367	13468036.54002	
Q9VV47	Fat body protein 2	32.05	7	29	5	1083516.8815	924660.11013	
Q9VV60	Tyrosine--tRNA ligase	44.38	23	59	23	442816.83629	390965.51831	
Q9VV75	AT02348p	82.73	30	207	30	11084047.72716	8314525.26761	
Q9VV76	Syntaxin 8	8.62	2	3	2	14853.3686	9985.7468	
Q9VV89	Coatomer subunit zeta	10.34	2	11	0	72745.70432	71763.13128	
Q9VVA7	Tumor suppressor protein 101	15.2	7	13	7	65540.54876	57543.4053	
Q9VVB5	LD46723p	28.44	16	70	1	9738.6022	5008.30058	
Q9VVC3	Cuticular protein 73D, isoform B	38.02	20	56	1	839117.54441	637724.37529	
Q9VVC8	LD23434p	8.08	5	10	5	58742.113000000005	51646.3156	
Q9VVG0	Cadherin 74A, isoform A	9.29	18	30	18	190778.61135	140235.74904999998	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	55	6	6387425.5905	4562025.70192	
Q9VVJ7	Selenoprotein F	34.83	7	19	7	184421.32096	131214.32872	
Q9VVK5	Adenosine deaminase	6.15	4	8	4	53456.466459999996	48879.70065	
Q9VVK7	Nucleobindin 1	14.06	10	23	10	260846.388	184218.73466000002	
Q9VVL5	FI11325p	21.52	7	10	7	63544.984899999996	51163.88168	
Q9VVL7	Dihydrolipoyl dehydrogenase	63.29	28	179	28	8501562.06399	7177587.34352	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	4.96	3	5	3	23355.6113	14540.730800000001	
Q9VVM1	Uncharacterized protein, isoform B	9.91	6	9	6	45389.3675	31658.9904	
Q9VVP9	Gamma-glutamylcyclotransferase	18.18	4	8	4	33763.12694	25473.8401	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	15.45	5	9	5	60362.08647	50796.38096	
Q9VVT6	Glutaredoxin-2, mitochondrial	69.3	8	39	8	804181.6055	627782.61201	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	32.13	13	68	13	1933627.2071	1498610.29976	
Q9VVU2	GEO07453p1	29.53	6	31	5	946344.5354	700535.22435	
Q9VVV6	LD45843p	12.26	8	10	0	92850.35717999999	82389.2671	
Q9VVW7	Canopy b	12.22	3	8	3	37628.3879	24388.536760000003	
Q9VVX4	Large ribosomal subunit protein bL21m	20.4	5	5	5	6024.88906	3892.6636000000003	
Q9VVY7	FI20154p1	12.22	16	28	0	103811.70745	77981.22885	
Q9VVZ4	Uncharacterized protein	56.79	4	7	4	91922.0	63746.0125	
Q9VW00	GH28721p	6.1	2	3	2	3431.5345300000004	4144.45054	
Q9VW13	ATP-binding cassette sub-family F member 3	3.67	3	4	3	6809.224829999999	3111.5474400000003	
Q9VW17	RE58036p	29.67	5	15	0	50121.23988	36936.93013	
Q9VW19	Phenoloxidase-activating factor 2	3.43	1	2	1	1238.0236	1221.4927500000001	
Q9VW34	FI03450p	11.65	7	12	7	123568.0441	85474.25364	
Q9VW40	LD31235p	9.3	3	4	3	21200.49284	15341.072500000002	
Q9VW52	Precursor RNA processing 3, isoform A	6.19	4	4	1	9302.32601	6271.06129	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	4.24	5	9	5	55013.312229999996	41441.33724	
Q9VW57	Grasp65	7.17	4	7	4	33408.1468	29103.4848	
Q9VW58	LD33138p	14.87	3	4	3	14541.117	21239.993	
Q9VW59	Rho GDP-dissociation inhibitor 3	39.3	10	33	10	400114.62395	356199.46496	
Q9VW66	Uncharacterized protein, isoform A	65.59	9	50	5	1736826.5458499999	1317237.62304	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	63.99	30	123	30	3198586.23013	2979046.67591	
Q9VW73	Ragulator complex protein LAMTOR1	9.44	3	6	3	46110.926	25383.1415	
Q9VW90	Chitin-binding type-2 domain-containing protein	6.23	2	3	2	2542.2122	1867.5586	
Q9VWD0	GH23568p	19.35	6	13	6	210741.67855	190180.91783999998	
Q9VWD1	Cytochrome c oxidase subunit	79.17	11	99	1	3124441.08972	2497448.97763	
Q9VWD5	LD35087p	12.92	5	7	5	17591.43619	15304.888299999999	
Q9VWD9	Ubiquilin-like protein	36.56	15	29	15	435025.2456	402658.3181	
Q9VWF0	LP01149p	34.31	9	18	9	74396.80025	59520.04662	
Q9VWG1	LD37169p	76.5	13	51	1	281898.9753	192846.7159	
Q9VWJ3	LD05272p	12.79	2	3	2	12498.5155	6937.9766	
Q9VWL4	GH07340p	9.39	5	11	5	81465.13680000001	57614.727	
Q9VWP2	RH57257p	77.69	12	26	12	418747.88139	376620.6811	
Q9VWQ3	LD35981p	6.12	2	2	0	8025.4812999999995	9732.4896	
Q9VWQ7	Coactosin-like protein	29.45	6	11	0	52987.474259999995	42036.30411	
Q9VWS1	Houki	9.33	2	3	2	84730.2273	59467.582819999996	
Q9VWT1	histidine--tRNA ligase	27.78	14	37	1	265596.88169	206192.33369	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	7.94	5	5	5	21923.9632	16718.39995	
Q9VWU0	FI18411p1	2.23	1	2	1	2525.8317	1928.9454	
Q9VWV6	Transferrin	63.81	41	264	41	14336898.86683	9652976.00694	
Q9VWW2	GH13094p	17.43	9	19	9	116164.00185	31410.31616	
Q9VX02	Mitochondrial fission process protein 1	14.02	3	11	3	46053.81932	38544.034719999996	
Q9VX08	LD10434p	4.16	2	3	2	17528.7683	15344.9347	
Q9VX15	Replication factor C subunit 2	7.08	3	5	3	7307.7354000000005	3817.8427	
Q9VX26	Chascon, isoform A	2.65	4	4	0	12564.71386	8254.7128	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	63.22	17	91	17	4255252.61156	3483045.82515	
Q9VX69	FI01450p	6.57	3	29	2	110562.702	89707.2502	
Q9VXA3	LP21163p	16.85	11	23	11	115283.44771000001	122621.73495	
Q9VXA9	RE04047p	8.03	2	3	2	5223.643	4064.958	
Q9VXC1	MIP06432p1	36.87	6	12	3	172478.9086	127506.16967999999	
Q9VXC9	trypsin	49.0	9	23	9	476363.38512	300967.35595	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	18.56	4	8	4	41872.84458	29660.91833	
Q9VXF9	AT13091p	15.5	8	19	8	82118.5434	61149.25864	
Q9VXG0	Cell division cycle 50, isoform A	8.96	3	8	1	58489.5972	44649.9351	
Q9VXG9	GH25683p	5.43	1	1	1	1215.291	873.44214	
Q9VXH4	RE16337p	51.96	3	7	3	68854.5494	69105.7101	
Q9VXH7	FI17510p1	22.59	6	21	6	247590.07606	222790.98211	
Q9VXI1	L-gulonate 3-dehydrogenase	54.6	11	26	11	422682.70583	389539.49202	
Q9VXI6	Cytochrome b-c1 complex subunit 7	64.86	9	43	7	3520571.7387200003	2726750.86976	
Q9VXJ7	GH03748p1	11.25	12	13	12	50289.43745	32403.07377	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	32.13	7	15	6	196690.05473	147565.44144999998	
Q9VXK9	Centrosomal protein 164, isoform A	2.57	4	5	4	25915.1815	16445.26164	
Q9VXL4	Nuclear nucleic acid-binding protein C1D	10.69	2	2	2	6974.622	5602.5723	
Q9VXM4	LD12946p	61.29	13	44	13	2443483.34258	1245158.02363	
Q9VXN1	LD03728p	9.22	3	5	3	6714.1189	6223.8922	
Q9VXN3	LD07988p	17.42	8	15	8	137189.21535	91940.7901	
Q9VXP1	RING-type E3 ubiquitin transferase	4.69	1	1	0	396.01062	0.0	
Q9VXP3	GH05406p	12.21	7	8	7	19137.693339999998	11602.15926	
Q9VXQ0	Large ribosomal subunit protein uL3m	7.73	3	4	3	29140.958860000002	24124.91817	
Q9VXQ3	Diphosphomevalonate decarboxylase	7.47	3	4	3	11386.979249999999	8157.2669	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	41.46	21	49	21	472518.82041000004	398456.03712	
Q9VXR9	FI03680p	10.91	4	5	4	21706.3954	17198.0192	
Q9VXV1	RH52220p	19.02	4	5	4	18078.7614	15524.85384	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	21.0	10	26	10	200392.92883000002	162287.97764	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	18.8	2	26	2	378700.64084	376939.63789	
Q9VXZ8	Luciferin 4-monooxygenase	18.93	10	20	10	179098.04747	135907.7165	
Q9VY05	GH11762p	12.2	8	19	8	222295.91236000002	176151.96605	
Q9VY16	Uncharacterized protein, isoform A	8.35	6	9	0	30419.25546	22970.8868	
Q9VY24	Uncharacterized protein, isoform B	17.19	7	15	7	159370.67395	138353.05104	
Q9VY27	Nucleoside diphosphate kinase	18.54	3	3	3	602.0477	562.33905	
Q9VY33	Defective proboscis extension response 8, isoform A	9.59	4	7	3	18451.917999999998	15844.60784	
Q9VY41	Plasminogen receptor (KT)	35.06	3	6	3	54267.2376	43048.43235	
Q9VY42	Tyrosine aminotransferase	9.58	5	7	5	18185.5993	14145.967499999999	
Q9VY76	AMP deaminase	7.13	7	10	0	61125.183000000005	50887.3061	
Q9VY87	Cathepsin B, isoform A	20.59	5	11	5	110145.34294	98894.74045	
Q9VY91	Programmed cell death protein 4	8.25	6	10	6	113969.80198999999	92438.84284	
Q9VY92	GEO07753p1	73.91	8	47	8	1718474.72684	1253445.22856	
Q9VYA1	RE18811p	8.56	3	6	2	33392.3917	24959.257700000002	
Q9VYB2	LD19061p	2.83	2	2	2	4489.257799999999	1388.65341	
