Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 127C, Sample, n/a, SF1g_F3	Abundances Count: F8: 127C, Sample, n/a, SF1g_F3	Modifications
Q9VRP3	AT08565p	27.53	8	17	8	633920.95044	14	
Q9VRP4	Bifunctional coenzyme A synthase	14.67	7	9	7	128459.64437	8	
Q9VRR3	Uncharacterized protein, isoform A	43.98	12	26	12	2102713.0284	26	
Q9VRU1	Aldose 1-epimerase	15.11	6	7	6	299450.4206	7	
Q9VRY5	Ribosome maturation protein SBDS	23.81	8	8	8	236251.99	8	
Q9VS02	Serine protease K12H4.7	15.75	8	15	8	369633.8577	14	
Q9VS11	lysozyme	16.35	4	4	4	79618.7536	3	
Q9VS44	Uncharacterized protein	9.82	3	3	3	48807.669499999996	3	
Q9VS84	FI03225p	11.14	10	13	10	405049.3409	13	
Q9VSA9	CG7409	79.87	15	73	15	11238246.6841	60	
Q9VSC3	Ribonuclease X25	20.62	8	11	8	313635.0893	10	
Q9VSC5	GM09977p	60.12	14	32	14	985104.63757	27	
Q9VSD6	D-Importin 7/RanBP7	9.34	10	10	10	189957.5544	10	
Q9VSE5	Uncharacterized protein, isoform C	17.88	3	9	1	455232.15599999996	8	
Q9VSH5	IP09562p	4.89	1	1	1	4210.921	1	
Q9VSH7	Cuticular protein 66Cb	29.63	4	9	3	146296.511	3	
Q9VSI1	LD21269p	7.99	5	5	5	65767.607	4	
Q9VSK2	E3 ubiquitin-protein ligase CBL	2.73	2	3	1	8497.3704	3	
Q9VSK4	Adipose-secreted signaling protein	63.33	10	25	10	1611604.37565	25	
Q9VSL2	Glutathione S transferase O3	41.49	11	32	10	3162125.4340999997	28	
Q9VSL4	Glutathione S transferase O2, isoform B	48.8	15	40	14	3421361.2893	35	
Q9VSL5	Glutathione S transferase O2, isoform A	21.51	5	9	5	217069.7888	8	
Q9VSL6	Glutathione S transferase O1	16.93	5	13	4	78871.864	4	
Q9VSL9	Isovaleryl-CoA dehydrogenase, mitochondrial	8.33	4	4	4	27864.8274	4	
Q9VSM8	TBC1 domain family member 13	3.23	1	1	1	2195.5725	1	
Q9VSN0	Z band alternatively spliced PDZ-motif protein 66, isoform G	64.85	12	80	1	1557597.1703	18	
Q9VSN3	Cuticular protein 66D	59.63	15	68	15	4507401.5732	59	
Q9VSN9	Signal recognition particle receptor subunit beta	15.57	4	5	4	112041.1177	5	
Q9VSR5	GM03767p	52.2	8	27	8	3181889.9828	24	
Q9VSR8	Amine oxidase domain-containing protein	15.55	8	9	8	152855.9218	9	
Q9VST4	arginine kinase	6.96	3	3	3	11869.93587	3	
Q9VSU6	Dihydropteridine reductase	76.6	14	55	14	5612971.0873	45	
Q9VSW2	UTP--glucose-1-phosphate uridylyltransferase	26.32	14	26	0	1259760.14	23	
Q9VSW4	Ribosome-recycling factor, mitochondrial	10.24	3	3	3	71749.843	3	
Q9VSW7	LD21662p	3.33	1	1	1	6928.593	1	
Q9VSX2	IP01061p	40.0	9	17	9	523511.76833	11	
Q9VSY0	Cuticular protein 67B	61.15	12	67	12	14381966.84473	53	
Q9VSY8	Trafficking protein particle complex subunit	31.46	6	13	6	400561.7155	12	
Q9VT21	Cyclophilin 40, isoform A	4.96	2	2	2	3580.7649	2	
Q9VT23	Peptidase S1 domain-containing protein	25.48	6	18	6	639189.4942	16	
Q9VT29	Calcineurin-like phosphoesterase domain-containing protein	4.33	1	2	1	11133.4136	2	
Q9VT33	ribose-phosphate diphosphokinase	31.19	13	30	0	1451102.9112	26	
Q9VT59	Ankyrin repeat domain-containing protein 54	5.31	2	2	2	24999.5777	2	
Q9VT61	Ciz1 zinc finger protein, isoform A	4.24	3	3	3	16849.7655	2	
Q9VT68	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase	9.52	2	2	0	50731.710999999996	2	
Q9VT75	N-terminal amino-acid N(alpha)-acetyltransferase NatA	20.92	4	5	4	102995.9794	5	
Q9VTA8	RE35371p	7.59	2	2	2	6676.7607	1	
Q9VTB0	LD35289p	21.62	8	11	8	323849.43200000003	11	
Q9VTB3	Guanylate kinase	51.07	13	30	13	1589825.5043	28	
Q9VTB4	NADH dehydrogenase (Ubiquinone) 13 kDa B subunit	60.48	9	35	9	3529586.6841	34	
Q9VTC1	ATP-dependent RNA helicase DDX42	10.49	5	6	5	80071.8667	5	
Q9VTC3	GH07049p	9.72	4	5	4	173356.6098	5	
Q9VTF8	Mitochondrial ribosomal protein L2	3.74	1	3	1	46678.0262	3	
Q9VTL0	FI19917p1	7.45	3	3	3	128332.12049999999	3	
Q9VTN9	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	6.0	2	3	2	82787.458	3	
Q9VTT2	LD20590p	7.93	4	4	4	36188.4643	3	
Q9VTU2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	30.65	8	31	8	3211228.5696	30	
Q9VTU8	carbonic anhydrase	24.48	8	16	3	404505.402	9	
Q9VTV9	Delta-aminolevulinic acid dehydratase	10.09	4	6	4	272419.555	6	
Q9VTW1	RE15265p	11.2	5	5	0	325771.517	4	
Q9VTX5	ADP-ribosylation factor GTPase-activating protein 1	10.9	5	7	0	114067.207	7	
Q9VTY2	Uncharacterized protein, isoform A	46.69	17	58	16	4696309.50215	55	
Q9VTZ4	Phosphoacetylglucosamine mutase	31.33	15	20	15	626703.031	19	
Q9VU04	RE60105p	13.85	4	5	4	138563.07319999998	5	
Q9VU13	LD45603p	9.17	4	12	0	371120.45279999997	12	
Q9VU34	LD45758p	0.89	1	1	1	1957.2382	1	
Q9VU35	10 kDa heat shock protein, mitochondrial	72.82	10	80	8	16322353.0853	70	
Q9VU36	Large ribosomal subunit protein bL20m	18.0	3	4	3	91256.2665	4	
Q9VU38	Adenosine kinase	35.94	8	13	0	91787.88264000001	12	
Q9VU45	LD27581p	21.48	5	15	5	746218.8337	14	
Q9VU53	Capricious, isoform A	5.0	3	3	1	24540.4378	2	
Q9VU75	RH45712p	61.73	12	38	12	844854.101	33	
Q9VU92	Uncharacterized protein	29.76	7	16	7	258155.61647	14	
Q9VUC1	Hsc70Cb, isoform A	52.74	35	100	1	8300963.980810001	91	
Q9VUH8	Survival of motor neuron-related-splicing factor 30	5.14	5	5	5	33993.7357	5	
Q9VUJ1	Proteasome subunit beta	43.75	14	32	12	2604045.135	31	
Q9VUL8	Peroxisomal biogenesis factor 3	2.86	1	1	1	1864.9161	1	
Q9VUM1	U4/U6 small nuclear ribonucleoprotein Prp31	14.57	5	6	5	90481.8603	5	
Q9VUM2	Reactive oxygen species modulator 1	31.65	2	4	2	347809.725	4	
Q9VUN9	ubiquitinyl hydrolase 1	21.79	7	8	7	107080.5838	8	
Q9VUQ7	RE36966p	10.4	6	11	6	111229.64764	11	
Q9VUV6	GXIVsPLA2, isoform A	16.96	4	6	4	52818.9941	5	
Q9VUW2	Inositol-1-monophosphatase	13.73	2	3	2	1448.73169	2	
Q9VUW4	Inositol-1-monophosphatase	10.42	2	2	2	25534.932	2	
Q9VUX1	Small ribosomal subunit protein mS31	12.5	5	9	5	249841.01437	8	
Q9VUZ0	Translocon-associated protein subunit beta	19.47	2	5	2	390898.918	5	
Q9VUZ8	GEO07442p1	22.56	2	2	2	1168.2981	1	
Q9VV13	GEO08383p1	10.71	1	5	1	400851.479	5	
Q9VV31	Uncharacterized protein	19.35	2	5	2	229342.989	5	
Q9VV39	Mitochondrial ribosomal protein S34	35.11	7	12	7	425764.0696	11	
Q9VV40	Golgin 104	1.42	1	1	1	511.06476	1	
Q9VV42	Fat body protein 2	83.09	26	202	0	38132280.15618	174	
Q9VV46	Cuticular protein 72Ec	55.94	33	251	33	40751563.3956	217	
Q9VV47	Fat body protein 2	45.17	9	18	7	1551578.2125	17	
Q9VV60	Tyrosine--tRNA ligase	46.29	24	48	24	2485725.71997	46	
Q9VV75	AT02348p	82.05	29	251	29	27548302.38692	196	
Q9VV76	Syntaxin 8	37.07	6	10	6	192314.8521	9	
Q9VV89	Coatomer subunit zeta	27.01	4	12	0	74057.50332	7	
Q9VVA7	Tumor suppressor protein 101	19.61	7	9	7	217556.7177	9	
Q9VVB5	LD46723p	30.59	16	56	1	10934.1955	3	
Q9VVB7	FI02842p	43.95	14	57	1	2891.9253	1	
Q9VVC2	Uncharacterized protein	19.7	3	7	3	295531.8628	7	
Q9VVC3	Cuticular protein 73D, isoform B	46.57	23	57	2	2735004.26377	47	
Q9VVC8	LD23434p	15.41	8	9	8	131606.8504	7	
Q9VVG0	Cadherin 74A, isoform A	13.85	22	27	22	613780.9267	22	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	37	6	14722594.38515	31	
Q9VVJ7	Selenoprotein F	36.52	6	12	6	886444.7642	12	
Q9VVK5	Adenosine deaminase	8.68	4	4	4	87296.11547	4	
Q9VVK7	Nucleobindin 1	14.76	9	13	9	488336.46919999993	12	
Q9VVL5	FI11325p	14.55	5	7	5	133374.831	7	
Q9VVL7	Dihydrolipoyl dehydrogenase	67.06	28	170	28	19657570.99582	153	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	5.71	3	4	3	73691.8732	4	
Q9VVM1	Uncharacterized protein, isoform B	4.79	3	3	3	45932.8493	3	
Q9VVP9	Gamma-glutamylcyclotransferase	42.73	8	12	8	240841.54619999998	11	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	26.06	6	11	6	155890.6975	9	
Q9VVT6	Glutaredoxin-2, mitochondrial	68.42	7	31	7	2919218.43333	31	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	52.9	18	71	18	10491307.3453	58	
Q9VVU2	GEO07453p1	48.32	9	29	8	2315835.4651	28	
Q9VVV6	LD45843p	6.76	5	5	0	35819.16527	5	
Q9VVW7	Canopy b	16.74	4	9	4	305460.548	9	
Q9VVX4	Large ribosomal subunit protein bL21m	6.97	2	2	2	18611.107	2	
Q9VVY7	FI20154p1	10.79	14	19	0	329410.66516	18	
Q9VVZ4	Uncharacterized protein	56.79	4	14	4	102926.0039	8	
Q9VVZ6	GEO09638p1	25.95	2	3	0	7727.6866	2	
Q9VW00	GH28721p	11.46	4	10	4	371608.3983	9	
Q9VW13	ATP-binding cassette sub-family F member 3	3.95	3	3	3	19223.423300000002	3	
Q9VW17	RE58036p	47.25	6	16	1	233331.29937	15	
Q9VW19	Phenoloxidase-activating factor 2	7.35	2	3	2	11594.59713	3	
Q9VW34	FI03450p	19.96	11	20	11	769789.5365	17	
Q9VW40	LD31235p	9.3	3	3	3	40061.22	3	
Q9VW52	Precursor RNA processing 3, isoform A	4.18	2	2	0	19095.1709	2	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	7.51	7	8	7	80461.0963	8	
Q9VW57	Grasp65	12.61	6	9	6	202794.05324	9	
Q9VW58	LD33138p	35.32	6	11	6	97115.2482	10	
Q9VW59	Rho GDP-dissociation inhibitor 3	48.76	11	31	11	1431158.9612	30	
Q9VW66	Uncharacterized protein, isoform A	56.45	8	61	4	4740351.117	58	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	69.34	32	126	32	12405274.90799	121	
Q9VW73	Ragulator complex protein LAMTOR1	18.89	4	4	4	24566.271999999997	4	
Q9VW90	Chitin-binding type-2 domain-containing protein	15.72	4	5	4	126085.0046	5	
Q9VWD0	GH23568p	16.89	6	14	6	687266.1184	13	
Q9VWD1	Cytochrome c oxidase subunit	90.62	12	95	3	14333960.09058	89	
Q9VWD5	LD35087p	13.54	5	5	5	49696.34424	5	
Q9VWD9	Ubiquilin-like protein	54.11	19	41	19	1259549.62852	38	
Q9VWF0	LP01149p	36.93	9	17	9	106946.41464	13	
Q9VWG1	LD37169p	71.04	12	73	2	398749.1614	12	
Q9VWI3	28S ribosomal protein S14, mitochondrial	16.41	2	3	2	26656.546000000002	2	
Q9VWJ3	LD05272p	8.22	1	2	1	27536.309	1	
Q9VWL4	GH07340p	13.41	7	9	7	200662.5739	9	
Q9VWP2	RH57257p	57.02	12	25	12	1584011.93689	24	
Q9VWQ3	LD35981p	6.96	3	3	0	97655.842	3	
Q9VWQ7	Coactosin-like protein	38.04	7	8	2	203953.9241	8	
Q9VWS1	Houki	20.44	5	8	5	443431.0893	8	
Q9VWT1	histidine--tRNA ligase	37.36	19	30	1	1229174.7691	28	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	6.74	4	5	4	28087.504399999998	5	
Q9VWU0	FI18411p1	5.87	2	2	2	22301.237	2	
Q9VWV6	Transferrin	70.05	43	231	43	22143541.0812	210	
Q9VWW2	GH13094p	20.52	10	18	10	76629.05221	11	
Q9VWY5	CHK kinase-like domain-containing protein	8.39	3	4	3	16820.052	2	
Q9VX02	Mitochondrial fission process protein 1	25.0	4	9	4	354006.12919999997	8	
Q9VX15	Replication factor C subunit 2	7.08	3	3	3	26064.553	3	
Q9VX26	Chascon, isoform A	1.62	2	2	0	14198.7768	2	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	60.74	20	82	20	9720997.4578	77	
Q9VX69	FI01450p	18.0	6	23	5	594659.26825	11	
Q9VXA3	LP21163p	17.0	12	21	12	437723.95864	19	
Q9VXA9	RE04047p	6.57	2	3	2	81363.199	3	
Q9VXC1	MIP06432p1	31.28	5	11	3	674110.2105	10	
Q9VXC9	trypsin	52.99	10	17	10	1065624.8132	15	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	17.96	3	5	3	127513.8324	4	
Q9VXF9	AT13091p	26.2	10	17	10	431295.83843999996	17	
Q9VXG0	Cell division cycle 50, isoform A	14.57	6	8	0	128404.11360000001	7	
Q9VXG9	GH25683p	9.78	2	5	2	24232.288	2	
Q9VXH4	RE16337p	28.43	2	3	2	248401.071	3	
Q9VXH7	FI17510p1	10.63	3	5	3	305042.1834	5	
Q9VXI1	L-gulonate 3-dehydrogenase	42.54	10	36	10	1365812.5019399999	33	
Q9VXI6	Cytochrome b-c1 complex subunit 7	63.06	10	46	9	9075318.1637	44	
Q9VXJ7	GH03748p1	9.2	9	11	9	55389.671650000004	7	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	29.41	6	16	5	393882.0577	13	
Q9VXM4	LD12946p	62.9	13	34	13	1672683.09077	30	
Q9VXN1	LD03728p	12.68	4	4	4	24553.322	3	
Q9VXN3	LD07988p	29.8	10	15	10	230432.1031	15	
Q9VXP1	RING-type E3 ubiquitin transferase	13.0	2	2	1	14833.3097	2	
Q9VXP3	GH05406p	8.26	5	5	5	21161.7805	4	
Q9VXQ0	Large ribosomal subunit protein uL3m	8.29	2	2	2	34455.421	2	
Q9VXQ3	Diphosphomevalonate decarboxylase	5.67	2	2	2	19670.515	2	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	37.34	22	51	22	2472264.3066000002	49	
Q9VXR9	FI03680p	15.76	6	6	6	136030.82069999998	6	
Q9VXV1	RH52220p	4.39	1	1	1	9678.114	1	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	24.03	11	18	11	380979.0068	18	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	30.77	3	28	3	2184739.19824	27	
Q9VXZ8	Luciferin 4-monooxygenase	20.6	11	17	11	342425.9549	14	
Q9VY05	GH11762p	12.84	8	13	8	874971.6858999999	11	
Q9VY16	Uncharacterized protein, isoform A	11.68	8	8	1	104603.3329	8	
Q9VY24	Uncharacterized protein, isoform B	17.92	7	8	7	242486.4244	7	
Q9VY27	Nucleoside diphosphate kinase	9.27	1	1	1	689.6933	1	
Q9VY33	Defective proboscis extension response 8, isoform A	2.33	1	1	0	7478.9136	1	
Q9VY41	Plasminogen receptor (KT)	14.94	3	7	3	139479.9623	5	
Q9VY42	Tyrosine aminotransferase	9.78	5	5	5	162462.5412	5	
Q9VY76	AMP deaminase	10.25	8	10	0	66952.35118	9	
Q9VY87	Cathepsin B, isoform A	34.71	9	14	9	518570.07769999997	11	
Q9VY91	Programmed cell death protein 4	10.22	7	10	7	132648.6806	9	
Q9VY92	GEO07753p1	73.91	8	44	8	6917497.6564	43	
Q9VYA1	RE18811p	3.87	1	1	1	7962.1436	1	
Q9VYD5	Branched-chain-amino-acid aminotransferase	7.0	2	2	2	23237.242	2	
Q9VYF0	GM09012p	16.04	4	6	4	143488.9863	5	
Q9VYG8	CG15717-PA	10.71	3	5	3	51703.91037	4	
Q9VYJ1	FI12805p	5.04	4	4	4	54409.9434	4	
Q9VYK6	Tomosyn, isoform C	2.79	5	5	1	69228.1641	3	
Q9VYM0	CG2555-PA	13.2	2	3	1	4361.67154	2	
Q9VYN1	protein kinase C	0.84	2	14	1	5812131.16895	12	
Q9VYR4	Furrowed, isoform A	0.6	1	1	1	3640.01	1	
Q9VYS2	GH09980p	9.97	8	11	8	50980.437399999995	9	
Q9VYT0	RE04130p	37.34	9	17	8	443497.57206000003	17	
Q9VYT1	BLOC-1-related complex subunit 5	10.03	3	4	3	27891.253340000003	4	
Q9VYT3	FI23714p1	5.58	7	7	7	24607.59387	6	
Q9VYT6	P24-related-1, isoform A	13.33	4	6	4	63386.73479999999	6	
Q9VYU9	RH17287p	56.97	9	18	9	694718.24802	17	
Q9VYV4	Amun, isoform A	8.0	3	5	3	165603.10629999998	5	
Q9VYV6	GEO09033p1	28.07	3	3	3	24721.584799999997	2	
Q9VZ00	FI19420p1	18.03	16	21	0	276255.73645	19	
Q9VZ19	Antennal dehydrogenase	58.4	9	37	9	3099329.7744	33	
Q9VZ20	Dynein light intermediate chain	26.57	12	19	3	692503.5338999999	15	
Q9VZ24	GEO11412p1	46.9	8	47	8	7127196.3973	47	
Q9VZ25	Uncharacterized protein, isoform A	29.57	2	3	2	44432.4026	3	
Q9VZ34	RH72958p	4.69	2	3	2	29493.3452	3	
Q9VZ37	Uncharacterized protein, isoform A	31.25	3	3	3	50260.3925	3	
Q9VZ58	Purple acid phosphatase	14.22	7	11	7	440173.3	9	
Q9VZ66	SD22308p	42.86	5	9	5	405341.0802	8	
Q9VZ67	Uncharacterized protein	28.99	2	6	2	75758.11409999999	6	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	3	3	54403.1886	3	
Q9VZE4	RE70333p	20.43	10	14	10	444864.77999999997	12	
Q9VZE9	V-type proton ATPase subunit	21.18	3	8	3	460672.7305	8	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	8.75	3	3	3	100418.87640000001	3	
Q9VZF9	Cuticular protein 64Ad	36.84	7	39	7	1000354.33554	33	
Q9VZG0	Cuticular protein 64Ac	56.91	10	50	10	6257070.10153	47	
Q9VZG1	Cuticular protein 64Ab	42.5	4	11	4	424060.739	10	
Q9VZG2	Cuticular protein 64Aa	76.04	11	55	11	7682617.99873	44	
Q9VZH5	CLIP domain-containing serine protease	4.31	3	3	0	38778.8695	3	
Q9VZI1	Transgelin	68.09	12	84	1	8773732.959	71	
Q9VZI8	Fumarylacetoacetase	7.43	3	3	3	54794.678	3	
Q9VZJ2	GH27759p	14.19	6	10	6	502190.57863	9	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.02	3	4	3	47789.3018	3	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	75.0	11	26	2	350811.4728	23	
Q9VZL3	very-long-chain enoyl-CoA reductase	10.6	4	5	4	32373.006699999998	5	
Q9VZS1	protein-serine/threonine phosphatase	15.36	5	5	4	135575.60330000002	5	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	8.95	8	10	8	370139.3802	10	
Q9VZV2	Chitinase 7	4.64	5	6	5	57526.7184	6	
Q9VZW1	Phospholipid scramblase	11.03	3	5	3	27556.5858	4	
Q9VZW7	Carnitine palmitoyltransferase 2	8.1	5	5	5	16313.879799999999	4	
Q9VZX6	LD06441p	21.78	7	9	7	467159.64389999997	9	
Q9VZY0	LD45195p	11.48	3	4	3	206027.42669999998	4	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.59	2	2	1	8936.3573	2	
Q9VZZ5	GEO12033p1	34.27	6	8	6	720772.1	8	
Q9VZZ6	CG16985 protein	38.26	5	11	5	627246.4521999999	11	
Q9W022	GEO01508p1	62.68	8	41	8	8199780.9037999995	40	
Q9W073	RH22148p	19.41	3	3	3	51443.0664	3	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	25	4	6087575.5915	23	
Q9W078	Cuticular protein 62Bb, isoform A	32.99	4	14	3	1913762.6214	14	
Q9W086	Large ribosomal subunit protein mL46	28.29	9	11	9	416103.7327	11	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	7	3	258644.0686	6	
Q9W0A8	FI01658p	25.63	7	26	7	1298176.5386	26	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	28.16	10	25	10	1084921.985	24	
Q9W0C3	GH11843p	38.78	11	19	11	588911.12379	18	
Q9W0D3	GH15728p	1.29	2	2	2	3327.47396	2	
Q9W0D9	choline-phosphate cytidylyltransferase	11.55	5	6	2	42258.305	1	
Q9W0G4	hydroxymethylbilane synthase	9.05	4	4	4	53005.5043	4	
Q9W0H6	Acetyl-CoA acetyltransferase 2	40.56	12	24	12	937474.0107999999	21	
Q9W0H8	Reticulocalbin-3	58.66	17	30	6	1365470.0281	27	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	8.62	5	5	5	69409.79607	5	
Q9W0J9	GH07301p	34.47	8	12	7	280032.47074	12	
Q9W0K9	LD10220p	23.21	4	4	4	24810.0893	4	
Q9W0L7	ubiquitinyl hydrolase 1	2.18	3	3	1	16738.2561	3	
Q9W0M4	Endoplasmic reticulum transmembrane protein	29.39	10	14	9	560421.7039399999	14	
Q9W0M5	Protein DPCD	14.41	3	3	3	15469.5885	3	
Q9W0N6	LD27967p	9.57	3	3	3	39197.924450000006	3	
Q9W0P4	GEO05053p1	8.13	1	1	1	44132.09	1	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	18.18	3	5	3	32423.9623	4	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	33026.855	1	
Q9W0R0	Cell division cycle 5, isoform A	18.06	13	19	13	324978.1401	19	
Q9W0S6	Large ribosomal subunit protein bL17m	22.73	4	4	4	47782.5263	4	
Q9W0U0	glycerol kinase	3.9	2	2	0	25314.609	2	
Q9W0X0	Scavenger receptor class B member 1	14.7	8	12	0	353587.7474	11	
Q9W0X1	GH15894p	6.31	3	3	3	110725.102	3	
Q9W0X2	GEO07322p1	28.1	3	4	3	176351.514	3	
Q9W0X3	LD24657p	22.81	4	4	1	153127.49300000002	4	
Q9W0Z5	LP09747p	22.95	9	13	9	223896.8507	9	
Q9W114	IP05433p	28.33	3	4	3	48532.9024	3	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	81.14	13	55	13	5924335.25202	53	
Q9W127	Isochorismatase domain-containing protein 1	34.62	6	19	6	1036352.4936	17	
Q9W136	Uncharacterized protein	19.81	4	18	4	526528.1142600001	15	
Q9W140	Regulatory protein zeste	3.53	2	3	2	38773.231	3	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	6.25	4	6	4	28037.05784	5	
Q9W158	LD36772p	14.33	5	7	5	294256.598	6	
Q9W199	GEO07594p1	21.29	4	5	4	300118.8	5	
Q9W1B9	Large ribosomal subunit protein uL11	55.15	9	32	9	4892636.8646	31	
Q9W1C8	LD24355p	19.02	8	8	8	88670.0387	7	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	12.04	3	5	3	82915.44887000001	5	
Q9W1F2	FI07217p	5.93	2	3	2	9993.4136	2	
Q9W1F7	IP15825p	34.97	12	28	12	2201222.92662	25	
Q9W1F8	GEO08248p1	23.31	4	8	4	471054.501	7	
Q9W1G7	LD21576p	34.32	13	22	13	701769.18175	20	
Q9W1H5	Decapping protein 1, isoform A	22.85	7	11	7	320888.7305	11	
Q9W1H6	GH04238p	13.85	3	9	3	324600.245	7	
Q9W1H8	acetyl-CoA C-acyltransferase	33.48	15	51	15	4738914.0031	45	
Q9W1I8	LD03592p	39.08	9	25	9	568458.8814	17	
Q9W1L1	Large ribosomal subunit protein mL43	27.6	4	6	4	50198.9801	5	
Q9W1L8	GH11818p	2.66	1	1	1	16741.236	1	
Q9W1M9	Exosome complex component RRP4	15.77	5	6	5	71474.57087	6	
Q9W1N3	Levy, isoform A	23.85	3	17	3	2315134.812	16	
Q9W1N4	Serine-threonine kinase receptor-associated protein	5.79	2	2	2	4330.8135	1	
Q9W1R0	RH49821p	4.13	2	2	2	15672.553899999999	2	
Q9W1R3	Golgin-245	12.09	17	20	17	222163.04426	19	
Q9W1V8	CG9893 protein	39.58	8	16	8	415471.9236	15	
Q9W1W4	RE45066p	18.58	6	11	6	258214.2134	10	
Q9W1X5	GH04942p	20.82	28	39	4	1815463.96744	36	
Q9W227	Peptidyl-prolyl cis-trans isomerase	61.46	13	82	13	11740222.0425	71	
Q9W229	40S ribosomal protein S24	31.3	4	17	4	926159.1009	13	
Q9W236	Vacuolar protein sorting 20, isoform A	37.74	8	12	8	207696.5962	12	
Q9W253	Small ribosomal subunit protein mS29	14.8	6	8	6	112938.8002	8	
Q9W254	Quaking related 58E-2, isoform A	22.36	12	25	11	586996.74983	24	
Q9W257	RH13652p	6.99	2	4	2	141616.416	4	
Q9W258	Babos, isoform A	33.67	7	13	7	1167604.4552	13	
Q9W259	FI23916p1	8.95	4	5	4	118429.68549999999	5	
Q9W260	GH03113p	15.4	8	12	8	293542.6245	12	
Q9W287	Cuticle protein 16.5-like	27.19	4	5	4	134719.21	5	
Q9W289	Golgi matrix protein 130 kD	25.91	18	29	18	299392.20660000003	25	
Q9W298	Sugar phosphate phosphatase	6.69	3	3	3	16810.3165	3	
Q9W299	Sugar phosphate phosphatase	6.65	3	4	3	65923.6452	4	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	31.82	3	18	3	1153796.7615	18	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	5.25	2	2	2	25979.1586	2	
Q9W2J4	UDP-glucuronosyltransferase	5.45	3	3	3	48374.392	3	
Q9W2J5	Uncharacterized protein, isoform A	32.11	11	15	1	398900.85684	15	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	24.09	3	4	3	109484.161	4	
Q9W2L6	RH02475p	33.73	20	58	20	3839800.57303	53	
Q9W2M0	LD23155p	22.1	15	17	15	323649.12458	16	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	11	54	11	15637331.0633	51	
Q9W2M9	FI16623p1	14.71	2	2	2	202328.123	2	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	24.05	2	3	2	1502.7758	2	
Q9W2S2	Autophagy-related 8a, isoform A	15.7	4	5	1	372867.189	5	
Q9W2U8	Neb-cGP, isoform A	45.83	2	21	2	456198.774	11	
Q9W2V2	FI20035p1	5.6	3	3	3	6341.55084	3	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	103	11	34099481.20497	86	
Q9W2Z7	Uncharacterized protein, isoform B	25.55	9	23	0	554856.2804	19	
Q9W2Z9	RE65233p	4.81	1	2	1	41607.934	2	
Q9W306	GEO08256p1	25.62	3	4	3	9823.32345	3	
Q9W308	GH05731p	16.18	2	5	2	438112.208	5	
Q9W309	GEO08445p1	33.95	7	11	7	772402.2565	11	
Q9W314	GH14088p	9.82	4	5	4	138539.7467	5	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.97	8	9	8	155411.2874	8	
Q9W330	Phosphotransferase	29.76	15	32	2	3073547.5413	31	
Q9W335	Translocon-associated protein subunit alpha	4.97	1	2	1	58193.344	2	
