Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M2	Abundances Count: F5: 127N, Sample, n/a, SFug_M2	Modifications
Q9VMR9	acylphosphatase	6.93	1	1	1	20358.938	1	
Q9VMS1	Cyclope, isoform A	50.65	5	44	5	2425168.9806999997	35	
Q9VMT2	GEO07854p1	52.35	7	122	0	2645588.61929	101	
Q9VMU0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	56.35	9	40	9	1419233.8586	38	
Q9VMU2	4'-phosphopantetheine phosphatase	16.9	7	9	7	39809.50326	9	
Q9VMV5	Viking, isoform A	8.2	13	20	13	69538.07634	16	
Q9VMX3	DNA-directed RNA polymerases I and III subunit RPAC1	5.71	2	2	2	6384.258	2	
Q9VMX4	AT19154p	19.52	6	13	6	82304.94831	9	
Q9VN01	GH23891p	16.39	8	12	8	63297.6009	11	
Q9VN02	GH14561p	32.74	7	14	7	81465.52918	13	
Q9VN21	LD30155p	55.05	28	100	28	1593683.97282	89	
Q9VN39	RE74585p	17.58	6	8	2	13931.5565	5	
Q9VN44	FI07923p	18.91	20	39	20	439883.23461	36	
Q9VN71	Juvenile hormone binding protein 3, isoform A	46.34	8	14	8	188656.79700000002	14	
Q9VN73	Juvenile hormone binding protein 1	28.86	7	15	7	220875.8254	13	
Q9VN77	Geranylgeranyl transferase type-2 subunit alpha	4.66	2	3	2	4853.2528999999995	2	
Q9VN86	AT14148p	6.51	3	3	3	19545.33184	3	
Q9VN88	LD45836p	14.49	4	6	4	42481.2595	6	
Q9VNA3	GH21273p	40.28	8	15	8	262974.5008	14	
Q9VNB9	Large ribosomal subunit protein eL33	32.48	6	9	6	245763.8241	8	
Q9VNC1	Large ribosomal subunit protein mL44	5.3	2	3	2	18435.920299999998	3	
Q9VND7	RNA-binding protein 42	7.95	2	2	2	3636.5457	1	
Q9VNF3	RE01652p	39.3	9	23	7	198673.81816999998	16	
Q9VNF5	3-oxoacyl-[acyl-carrier-protein] synthase	18.04	7	7	7	44943.8332	6	
Q9VNF9	Ethanol sensitive with low memory, isoform A	9.52	2	2	2	11062.4653	2	
Q9VNH5	m7GpppX diphosphatase	27.54	10	12	10	87446.13526	11	
Q9VNH7	Uncharacterized protein, isoform A	56.16	18	86	0	108338.463	3	
Q9VNI4	Proteasome assembly chaperone 1	24.68	5	8	5	33494.5597	5	
Q9VNI8	Hpr1	10.7	8	9	8	26665.4734	8	
Q9VNI9	IP18173p	17.18	3	6	3	14856.6131	5	
Q9VNL0	Gasp, isoform A	49.22	10	77	1	2638830.4432800002	71	
Q9VNQ3	ER membrane protein complex subunit 4	37.95	5	7	5	31465.2066	5	
Q9VNR6	Lethal (3) 04053	13.68	6	6	6	9011.01314	5	
Q9VNV2	GEO05133p1	8.86	1	2	1	758.7632	1	
Q9VNW0	GEO11142p1	21.88	3	3	3	13137.111700000001	3	
Q9VNW6	Delta-1-pyrroline-5-carboxylate synthase	30.15	22	68	22	1558963.7731	61	
Q9VNX4	Multifunctional fusion protein	54.01	30	84	30	758318.10489	67	
Q9VNX9	Matrix-remodeling-associated protein 7 helical domain-containing protein	12.5	2	2	2	10328.616300000002	2	
Q9VNZ3	DNA-directed RNA polymerases I, II, and III subunit RPABC3	40.94	5	8	5	118084.03852	6	
Q9VP02	Aldose 1-epimerase	2.16	1	1	1	12822.211	1	
Q9VP13	Large ribosomal subunit protein mL64	14.22	2	2	2	580.4088	1	
Q9VP18	V-type proton ATPase subunit	15.73	2	3	2	62363.779	2	
Q9VP53	Cuticular protein 78Cc	10.08	1	16	1	258555.7107	14	
Q9VP55	Cuticular protein 78Cb, isoform A	22.14	3	5	3	95193.767	5	
Q9VP57	LD15904p	23.19	18	33	18	566767.59993	30	
Q9VP77	LD23875p	10.99	7	7	7	37289.9025	7	
Q9VP78	GH23156p	8.76	4	4	4	20810.0822	4	
Q9VP84	IP06402p	4.76	1	2	1	17649.847999999998	2	
Q9VP87	Decaprenyl diphosphate synthase subunit 2, isoform A	2.23	1	1	1	2032.0624	1	
Q9VPA7	Protein kinase, cAMP-dependent, regulatory subunit type 1, isoform O	27.65	12	23	0	12195.7233	5	
Q9VPB8	Peroxisomal membrane protein PEX14	17.14	4	4	4	54645.432199999996	3	
Q9VPC2	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	22.35	2	4	2	28591.012	4	
Q9VPE2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	57.69	19	44	19	970680.0538	41	
Q9VPF3	4-hydroxyphenylpyruvate dioxygenase	14.74	5	8	2	22903.57303	6	
Q9VPF6	Large ribosomal subunit protein uL15m	9.79	3	3	3	11406.209200000001	3	
Q9VPH6	LP10922p	9.61	5	8	1	28094.63928	7	
Q9VPJ0	RE58433p	8.29	3	6	0	29359.650700000002	5	
Q9VPK3	AT24407p	19.37	8	11	1	100952.0116	9	
Q9VPL0	U5 small nuclear ribonucleoprotein 40 kDa protein	17.87	6	7	6	15879.758609999999	6	
Q9VPN5	Stress-induced-phosphoprotein 1	49.39	25	70	25	818114.11483	63	
Q9VPR1	GH02075p	11.35	2	2	2	11932.682	1	
Q9VPT9	Integral membrane protein 2	18.18	6	8	0	157234.5098	7	
Q9VPU4	FI17537p1	8.88	3	3	3	7348.9429	3	
Q9VPU6	Galectin	7.28	3	3	3	33159.021	3	
Q9VPX0	GH26159p	4.9	3	3	3	21321.9174	3	
Q9VPX5	Vacuolar protein sorting-associated protein 29	31.87	6	13	6	240082.94676000002	13	
Q9VPX6	Adenylyl cyclase-associated protein	29.5	19	52	2	1164656.0779	49	
Q9VPZ5	GH04232p	26.62	14	24	14	231784.01127	22	
Q9VQ35	Mitochondrial ribosomal protein L48, isoform A	11.05	2	3	2	590.2873	1	
Q9VQ61	Aspartate aminotransferase	59.2	24	129	2	2411518.79626	101	
Q9VQ83	RE23541p	7.28	2	2	0	6846.673000000001	2	
Q9VQ88	Uncharacterized protein	25.97	2	4	2	35563.1618	3	
Q9VQB4	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	51.94	18	54	18	1766160.13434	49	
Q9VQD7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	36.62	5	31	5	592604.3592300001	29	
Q9VQD8	Actin-related protein 2/3 complex subunit 5	31.79	5	10	5	115907.88992	6	
Q9VQE0	dynamin GTPase	17.01	12	12	12	82771.9874	11	
Q9VQI5	Interferon-related developmental regulator 1	1.88	1	1	1	1636.0396	1	
Q9VQI6	LD25952p	12.35	4	6	4	41016.1906	5	
Q9VQI7	1-Cys peroxiredoxin	44.59	12	18	12	201739.14525	18	
Q9VQJ8	Protein-lysine N-methyltransferase CG9643	23.29	4	4	4	23381.4966	4	
Q9VQK8	Histidine protein methyltransferase 1 homolog	2.61	1	1	1	3026.5442	1	
Q9VQL1	serine--tRNA ligase	46.71	18	39	18	485771.67225	35	
Q9VQM2	NADH dehydrogenase [ubiquinone] 1 subunit C2	55.17	5	23	5	490870.68338	17	
Q9VQQ6	FI18122p1	15.72	8	13	0	204155.4527	13	
Q9VQR2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	66.04	12	44	12	779981.9068	38	
Q9VQR5	IP10807p	2.5	1	1	1	7322.1973	1	
Q9VQR9	PAT complex subunit CCDC47	7.77	5	5	5	19274.66775	4	
Q9VQT7	RH15675p	14.63	1	2	1	3694.4507	2	
Q9VQT8	Immune induced molecule 33, isoform A	26.83	2	11	2	206771.0668	10	
Q9VQV7	Centrosomal protein of 97 kDa	7.94	6	6	2	24135.1744	4	
Q9VQX3	HL05328p	13.09	6	7	6	31974.578999999998	7	
Q9VR25	Factor of interpulse interval	16.44	7	9	7	57890.53865	9	
Q9VR30	RE58324p	19.51	8	10	8	97272.58734999999	9	
Q9VR31	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	23.26	7	10	7	75904.82034	10	
Q9VR69	Chitin deacetylase-like 4	2.47	1	1	1	5357.192	1	
Q9VR79	LD43683p	30.8	8	30	8	542485.23891	30	
Q9VRA1	Uncharacterized protein, isoform B	3.12	2	2	2	6688.862300000001	2	
Q9VRD4	Uncharacterized protein, isoform A	60.76	13	31	13	511730.25719	28	
Q9VRD6	NTF2-related export protein	60.0	6	15	0	379883.5343	13	
Q9VRD9	Cystathionine beta-synthase	13.6	6	10	6	60478.640320000006	10	
Q9VRF7	GH09530p	13.92	4	7	0	84936.10821	7	
Q9VRG6	Acyl-CoA-binding domain-containing protein 6	13.58	3	5	3	31169.6064	4	
Q9VRG8	Pyridoxal-dependent decarboxylase domain-containing protein 1	16.08	10	13	10	37625.32066	11	
Q9VRJ4	Dehydrogenase/reductase 4	40.38	14	42	14	628733.02826	39	
Q9VRJ5	Charged multivesicular body protein 2b	16.98	4	6	4	99752.4956	4	
Q9VRJ6	non-specific serine/threonine protein kinase	28.12	6	6	6	49767.84257	5	
Q9VRK9	Kinesin-like protein	3.55	2	2	2	1978.0161	1	
Q9VRL0	Cytochrome c1, heme protein, mitochondrial	58.96	15	87	15	2735937.50917	77	
Q9VRL1	GEO06356p1	53.1	8	28	2	512989.9325	21	
Q9VRM1	Uncharacterized protein, isoform A	9.09	2	2	2	2969.55125	2	
Q9VRM8	alkaline phosphatase	2.67	1	1	1	520.54114	1	
Q9VRM9	alkaline phosphatase	5.22	3	3	3	12836.2721	3	
Q9VRP2	Uncharacterized protein, isoform A	41.43	16	33	16	612694.244	31	
Q9VRP3	AT08565p	23.69	6	12	6	104705.1826	8	
Q9VRP4	Bifunctional coenzyme A synthase	6.37	3	3	3	3387.675	1	
Q9VRR3	Uncharacterized protein, isoform A	50.62	11	28	11	325323.0837	27	
Q9VRU1	Aldose 1-epimerase	12.91	5	8	5	80127.4711	8	
Q9VRV8	Transportin-1	3.02	2	2	2	4357.2309000000005	2	
Q9VRY5	Ribosome maturation protein SBDS	16.67	5	5	5	58798.4642	5	
Q9VS02	Serine protease K12H4.7	10.04	5	8	5	179595.2413	8	
Q9VS11	lysozyme	12.55	3	4	2	13123.8129	4	
Q9VS44	Uncharacterized protein	12.36	4	4	4	37277.0317	4	
Q9VS84	FI03225p	7.34	7	8	7	65264.5824	7	
Q9VSA9	CG7409	80.52	14	73	14	1603616.58103	54	
Q9VSC3	Ribonuclease X25	17.85	6	9	6	141088.374	8	
Q9VSC5	GM09977p	55.29	11	26	11	262771.89801	23	
Q9VSD6	D-Importin 7/RanBP7	6.1	6	8	6	24734.1563	8	
Q9VSE5	Uncharacterized protein, isoform C	13.25	2	9	0	71540.44746	7	
Q9VSH5	IP09562p	4.89	1	2	1	5083.796	1	
Q9VSH7	Cuticular protein 66Cb	20.37	3	8	2	56493.380999999994	2	
Q9VSK2	E3 ubiquitin-protein ligase CBL	1.82	2	2	0	3032.5886	1	
Q9VSK4	Adipose-secreted signaling protein	65.0	10	26	10	469135.71988	24	
Q9VSL2	Glutathione S transferase O3	52.28	11	35	10	555796.031	26	
Q9VSL4	Glutathione S transferase O2, isoform B	40.0	12	37	11	756180.2013	33	
Q9VSL5	Glutathione S transferase O2, isoform A	25.1	6	9	6	121703.91565	9	
Q9VSL6	Glutathione S transferase O1	12.99	4	10	3	21554.71904	4	
Q9VSL9	Isovaleryl-CoA dehydrogenase, mitochondrial	6.67	3	3	3	25416.4943	3	
Q9VSM8	TBC1 domain family member 13	7.94	3	3	2	2137.61845	2	
Q9VSN0	Z band alternatively spliced PDZ-motif protein 66, isoform G	70.3	12	64	1	241989.0161	14	
Q9VSN3	Cuticular protein 66D	59.26	14	56	14	545403.4253	46	
Q9VSN9	Signal recognition particle receptor subunit beta	23.36	6	7	6	45294.68550000001	6	
Q9VSR5	GM03767p	48.9	9	20	9	492490.5449	18	
Q9VSR8	Amine oxidase domain-containing protein	11.55	6	6	6	21597.5091	5	
Q9VST4	arginine kinase	2.06	1	1	1	2373.824	1	
Q9VSU6	Dihydropteridine reductase	71.06	13	49	13	1296418.49308	38	
Q9VSW2	UTP--glucose-1-phosphate uridylyltransferase	30.21	14	21	0	150176.55161	20	
Q9VSW4	Ribosome-recycling factor, mitochondrial	6.3	2	3	2	28594.7973	3	
Q9VSX2	IP01061p	30.5	6	12	6	63880.5969	8	
Q9VSY0	Cuticular protein 67B	73.46	13	74	13	2042006.49174	61	
Q9VSY8	Trafficking protein particle complex subunit	19.66	4	9	4	99697.8402	8	
Q9VT23	Peptidase S1 domain-containing protein	35.14	8	21	8	219504.7407	20	
Q9VT29	Calcineurin-like phosphoesterase domain-containing protein	7.0	2	2	2	16105.9234	2	
Q9VT33	ribose-phosphate diphosphokinase	38.66	15	24	0	326522.1256	20	
Q9VT59	Ankyrin repeat domain-containing protein 54	2.51	1	1	1	6129.039	1	
Q9VT68	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase	13.85	2	2	0	28665.557	1	
Q9VT75	N-terminal amino-acid N(alpha)-acetyltransferase NatA	27.04	5	6	5	48069.185399999995	5	
Q9VTB0	LD35289p	18.18	7	9	7	62813.5104	9	
Q9VTB3	Guanylate kinase	35.62	10	23	10	214851.18518	20	
Q9VTB4	NADH dehydrogenase (Ubiquinone) 13 kDa B subunit	52.42	6	18	6	551043.8422	18	
Q9VTC1	ATP-dependent RNA helicase DDX42	7.46	6	6	5	41207.655399999996	6	
Q9VTC3	GH07049p	7.78	3	3	3	89085.38699999999	2	
Q9VTF8	Mitochondrial ribosomal protein L2	3.74	1	1	1	3400.0818	1	
Q9VTL0	FI19917p1	2.48	1	2	1	4514.7414	2	
Q9VTN9	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	5.04	1	1	1	620.8032	1	
Q9VTP1	IP06473p	8.24	2	2	2	5615.0814	2	
Q9VTT2	LD20590p	3.84	2	2	2	5004.8469000000005	2	
Q9VTU2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	30.65	8	36	8	789521.12317	33	
Q9VTU8	carbonic anhydrase	21.79	7	13	3	154012.10700000002	12	
Q9VTV9	Delta-aminolevulinic acid dehydratase	15.6	5	8	5	69480.04525	7	
Q9VTW1	RE15265p	11.2	5	7	0	81037.1577	7	
Q9VTX5	ADP-ribosylation factor GTPase-activating protein 1	4.7	2	4	0	30173.2532	3	
Q9VTY2	Uncharacterized protein, isoform A	52.68	16	49	15	627365.40188	38	
Q9VTZ4	Phosphoacetylglucosamine mutase	23.86	12	15	12	160933.6226	14	
Q9VU04	RE60105p	6.49	2	2	2	39828.0123	2	
Q9VU13	LD45603p	8.3	4	6	0	77678.1058	5	
Q9VU15	Splicing factor 3A subunit 2	9.09	2	2	2	24939.502	2	
Q9VU35	10 kDa heat shock protein, mitochondrial	71.84	10	66	9	2449651.0963	57	
Q9VU36	Large ribosomal subunit protein bL20m	6.67	1	1	1	12741.056	1	
Q9VU38	Adenosine kinase	29.28	6	13	0	51259.9915	12	
Q9VU45	LD27581p	20.42	5	16	5	197182.77098	14	
Q9VU53	Capricious, isoform A	3.7	2	2	0	6092.0755	2	
Q9VU75	RH45712p	40.33	9	32	9	164154.89820999998	28	
Q9VU92	Uncharacterized protein	35.71	7	12	7	217978.3009	11	
Q9VUC1	Hsc70Cb, isoform A	47.64	31	88	1	1149099.62033	73	
Q9VUH8	Survival of motor neuron-related-splicing factor 30	6.34	6	6	6	31722.1631	6	
Q9VUJ1	Proteasome subunit beta	35.29	9	19	7	389813.8588	16	
Q9VUL8	Peroxisomal biogenesis factor 3	4.68	2	2	2	2947.8923	1	
Q9VUM1	U4/U6 small nuclear ribonucleoprotein Prp31	13.77	8	9	8	68824.4706	8	
Q9VUM2	Reactive oxygen species modulator 1	31.65	2	5	2	94315.1913	5	
Q9VUN9	ubiquitinyl hydrolase 1	24.36	8	10	8	102004.4174	9	
Q9VUQ7	RE36966p	11.91	6	10	6	70364.58989	10	
Q9VUV6	GXIVsPLA2, isoform A	10.87	3	3	3	6622.74026	3	
Q9VUW2	Inositol-1-monophosphatase	9.15	2	2	2	60704.01	1	
Q9VUW4	Inositol-1-monophosphatase	5.56	2	2	2	26970.85	2	
Q9VUX1	Small ribosomal subunit protein mS31	5.59	4	5	4	21975.17943	4	
Q9VUZ0	Translocon-associated protein subunit beta	34.74	3	7	3	38208.7748	5	
Q9VV13	GEO08383p1	20.71	2	4	2	126147.90999999999	3	
Q9VV31	Uncharacterized protein	19.35	2	7	2	26385.163099999998	7	
Q9VV39	Mitochondrial ribosomal protein S34	30.85	6	12	6	91047.73150000001	10	
Q9VV40	Golgin 104	1.42	1	1	1	842.63947	1	
Q9VV42	Fat body protein 2	79.5	25	188	0	7926199.72014	160	
Q9VV46	Cuticular protein 72Ec	49.65	29	180	29	3752543.29515	141	
Q9VV47	Fat body protein 2	45.17	9	22	7	411311.4421	17	
Q9VV60	Tyrosine--tRNA ligase	43.81	24	47	24	555341.63548	44	
Q9VV75	AT02348p	79.09	28	196	28	5673009.71868	148	
Q9VV76	Syntaxin 8	11.64	3	4	3	105984.243	4	
Q9VV89	Coatomer subunit zeta	36.21	5	10	0	29924.3848	6	
Q9VVA7	Tumor suppressor protein 101	23.28	9	12	9	165537.2995	11	
Q9VVB5	LD46723p	33.45	17	44	1	6954.73463	3	
Q9VVB7	FI02842p	48.97	15	44	1	6475.4036	2	
Q9VVC2	Uncharacterized protein	8.08	1	3	1	79645.907	3	
Q9VVC3	Cuticular protein 73D, isoform B	33.84	16	40	2	288031.83755	27	
Q9VVC8	LD23434p	6.95	5	8	5	80388.8503	8	
Q9VVG0	Cadherin 74A, isoform A	9.12	16	18	16	97953.97357	16	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	40	6	1793766.7284	34	
Q9VVJ7	Selenoprotein F	30.9	5	10	5	98012.2815	10	
Q9VVK5	Adenosine deaminase	2.71	2	3	2	18009.377999999997	2	
Q9VVK7	Nucleobindin 1	20.21	13	16	13	136176.01664	14	
Q9VVL5	FI11325p	27.27	9	14	9	191709.3671	13	
Q9VVL7	Dihydrolipoyl dehydrogenase	67.86	27	194	27	4287709.04193	169	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	8.12	5	6	5	43106.1726	6	
Q9VVM1	Uncharacterized protein, isoform B	6.32	4	7	4	31269.2095	5	
Q9VVP9	Gamma-glutamylcyclotransferase	38.18	7	9	7	62377.146759999996	8	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	11.82	3	3	3	43993.233199999995	3	
Q9VVT6	Glutaredoxin-2, mitochondrial	69.3	8	27	8	779579.67304	26	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	42.27	14	53	14	3267502.7596	48	
Q9VVU2	GEO07453p1	48.32	9	36	8	635195.95464	34	
Q9VVV6	LD45843p	11.01	5	5	1	10745.8747	5	
Q9VVW7	Canopy b	16.74	4	6	4	74351.9543	6	
Q9VVX4	Large ribosomal subunit protein bL21m	3.48	1	1	1	5994.9595	1	
Q9VVY7	FI20154p1	10.24	13	16	0	86638.4486	15	
Q9VVZ4	Uncharacterized protein	27.78	2	6	2	10597.4845	2	
Q9VW00	GH28721p	12.2	4	8	4	56604.0405	6	
Q9VW17	RE58036p	26.37	5	12	0	46413.9649	10	
Q9VW34	FI03450p	17.01	9	14	9	264968.08915	13	
Q9VW40	LD31235p	12.62	4	5	4	14492.36011	5	
Q9VW52	Precursor RNA processing 3, isoform A	2.01	1	1	0	6121.1655	1	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	2.61	3	3	3	31588.247	2	
Q9VW57	Grasp65	8.04	4	6	4	44256.7661	5	
Q9VW58	LD33138p	11.15	3	5	3	5995.9146	1	
Q9VW59	Rho GDP-dissociation inhibitor 3	47.26	10	23	10	462676.61579999997	21	
Q9VW66	Uncharacterized protein, isoform A	56.45	8	31	4	1156269.14378	27	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	68.93	31	129	31	4096209.20415	120	
Q9VW73	Ragulator complex protein LAMTOR1	18.89	4	4	4	4129.16886	2	
Q9VW90	Chitin-binding type-2 domain-containing protein	6.23	2	3	2	2522.0498	1	
Q9VWD0	GH23568p	26.43	8	13	8	83790.0061	13	
Q9VWD1	Cytochrome c oxidase subunit	86.46	12	97	2	2521551.15178	80	
Q9VWD5	LD35087p	6.46	3	3	3	7457.5307999999995	3	
Q9VWD9	Ubiquilin-like protein	40.77	16	27	16	320074.33433	26	
Q9VWF0	LP01149p	9.8	3	5	3	32750.4744	4	
Q9VWG1	LD37169p	72.68	11	62	1	79414.2907	6	
Q9VWI3	28S ribosomal protein S14, mitochondrial	16.41	2	2	2	8650.164499999999	2	
Q9VWJ3	LD05272p	4.57	1	1	1	8778.862	1	
Q9VWL4	GH07340p	9.77	5	5	5	24799.3938	5	
Q9VWP2	RH57257p	64.88	12	25	12	362986.9633	23	
Q9VWQ3	LD35981p	5.27	2	4	0	30385.7131	4	
Q9VWQ7	Coactosin-like protein	38.65	7	10	1	117462.8011	9	
Q9VWS1	Houki	29.33	6	7	6	69143.58426	6	
Q9VWT1	histidine--tRNA ligase	32.18	15	25	1	304457.88437	20	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	3.45	2	2	2	5162.665800000001	2	
Q9VWU0	FI18411p1	2.63	1	2	1	2311.9569	2	
Q9VWV6	Transferrin	57.72	35	174	35	3979330.80233	153	
Q9VWW2	GH13094p	14.17	6	13	6	12073.35686	5	
Q9VX02	Mitochondrial fission process protein 1	14.02	3	5	3	63058.92557	3	
Q9VX08	LD10434p	6.85	2	2	2	3103.3008600000003	2	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	72.73	18	89	18	1550845.9731	84	
Q9VX69	FI01450p	8.27	4	13	3	125846.81999999999	6	
Q9VXA3	LP21163p	16.69	10	15	10	89854.67356	13	
Q9VXA9	RE04047p	10.58	3	3	3	7560.5605	3	
Q9VXC1	MIP06432p1	27.93	5	10	3	156230.77906	9	
Q9VXC9	trypsin	54.18	11	21	11	190255.1494	17	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	12.57	2	7	2	39443.871900000006	5	
Q9VXF9	AT13091p	15.94	7	13	7	91195.0515	11	
Q9VXG0	Cell division cycle 50, isoform A	9.52	3	7	1	81457.055	4	
Q9VXH4	RE16337p	28.43	2	4	2	93553.04370000001	4	
Q9VXH7	FI17510p1	13.95	5	10	5	149997.81829999998	10	
Q9VXI1	L-gulonate 3-dehydrogenase	60.0	12	25	12	374230.7242	25	
Q9VXI6	Cytochrome b-c1 complex subunit 7	61.26	10	60	9	1581494.4406	56	
Q9VXJ7	GH03748p1	5.19	5	5	5	11157.22732	5	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	35.75	7	14	5	191141.87410000002	10	
Q9VXL4	Nuclear nucleic acid-binding protein C1D	10.69	2	2	2	12089.0449	2	
Q9VXM4	LD12946p	62.9	15	37	15	456488.71053	32	
Q9VXN1	LD03728p	7.2	2	2	2	6643.2954	1	
Q9VXN3	LD07988p	25.25	9	14	9	53393.34062	10	
Q9VXP3	GH05406p	9.87	5	5	5	25718.4474	3	
Q9VXQ0	Large ribosomal subunit protein uL3m	4.42	2	2	2	17014.35	2	
Q9VXQ3	Diphosphomevalonate decarboxylase	3.09	1	2	1	7449.6775	2	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	40.34	21	46	21	748971.0369	42	
Q9VXR9	FI03680p	5.45	2	2	2	10984.5918	2	
Q9VXV1	RH52220p	4.39	1	1	1	5486.4106	1	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	13.42	7	11	7	146620.2997	11	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	30.77	3	27	3	291509.90375	25	
Q9VXZ8	Luciferin 4-monooxygenase	21.61	11	13	11	130189.2884	13	
Q9VY05	GH11762p	9.47	7	15	7	192991.45266	14	
Q9VY16	Uncharacterized protein, isoform A	3.79	3	4	0	16964.5749	4	
Q9VY24	Uncharacterized protein, isoform B	20.82	9	9	9	106879.71143	9	
Q9VY33	Defective proboscis extension response 8, isoform A	2.62	1	1	1	12089.675	1	
Q9VY41	Plasminogen receptor (KT)	35.71	4	4	4	53024.761399999996	4	
Q9VY42	Tyrosine aminotransferase	3.59	2	3	2	9562.5161	2	
Q9VY76	AMP deaminase	9.21	8	10	0	17781.210870000003	8	
Q9VY87	Cathepsin B, isoform A	30.29	7	10	7	86959.2643	9	
Q9VY91	Programmed cell death protein 4	9.63	6	6	6	59600.905	5	
Q9VY92	GEO07753p1	73.91	8	32	8	946781.5564	32	
Q9VYA1	RE18811p	3.87	1	2	1	655.3831	1	
Q9VYD5	Branched-chain-amino-acid aminotransferase	9.03	3	3	3	6698.8114000000005	2	
Q9VYF0	GM09012p	18.66	5	7	5	55713.0065	7	
Q9VYG8	CG15717-PA	17.86	4	4	4	10304.9622	3	
Q9VYJ1	FI12805p	2.29	2	2	1	17919.512600000002	2	
Q9VYK6	Tomosyn, isoform C	2.86	5	6	0	18501.60516	6	
Q9VYM0	CG2555-PA	13.2	2	2	1	383.30096	1	
Q9VYM7	Uncharacterized protein, isoform C	21.08	6	30	1	12086.8035	4	
Q9VYN1	protein kinase C	0.42	1	11	1	268540.8245	9	
Q9VYR4	Furrowed, isoform A	0.77	1	1	0	8600.746	1	
Q9VYS2	GH09980p	4.78	4	4	4	8867.393	4	
Q9VYT0	RE04130p	23.7	6	10	5	131622.8275	10	
Q9VYT1	BLOC-1-related complex subunit 5	4.87	2	2	2	10652.992400000001	2	
Q9VYT3	FI23714p1	4.8	6	7	6	13923.684640000001	6	
Q9VYT6	P24-related-1, isoform A	9.52	2	2	2	36524.641	2	
Q9VYU9	RH17287p	36.65	6	11	6	67474.4822	9	
Q9VYV4	Amun, isoform A	12.0	4	4	4	20941.6361	4	
Q9VYV6	GEO09033p1	6.14	1	1	1	17624.459	1	
Q9VZ00	FI19420p1	3.92	4	7	1	12365.368	4	
Q9VZ19	Antennal dehydrogenase	35.6	6	24	6	418649.88295	22	
Q9VZ20	Dynein light intermediate chain	35.09	16	23	5	234601.9515	20	
Q9VZ24	GEO11412p1	43.36	6	33	6	1423635.45	31	
Q9VZ25	Uncharacterized protein, isoform A	6.96	1	1	1	4896.0234	1	
Q9VZ34	RH72958p	2.64	1	1	1	4870.7075	1	
Q9VZ58	Purple acid phosphatase	9.11	4	14	4	171228.64927	14	
Q9VZ66	SD22308p	35.37	5	8	5	51156.9663	8	
Q9VZ67	Uncharacterized protein	28.99	2	3	2	19162.462199999998	3	
Q9VZ71	RE01453p	9.04	2	5	2	51240.797	5	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	8.28	2	2	2	5110.65477	2	
Q9VZE4	RE70333p	19.57	9	13	9	125348.08704	13	
Q9VZE9	V-type proton ATPase subunit	10.59	2	4	2	63368.260800000004	4	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	13.13	5	5	5	39076.3925	5	
Q9VZF9	Cuticular protein 64Ad	41.3	7	23	7	227191.42872	20	
Q9VZG0	Cuticular protein 64Ac	51.06	8	46	8	1103353.53308	42	
Q9VZG1	Cuticular protein 64Ab	42.5	4	8	4	67536.53719999999	8	
Q9VZG2	Cuticular protein 64Aa	76.04	10	59	10	1526022.95921	44	
Q9VZH5	CLIP domain-containing serine protease	4.7	3	3	1	18676.879800000002	3	
Q9VZI1	Transgelin	74.47	11	82	1	1054847.96645	58	
Q9VZI8	Fumarylacetoacetase	10.31	4	4	4	40298.9373	4	
Q9VZJ2	GH27759p	12.66	5	8	5	57833.37322	7	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	3.28	2	3	2	17609.658600000002	3	
