Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 127N, Sample, n/a, SFug_M3	Abundances Count: F8: 127N, Sample, n/a, SFug_M3	Modifications
Q9VPK3	AT24407p	12.35	5	7	1	238141.1721	7	
Q9VPL0	U5 small nuclear ribonucleoprotein 40 kDa protein	11.82	4	5	4	91827.79879999999	4	
Q9VPN5	Stress-induced-phosphoprotein 1	60.0	29	89	29	4223660.17159	83	
Q9VPP7	AT13539p	22.7	4	4	4	72281.24650000001	4	
Q9VPR1	GH02075p	15.14	2	5	2	4402.7896	1	
Q9VPR5	Splicing factor 3B subunit 1	1.04	1	1	1	860.6201	1	
Q9VPT9	Integral membrane protein 2	23.51	8	10	0	708164.2156	9	
Q9VPU4	FI17537p1	5.33	2	2	2	3402.1198	2	
Q9VPU6	Galectin	5.06	2	2	2	41293.582	2	
Q9VPX0	GH26159p	6.97	4	4	4	12562.5504	3	
Q9VPX5	Vacuolar protein sorting-associated protein 29	31.87	6	13	6	1109442.741	13	
Q9VPX6	Adenylyl cyclase-associated protein	41.63	27	77	5	7525410.818829999	71	
Q9VPX7	Capulet, isoform A	71.46	23	75	1	6531.45355	3	
Q9VPY7	LD42035p	2.2	1	1	1	1324.3772	1	
Q9VPZ5	GH04232p	25.41	14	33	14	746856.1429	33	
Q9VQ35	Mitochondrial ribosomal protein L48, isoform A	20.44	2	2	2	10271.4093	2	
Q9VQ61	Aspartate aminotransferase	64.39	26	135	1	9298979.1983	105	
Q9VQ83	RE23541p	7.91	3	3	0	17897.2009	2	
Q9VQ88	Uncharacterized protein	27.27	3	6	3	210608.02899999998	6	
Q9VQB4	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	56.12	20	63	20	6619780.4737	56	
Q9VQD7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	42.25	6	29	6	4012127.6124	24	
Q9VQD8	Actin-related protein 2/3 complex subunit 5	50.99	8	15	8	247537.57185	13	
Q9VQE0	dynamin GTPase	20.82	15	21	15	324703.1485	19	
Q9VQI5	Interferon-related developmental regulator 1	17.88	7	7	7	48752.7845	7	
Q9VQI6	LD25952p	19.75	7	9	7	159645.2194	8	
Q9VQI7	1-Cys peroxiredoxin	53.6	12	26	12	906609.6516999999	24	
Q9VQJ8	Protein-lysine N-methyltransferase CG9643	16.44	3	3	3	50885.7005	3	
Q9VQK7	LD45152p	6.68	5	5	5	27592.1744	4	
Q9VQK8	Histidine protein methyltransferase 1 homolog	3.58	1	1	1	4689.4097	1	
Q9VQL1	serine--tRNA ligase	39.72	18	36	18	2040197.3647	36	
Q9VQM2	NADH dehydrogenase [ubiquinone] 1 subunit C2	64.66	7	20	7	1800050.34306	18	
Q9VQQ6	FI18122p1	35.15	14	21	1	508372.7072	20	
Q9VQR0	FI04421p	4.49	2	3	2	67112.8275	3	
Q9VQR2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	76.1	13	61	13	5216543.9423	58	
Q9VQR5	IP10807p	19.06	4	6	4	64372.3514	5	
Q9VQR9	PAT complex subunit CCDC47	18.7	9	12	9	166064.53592999998	12	
Q9VQT7	RH15675p	14.63	1	2	1	4696.9356	2	
Q9VQT8	Immune induced molecule 33, isoform A	47.56	3	15	3	840700.6203	13	
Q9VQV7	Centrosomal protein of 97 kDa	11.41	9	9	5	143832.5888	6	
Q9VQX3	HL05328p	18.38	6	6	6	66075.2027	6	
Q9VQZ3	Uncharacterized protein, isoform A	5.46	5	5	5	9777.68215	4	
Q9VR03	AT19250p	4.57	2	2	2	3346.0925	1	
Q9VR25	Factor of interpulse interval	19.11	8	11	8	205618.67653	10	
Q9VR30	RE58324p	25.27	9	9	9	349682.979	9	
Q9VR31	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	15.11	6	10	6	373410.19550000003	10	
Q9VR62	GM14138p	5.53	3	3	3	16722.3615	2	
Q9VR69	Chitin deacetylase-like 4	5.76	2	2	2	31250.887600000002	2	
Q9VR79	LD43683p	35.86	11	30	11	1892977.4392	28	
Q9VRA1	Uncharacterized protein, isoform B	3.7	2	2	0	6010.1408	2	
Q9VRD4	Uncharacterized protein, isoform A	53.47	10	33	10	2633328.5301	31	
Q9VRD6	NTF2-related export protein	60.0	6	12	0	1046408.2818	11	
Q9VRD9	Cystathionine beta-synthase	12.07	6	9	6	124960.6983	9	
Q9VRF7	GH09530p	19.59	5	13	0	343358.96605	10	
Q9VRG6	Acyl-CoA-binding domain-containing protein 6	13.58	3	6	3	111154.63220000001	4	
Q9VRG8	Pyridoxal-dependent decarboxylase domain-containing protein 1	15.02	10	15	10	229325.3008	13	
Q9VRJ4	Dehydrogenase/reductase 4	50.16	16	41	16	3160728.3895	36	
Q9VRJ5	Charged multivesicular body protein 2b	32.55	7	12	7	171650.1891	11	
Q9VRJ6	non-specific serine/threonine protein kinase	7.14	2	2	2	53804.968	2	
Q9VRK9	Kinesin-like protein	1.77	1	1	1	7410.5767	1	
Q9VRL0	Cytochrome c1, heme protein, mitochondrial	45.93	15	111	15	11812776.05143	91	
Q9VRL1	GEO06356p1	53.1	8	42	2	2745376.9399	34	
Q9VRM1	Uncharacterized protein, isoform A	4.04	1	1	1	3526.4468	1	
Q9VRM8	alkaline phosphatase	4.2	2	2	2	1867.0778	1	
Q9VRM9	alkaline phosphatase	7.74	4	4	4	20767.7612	4	
Q9VRP2	Uncharacterized protein, isoform A	42.71	17	47	17	2522358.4363	44	
Q9VRP3	AT08565p	27.53	8	17	8	815561.1042	14	
Q9VRP4	Bifunctional coenzyme A synthase	14.67	7	9	7	98340.84443	8	
Q9VRR3	Uncharacterized protein, isoform A	43.98	12	26	12	1493874.5088	26	
Q9VRU1	Aldose 1-epimerase	15.11	6	7	6	344324.5882	7	
Q9VRY5	Ribosome maturation protein SBDS	23.81	8	8	8	247607.1446	8	
Q9VS02	Serine protease K12H4.7	15.75	8	15	8	385006.0022	14	
Q9VS11	lysozyme	16.35	4	4	4	68889.496	3	
Q9VS44	Uncharacterized protein	9.82	3	3	3	45370.310079999996	3	
Q9VS84	FI03225p	11.14	10	13	10	388712.0253	13	
Q9VSA9	CG7409	79.87	15	73	15	7879347.4706	59	
Q9VSC3	Ribonuclease X25	20.62	8	11	8	310040.4043	10	
Q9VSC5	GM09977p	60.12	14	32	14	793286.9956	26	
Q9VSD6	D-Importin 7/RanBP7	9.34	10	10	10	117911.304	10	
Q9VSE5	Uncharacterized protein, isoform C	17.88	3	9	1	364762.7064	8	
Q9VSH5	IP09562p	4.89	1	1	1	4006.3972	1	
Q9VSH7	Cuticular protein 66Cb	29.63	4	9	3	175764.71000000002	3	
Q9VSI1	LD21269p	7.99	5	5	5	53431.485	4	
Q9VSK2	E3 ubiquitin-protein ligase CBL	2.73	2	3	1	12642.4239	3	
Q9VSK4	Adipose-secreted signaling protein	63.33	10	25	10	1637737.5506	25	
Q9VSL2	Glutathione S transferase O3	41.49	11	32	10	2643822.3493	28	
Q9VSL4	Glutathione S transferase O2, isoform B	48.8	15	40	14	3153396.926	35	
Q9VSL5	Glutathione S transferase O2, isoform A	21.51	5	9	5	228121.42309999999	8	
Q9VSL6	Glutathione S transferase O1	16.93	5	13	4	57379.8657	4	
Q9VSL9	Isovaleryl-CoA dehydrogenase, mitochondrial	8.33	4	4	4	26319.6608	4	
Q9VSM8	TBC1 domain family member 13	3.23	1	1	1	1140.5726	1	
Q9VSN0	Z band alternatively spliced PDZ-motif protein 66, isoform G	64.85	12	80	1	1349902.2803	18	
Q9VSN3	Cuticular protein 66D	59.63	15	68	15	3743035.27175	60	
Q9VSN9	Signal recognition particle receptor subunit beta	15.57	4	5	4	108635.99549999999	5	
Q9VSR5	GM03767p	52.2	8	27	8	2836273.6962	24	
Q9VSR8	Amine oxidase domain-containing protein	15.55	8	9	8	141102.8107	9	
Q9VST4	arginine kinase	6.96	3	3	3	7373.5279	2	
Q9VSU6	Dihydropteridine reductase	76.6	14	55	14	4970861.47533	45	
Q9VSW2	UTP--glucose-1-phosphate uridylyltransferase	26.32	14	26	0	982416.1917000001	23	
Q9VSW4	Ribosome-recycling factor, mitochondrial	10.24	3	3	3	62300.557	3	
Q9VSW7	LD21662p	3.33	1	1	1	6130.063	1	
Q9VSX2	IP01061p	40.0	9	17	9	423355.4163	10	
Q9VSY0	Cuticular protein 67B	61.15	12	67	12	10123324.882410001	53	
Q9VSY8	Trafficking protein particle complex subunit	31.46	6	13	6	444328.8642	12	
Q9VT21	Cyclophilin 40, isoform A	4.96	2	2	2	3789.2797	2	
Q9VT23	Peptidase S1 domain-containing protein	25.48	6	18	6	670332.8218	16	
Q9VT29	Calcineurin-like phosphoesterase domain-containing protein	4.33	1	2	1	14202.84856	2	
Q9VT33	ribose-phosphate diphosphokinase	31.19	13	30	0	1614224.8845	26	
Q9VT59	Ankyrin repeat domain-containing protein 54	5.31	2	2	2	33050.312	2	
Q9VT61	Ciz1 zinc finger protein, isoform A	4.24	3	3	3	12422.4162	2	
Q9VT68	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase	9.52	2	2	0	60877.299999999996	2	
Q9VT75	N-terminal amino-acid N(alpha)-acetyltransferase NatA	20.92	4	5	4	97595.09599999999	5	
Q9VTA8	RE35371p	7.59	2	2	2	7203.6853	2	
Q9VTB0	LD35289p	21.62	8	11	8	284565.6977	10	
Q9VTB3	Guanylate kinase	51.07	13	30	13	1563705.61983	29	
Q9VTB4	NADH dehydrogenase (Ubiquinone) 13 kDa B subunit	60.48	9	35	9	3348638.3172	34	
Q9VTC1	ATP-dependent RNA helicase DDX42	10.49	5	6	5	82805.0893	5	
Q9VTC3	GH07049p	9.72	4	5	4	144048.0416	5	
Q9VTF8	Mitochondrial ribosomal protein L2	3.74	1	3	1	42735.468740000004	3	
Q9VTL0	FI19917p1	7.45	3	3	3	124864.755	3	
Q9VTN9	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	6.0	2	3	2	89649.463	3	
Q9VTT2	LD20590p	7.93	4	4	4	25401.2467	3	
Q9VTU2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	30.65	8	31	8	2905011.7558999998	30	
Q9VTU8	carbonic anhydrase	24.48	8	16	3	581475.4720000001	9	
Q9VTV9	Delta-aminolevulinic acid dehydratase	10.09	4	6	4	234176.108	6	
Q9VTW1	RE15265p	11.2	5	5	0	357886.92600000004	4	
Q9VTX5	ADP-ribosylation factor GTPase-activating protein 1	10.9	5	7	0	142541.8846	7	
Q9VTY2	Uncharacterized protein, isoform A	46.69	17	58	16	3947808.6759099998	55	
Q9VTZ4	Phosphoacetylglucosamine mutase	31.33	15	20	15	674922.031	19	
Q9VU04	RE60105p	13.85	4	5	4	142152.928	5	
Q9VU13	LD45603p	9.17	4	12	0	363508.6873	12	
Q9VU34	LD45758p	0.89	1	1	1	1052.6046	1	
Q9VU35	10 kDa heat shock protein, mitochondrial	72.82	10	80	8	14461293.97924	69	
Q9VU36	Large ribosomal subunit protein bL20m	18.0	3	4	3	65813.2496	4	
Q9VU38	Adenosine kinase	35.94	8	13	0	98795.3914	12	
Q9VU45	LD27581p	21.48	5	15	5	663000.3905	14	
Q9VU53	Capricious, isoform A	5.0	3	3	1	23495.0728	2	
Q9VU75	RH45712p	61.73	12	38	12	686544.3332	33	
Q9VU92	Uncharacterized protein	29.76	7	16	7	312080.277	14	
Q9VUC1	Hsc70Cb, isoform A	52.74	35	100	1	7399353.11414	91	
Q9VUE8	Big bang, isoform C	0.64	1	1	0	464.47388	1	
Q9VUH8	Survival of motor neuron-related-splicing factor 30	5.14	5	5	5	36604.1766	4	
Q9VUJ1	Proteasome subunit beta	43.75	14	32	12	2822167.035	31	
Q9VUL8	Peroxisomal biogenesis factor 3	2.86	1	1	1	1575.535	1	
Q9VUM1	U4/U6 small nuclear ribonucleoprotein Prp31	14.57	5	6	5	84377.14846	5	
Q9VUM2	Reactive oxygen species modulator 1	31.65	2	4	2	391803.56859999994	4	
Q9VUN9	ubiquitinyl hydrolase 1	21.79	7	8	7	109055.18169999999	8	
Q9VUQ7	RE36966p	10.4	6	11	6	127544.41222	11	
Q9VUV6	GXIVsPLA2, isoform A	16.96	4	6	4	44165.5761	5	
Q9VUW2	Inositol-1-monophosphatase	13.73	2	3	2	3303.1844	2	
Q9VUW4	Inositol-1-monophosphatase	10.42	2	2	2	26032.902000000002	2	
Q9VUX1	Small ribosomal subunit protein mS31	12.5	5	9	5	220445.90755	9	
Q9VUZ0	Translocon-associated protein subunit beta	19.47	2	5	2	371870.73099999997	5	
Q9VUZ8	GEO07442p1	22.56	2	2	2	2166.621	1	
Q9VV13	GEO08383p1	10.71	1	5	1	483144.004	5	
Q9VV31	Uncharacterized protein	19.35	2	5	2	121430.1437	5	
Q9VV39	Mitochondrial ribosomal protein S34	35.11	7	12	7	423328.2138	12	
Q9VV40	Golgin 104	1.42	1	1	1	939.58655	1	
Q9VV42	Fat body protein 2	83.09	26	202	0	43136900.99973	174	
Q9VV46	Cuticular protein 72Ec	55.94	33	251	33	22668412.82125	213	
Q9VV47	Fat body protein 2	45.17	9	18	7	1647588.9527	17	
Q9VV60	Tyrosine--tRNA ligase	46.29	24	48	24	1955094.0495200001	46	
Q9VV75	AT02348p	82.05	29	251	29	24878780.10986	196	
Q9VV76	Syntaxin 8	37.07	6	10	6	190895.4189	9	
Q9VV89	Coatomer subunit zeta	27.01	4	12	0	79852.3713	6	
Q9VVA7	Tumor suppressor protein 101	19.61	7	9	7	232384.9937	9	
Q9VVB5	LD46723p	30.59	16	56	1	17683.0973	3	
Q9VVB7	FI02842p	43.95	14	57	1	7332.55329	3	
Q9VVC2	Uncharacterized protein	19.7	3	7	3	362983.6402	7	
Q9VVC3	Cuticular protein 73D, isoform B	46.57	23	57	2	2118492.54877	46	
Q9VVC8	LD23434p	15.41	8	9	8	146902.0403	7	
Q9VVG0	Cadherin 74A, isoform A	13.85	22	27	22	614409.01596	23	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	37	6	12179702.9267	31	
Q9VVJ7	Selenoprotein F	36.52	6	12	6	671628.3741	12	
Q9VVK5	Adenosine deaminase	8.68	4	4	4	84551.0318	4	
Q9VVK7	Nucleobindin 1	14.76	9	13	9	426680.6381	12	
Q9VVL5	FI11325p	14.55	5	7	5	137430.1699	7	
Q9VVL7	Dihydrolipoyl dehydrogenase	67.06	28	170	28	19798392.67157	153	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	5.71	3	4	3	63031.063	4	
Q9VVM1	Uncharacterized protein, isoform B	4.79	3	3	3	53503.078	3	
Q9VVP9	Gamma-glutamylcyclotransferase	42.73	8	12	8	237905.29664999997	11	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	26.06	6	11	6	143281.6885	10	
Q9VVT6	Glutaredoxin-2, mitochondrial	68.42	7	31	7	2371180.5653399997	31	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	52.9	18	71	18	11152241.33511	60	
Q9VVU2	GEO07453p1	48.32	9	29	8	1670941.9929	28	
Q9VVV6	LD45843p	6.76	5	5	0	24630.6378	4	
Q9VVW7	Canopy b	16.74	4	9	4	260047.40899999999	9	
Q9VVX4	Large ribosomal subunit protein bL21m	6.97	2	2	2	21771.43	2	
Q9VVY7	FI20154p1	10.79	14	19	0	379196.10177	18	
Q9VVZ4	Uncharacterized protein	56.79	4	14	4	83649.55571	8	
Q9VVZ6	GEO09638p1	25.95	2	3	0	4753.3972	2	
Q9VW00	GH28721p	11.46	4	10	4	302165.6195	9	
Q9VW13	ATP-binding cassette sub-family F member 3	3.95	3	3	3	19174.1318	3	
Q9VW17	RE58036p	47.25	6	16	1	208389.15834999998	14	
Q9VW19	Phenoloxidase-activating factor 2	7.35	2	3	2	9367.27604	3	
Q9VW34	FI03450p	19.96	11	20	11	792852.0800000001	16	
Q9VW40	LD31235p	9.3	3	3	3	34955.877	3	
Q9VW52	Precursor RNA processing 3, isoform A	4.18	2	2	0	19836.2662	2	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	7.51	7	8	7	82903.9627	8	
Q9VW57	Grasp65	12.61	6	9	6	236627.87874999997	9	
Q9VW58	LD33138p	35.32	6	11	6	114263.12349999999	11	
Q9VW59	Rho GDP-dissociation inhibitor 3	48.76	11	31	11	1687113.4876	30	
Q9VW66	Uncharacterized protein, isoform A	56.45	8	61	4	4372172.0645	58	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	69.34	32	126	32	12987388.04015	121	
Q9VW73	Ragulator complex protein LAMTOR1	18.89	4	4	4	29855.532699999996	4	
Q9VW90	Chitin-binding type-2 domain-containing protein	15.72	4	5	4	39614.422640000004	5	
Q9VWD0	GH23568p	16.89	6	14	6	605129.46372	12	
Q9VWD1	Cytochrome c oxidase subunit	90.62	12	95	3	13103848.4651	88	
Q9VWD5	LD35087p	13.54	5	5	5	43164.4903	5	
Q9VWD9	Ubiquilin-like protein	54.11	19	41	19	1142702.7052	37	
Q9VWF0	LP01149p	36.93	9	17	9	126821.9333	12	
Q9VWG1	LD37169p	71.04	12	73	2	319859.49830000004	12	
Q9VWI3	28S ribosomal protein S14, mitochondrial	16.41	2	3	2	17452.682	2	
Q9VWJ3	LD05272p	8.22	1	2	1	27850.943	1	
Q9VWL4	GH07340p	13.41	7	9	7	126824.4687	9	
Q9VWP2	RH57257p	57.02	12	25	12	1356774.8633	24	
Q9VWQ3	LD35981p	6.96	3	3	0	72082.954	3	
Q9VWQ7	Coactosin-like protein	38.04	7	8	2	216110.5798	8	
Q9VWS1	Houki	20.44	5	8	5	388065.50409999996	7	
Q9VWT1	histidine--tRNA ligase	37.36	19	30	1	1207240.56742	29	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	6.74	4	5	4	25564.6268	5	
Q9VWU0	FI18411p1	5.87	2	2	2	16175.129	2	
Q9VWV6	Transferrin	70.05	43	231	43	19343882.45285	210	
Q9VWW2	GH13094p	20.52	10	18	10	59618.27004	12	
Q9VWY5	CHK kinase-like domain-containing protein	8.39	3	4	3	19865.447	2	
Q9VX02	Mitochondrial fission process protein 1	25.0	4	9	4	387338.1899	8	
Q9VX15	Replication factor C subunit 2	7.08	3	3	3	25676.4565	3	
Q9VX26	Chascon, isoform A	1.62	2	2	0	10406.9055	2	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	60.74	20	82	20	8887820.05564	77	
Q9VX69	FI01450p	18.0	6	23	5	602613.03968	11	
Q9VXA3	LP21163p	17.0	12	21	12	423005.76780000003	20	
Q9VXA9	RE04047p	6.57	2	3	2	71692.109	3	
Q9VXC1	MIP06432p1	31.28	5	11	3	654549.7998	10	
Q9VXC9	trypsin	52.99	10	17	10	1220934.5376	15	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	17.96	3	5	3	137360.406	4	
Q9VXF9	AT13091p	26.2	10	17	10	390257.36305000004	17	
Q9VXG0	Cell division cycle 50, isoform A	14.57	6	8	0	150827.41908	7	
Q9VXG9	GH25683p	9.78	2	5	2	29498.86418	3	
Q9VXH4	RE16337p	28.43	2	3	2	241974.736	3	
Q9VXH7	FI17510p1	10.63	3	5	3	259860.7008	5	
Q9VXI1	L-gulonate 3-dehydrogenase	42.54	10	36	10	1846697.133	33	
Q9VXI6	Cytochrome b-c1 complex subunit 7	63.06	10	46	9	8235894.3732	44	
Q9VXJ7	GH03748p1	9.2	9	11	9	39043.431059999995	8	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	29.41	6	16	5	412493.1826	13	
Q9VXM4	LD12946p	62.9	13	34	13	1634101.15002	30	
Q9VXN1	LD03728p	12.68	4	4	4	31109.6438	4	
Q9VXN3	LD07988p	29.8	10	15	10	162102.63233	14	
Q9VXP1	RING-type E3 ubiquitin transferase	13.0	2	2	1	16226.6163	2	
Q9VXP3	GH05406p	8.26	5	5	5	21992.594100000002	4	
Q9VXQ0	Large ribosomal subunit protein uL3m	8.29	2	2	2	26621.546000000002	2	
Q9VXQ3	Diphosphomevalonate decarboxylase	5.67	2	2	2	19465.351300000002	2	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	37.34	22	51	22	2446334.7773	49	
Q9VXR9	FI03680p	15.76	6	6	6	123186.7274	6	
Q9VXV1	RH52220p	4.39	1	1	1	9068.202	1	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	24.03	11	18	11	392240.55724	18	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	30.77	3	28	3	1848105.79326	27	
Q9VXZ8	Luciferin 4-monooxygenase	20.6	11	17	11	350016.3235	14	
Q9VY05	GH11762p	12.84	8	13	8	532875.17966	11	
Q9VY16	Uncharacterized protein, isoform A	11.68	8	8	1	103535.49369999999	8	
Q9VY24	Uncharacterized protein, isoform B	17.92	7	8	7	242853.1106	7	
Q9VY27	Nucleoside diphosphate kinase	9.27	1	1	1	1823.7605	1	
Q9VY33	Defective proboscis extension response 8, isoform A	2.33	1	1	0	13952.413	1	
Q9VY41	Plasminogen receptor (KT)	14.94	3	7	3	124162.9701	5	
Q9VY42	Tyrosine aminotransferase	9.78	5	5	5	148813.0495	5	
Q9VY76	AMP deaminase	10.25	8	10	0	37544.842699999994	8	
Q9VY87	Cathepsin B, isoform A	34.71	9	14	9	660319.6469	11	
Q9VY91	Programmed cell death protein 4	10.22	7	10	7	105265.5319	9	
Q9VY92	GEO07753p1	73.91	8	44	8	6255438.87135	43	
Q9VYA1	RE18811p	3.87	1	1	1	7283.9214	1	
Q9VYD5	Branched-chain-amino-acid aminotransferase	7.0	2	2	2	23020.932	2	
Q9VYF0	GM09012p	16.04	4	6	4	157745.23129999998	5	
Q9VYG8	CG15717-PA	10.71	3	5	3	53784.53424	4	
Q9VYJ1	FI12805p	5.04	4	4	4	39170.74	4	
Q9VYK6	Tomosyn, isoform C	2.79	5	5	1	70677.0695	3	
Q9VYM0	CG2555-PA	13.2	2	3	1	3886.044	1	
Q9VYN1	protein kinase C	0.84	2	14	1	5887778.8081	12	
Q9VYR4	Furrowed, isoform A	0.6	1	1	1	3411.2493	1	
Q9VYS2	GH09980p	9.97	8	11	8	43431.09566	9	
Q9VYT0	RE04130p	37.34	9	17	8	422774.5488	17	
Q9VYT1	BLOC-1-related complex subunit 5	10.03	3	4	3	24965.3669	4	
Q9VYT3	FI23714p1	5.58	7	7	7	29320.410799999998	6	
Q9VYT6	P24-related-1, isoform A	13.33	4	6	4	91160.4158	6	
Q9VYU9	RH17287p	56.97	9	18	9	599216.0876399999	17	
Q9VYV4	Amun, isoform A	8.0	3	5	3	138133.72489999997	5	
Q9VYV6	GEO09033p1	28.07	3	3	3	25951.8635	2	
Q9VZ00	FI19420p1	18.03	16	21	0	203496.63512	19	
Q9VZ19	Antennal dehydrogenase	58.4	9	37	9	1748555.439	33	
Q9VZ20	Dynein light intermediate chain	26.57	12	19	3	629721.7537	15	
Q9VZ24	GEO11412p1	46.9	8	47	8	7256515.53345	47	
Q9VZ25	Uncharacterized protein, isoform A	29.57	2	3	2	35216.8421	3	
Q9VZ34	RH72958p	4.69	2	3	2	33796.4684	3	
Q9VZ37	Uncharacterized protein, isoform A	31.25	3	3	3	63540.890199999994	3	
Q9VZ58	Purple acid phosphatase	14.22	7	11	7	428080.98679999996	9	
Q9VZ66	SD22308p	42.86	5	9	5	319372.6892	8	
Q9VZ67	Uncharacterized protein	28.99	2	6	2	70995.4728	6	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	3	3	65003.302599999995	3	
Q9VZE4	RE70333p	20.43	10	14	10	546202.50418	14	
Q9VZE9	V-type proton ATPase subunit	21.18	3	8	3	511504.0751	8	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	8.75	3	3	3	76467.4107	3	
Q9VZF9	Cuticular protein 64Ad	36.84	7	39	7	643192.96548	33	
Q9VZG0	Cuticular protein 64Ac	56.91	10	50	10	6623955.386	47	
Q9VZG1	Cuticular protein 64Ab	42.5	4	11	4	314006.43285	10	
Q9VZG2	Cuticular protein 64Aa	76.04	11	55	11	8587942.61973	45	
Q9VZH5	CLIP domain-containing serine protease	4.31	3	3	0	30945.601	3	
Q9VZI1	Transgelin	68.09	12	84	1	7651819.417400001	70	
Q9VZI8	Fumarylacetoacetase	7.43	3	3	3	62354.615	3	
Q9VZJ2	GH27759p	14.19	6	10	6	364169.18645000004	9	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.02	3	4	3	44158.3975	3	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	75.0	11	26	2	393426.7576	24	
Q9VZL3	very-long-chain enoyl-CoA reductase	10.6	4	5	4	43845.0276	5	
Q9VZS1	protein-serine/threonine phosphatase	15.36	5	5	4	142891.59276	5	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	8.95	8	10	8	334097.677	10	
Q9VZV2	Chitinase 7	4.64	5	6	5	51172.4274	6	
Q9VZW1	Phospholipid scramblase	11.03	3	5	3	30082.3993	4	
Q9VZW7	Carnitine palmitoyltransferase 2	8.1	5	5	5	9526.3865	4	
Q9VZX6	LD06441p	21.78	7	9	7	400835.5634	9	
Q9VZY0	LD45195p	11.48	3	4	3	238742.0925	4	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.59	2	2	1	8039.6158	2	
Q9VZZ5	GEO12033p1	34.27	6	8	6	621246.2228	8	
Q9VZZ6	CG16985 protein	38.26	5	11	5	657204.8553	11	
Q9W022	GEO01508p1	62.68	8	41	8	6753314.3769	40	
Q9W073	RH22148p	19.41	3	3	3	63581.770800000006	3	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	25	4	5279174.40379	23	
Q9W078	Cuticular protein 62Bb, isoform A	32.99	4	14	3	1713141.3630000001	14	
Q9W086	Large ribosomal subunit protein mL46	28.29	9	11	9	358274.4797	11	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	7	3	238246.41499999998	6	
Q9W0A8	FI01658p	25.63	7	26	7	889083.1079000001	26	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	28.16	10	25	10	945404.0601	24	
Q9W0C3	GH11843p	38.78	11	19	11	707209.72425	18	
Q9W0D3	GH15728p	1.29	2	2	2	3360.3004	2	
Q9W0D9	choline-phosphate cytidylyltransferase	11.55	5	6	2	57074.766	1	
Q9W0G4	hydroxymethylbilane synthase	9.05	4	4	4	54733.394360000006	4	
Q9W0H6	Acetyl-CoA acetyltransferase 2	40.56	12	24	12	859379.91442	23	
Q9W0H8	Reticulocalbin-3	58.66	17	30	6	1228716.5337	27	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	8.62	5	5	5	57334.3362	5	
Q9W0J9	GH07301p	34.47	8	12	7	273279.64874	11	
Q9W0K9	LD10220p	23.21	4	4	4	24342.076	4	
Q9W0L7	ubiquitinyl hydrolase 1	2.18	3	3	1	14560.2551	2	
Q9W0M4	Endoplasmic reticulum transmembrane protein	29.39	10	14	9	497947.68095999997	14	
Q9W0M5	Protein DPCD	14.41	3	3	3	15966.80646	3	
Q9W0N6	LD27967p	9.57	3	3	3	31298.6977	3	
Q9W0P4	GEO05053p1	8.13	1	1	1	31639.564	1	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	18.18	3	5	3	29951.499299999996	4	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	29415.37	1	
Q9W0R0	Cell division cycle 5, isoform A	18.06	13	19	13	229443.6703	19	
Q9W0S6	Large ribosomal subunit protein bL17m	22.73	4	4	4	41266.246	3	
Q9W0U0	glycerol kinase	3.9	2	2	0	15416.0	2	
